Depth,TVD,DX,DY,RT,RXO,SH,POR,SW,PERM,ACN,DENN,CNLN,GRN
4697.25,4680.838,144.781,9.365,6085.466,1906.187,3.439,0.922,35.907,0.001,47.005,2.763,2.925,23.459
4697.375,4680.95,144.807,9.415,7820.831,2067.171,3.82,0.978,28.964,0.001,47.558,2.756,2.899,24.87
4697.5,4681.061,144.833,9.466,8232.972,2103.878,4.117,0.974,28.289,0.001,47.558,2.753,3.029,25.96
4697.625,4681.173,144.858,9.516,8276.034,2171.144,4.738,0.917,30.455,0.001,47.082,2.751,3.49,28.215
4697.75,4681.284,144.884,9.566,8258.991,2348.594,4.515,0.754,39.151,0,46.273,2.758,3.902,27.411
4697.875,4681.396,144.91,9.617,8486.01,2469.637,3.941,0.523,61.426,0,45.675,2.766,3.993,25.315
4698,4681.507,144.935,9.667,9502.824,2693.642,2.654,0.884,29.561,0.001,45.565,2.79,4.016,20.499
4698.125,4681.618,144.961,9.718,11026.217,2854.121,2.193,0.935,25.323,0.001,45.523,2.812,4.075,18.733
4698.25,4681.73,144.987,9.768,11767.676,2916.089,2.226,0.897,25.72,0.001,45.523,2.819,4.144,18.859
4698.375,4681.841,145.012,9.819,12966.994,3016.451,2.276,1.031,20.425,0.001,45.865,2.825,4.216,19.051
4698.5,4681.953,145.038,9.87,13621.178,3079.353,2.304,1.12,17.868,0.001,46.129,2.826,4.161,19.161
4698.625,4682.064,145.064,9.92,13475.957,3079.034,2.362,1.185,16.729,0.001,46.415,2.827,4.039,19.383
4698.75,4682.175,145.09,9.971,11612.689,2969.561,2.673,1.164,18.607,0.001,46.906,2.833,3.689,20.572
4698.875,4682.287,145.115,10.021,9991.357,2865.532,2.891,1.053,22.977,0.001,46.906,2.836,3.51,21.401
4699,4682.398,145.141,10.072,6672.027,2647.57,3.542,0.781,42.121,0,46.926,2.838,3.185,23.842
4699.125,4682.509,145.167,10.122,4780.745,2543.493,4.768,0.404,99.99,0,46.926,2.833,2.944,28.323
4699.25,4682.621,145.192,10.173,4424.92,2553.369,5.521,0.064,99.99,0,46.724,2.829,2.895,31.007
4699.375,4682.732,145.218,10.224,4431.16,2696.78,6.53,0.01,99.99,0,46.06,2.824,2.99,34.52
4699.5,4682.843,145.244,10.274,4927.988,2968.731,6.271,0.01,99.99,0,45.636,2.821,3.209,33.626
4699.625,4682.955,145.27,10.325,5151.513,3098.012,5.883,0.01,99.99,0,45.636,2.819,3.278,32.276
4699.75,4683.066,145.295,10.376,4992.896,3120.157,5.521,0.01,99.99,0,45.342,2.814,3.246,31.004
4699.875,4683.177,145.321,10.427,3790.055,2645.563,6.272,0.01,99.99,0,45.156,2.811,3.14,33.628
4700,4683.289,145.347,10.477,2993.127,2269.038,6.916,0.01,99.99,0,45.134,2.809,3.16,35.84
4700.125,4683.4,145.372,10.528,1662.643,1579.511,7.972,0.01,99.99,0,45.208,2.806,3.429,39.39
4700.25,4683.511,145.398,10.579,1028.474,977.051,8.104,0.01,99.99,0,45.208,2.805,3.788,39.828
4700.375,4683.623,145.424,10.63,900.669,855.636,7.883,0.01,99.99,0,45.514,2.803,3.89,39.094
4700.5,4683.734,145.449,10.68,827.126,785.77,7.589,0.01,99.99,0,45.716,2.794,3.927,38.111
4700.625,4683.845,145.475,10.731,850.87,808.327,7.3,0.01,99.99,0,45.943,2.784,3.927,37.142
4700.75,4683.957,145.501,10.782,971,922.45,6.991,0.013,99.99,0,46.136,2.754,4.015,36.096
4700.875,4684.068,145.526,10.833,1095.266,1040.502,7.325,0.014,99.99,0,46.377,2.727,4.204,37.225
4701,4684.179,145.552,10.884,1121.792,1065.702,7.693,0.014,99.99,0,46.377,2.718,4.329,38.459
4701.125,4684.291,145.577,10.934,1081.938,1027.841,8.288,0.014,99.99,0,46.637,2.713,4.685,40.434
4701.25,4684.402,145.603,10.985,985.941,936.644,8.215,0.015,99.99,0,46.762,2.714,4.914,40.192
4701.375,4684.513,145.629,11.036,949.938,902.441,8.075,0.253,99.99,0,47.115,2.715,5.14,39.73
4701.5,4684.625,145.654,11.087,921.456,875.383,8.108,0.433,99.99,0,47.329,2.718,5.391,39.839
4701.625,4684.736,145.68,11.138,916.663,870.83,8.701,0.199,99.99,0,47.329,2.722,5.254,41.787
4701.75,4684.847,145.705,11.189,911.771,866.182,9.098,0.38,99.99,0,47.728,2.726,5.132,43.075
4701.875,4684.958,145.731,11.24,893.441,848.769,9.882,0.396,99.99,0,48.117,2.736,5.029,45.584
4702,4685.069,145.756,11.291,881.957,837.859,10.18,0.613,99.99,0,48.588,2.743,5.064,46.528
4702.125,4685.181,145.782,11.342,868.022,824.621,10.407,0.318,99.99,0,48.271,2.765,5.162,47.24
4702.25,4685.292,145.807,11.392,903.127,857.971,10.107,0.029,99.99,0,47.736,2.791,5.153,46.297
4702.375,4685.403,145.832,11.443,947.933,900.537,9.768,0.121,99.99,0,47.736,2.803,5.118,45.222
4702.5,4685.515,145.858,11.494,1063.111,1009.955,8.91,0.304,99.99,0,47.692,2.821,5.02,42.467
4702.625,4685.626,145.883,11.545,1119.458,1063.485,8.201,0.393,99.99,0,47.576,2.832,4.868,40.148
4702.75,4685.737,145.909,11.596,1100.593,1045.563,7.935,0.475,99.99,0,47.637,2.836,4.782,39.267
4702.875,4685.848,145.934,11.647,993.434,943.762,7.612,0.305,99.99,0,47.184,2.84,4.652,38.191
4703,4685.959,145.959,11.698,885.078,840.824,7.854,0.217,99.99,0,47.123,2.837,4.638,38.998
4703.125,4686.071,145.985,11.749,853.436,810.764,8.308,0.108,99.99,0,47.123,2.833,4.687,40.499
4703.25,4686.182,146.01,11.8,829.06,787.607,9.569,0.01,99.99,0,47.05,2.825,4.888,44.589
4703.375,4686.293,146.036,11.851,819.698,778.713,10.436,0.01,99.99,0,47.245,2.821,5.112,47.332
4703.5,4686.405,146.061,11.902,807.533,767.156,10.619,0.01,99.99,0,47.377,2.819,5.153,47.904
4703.625,4686.516,146.086,11.953,750.253,712.741,10.89,0.01,99.99,0,47.583,2.812,4.991,48.746
4703.75,4686.627,146.111,12.005,706.502,671.177,11.202,0.01,99.99,0,47.583,2.804,4.823,49.71
4703.875,4686.738,146.137,12.056,619.394,588.425,12.219,0.01,99.99,0,47.958,2.781,4.522,52.803
4704,4686.85,146.162,12.107,578.396,549.477,12.829,0.01,99.99,0,48.378,2.754,4.491,54.626
4704.125,4686.961,146.187,12.158,581.187,552.128,12.741,0.01,99.99,0,48.553,2.742,4.592,54.364
4704.25,4687.072,146.212,12.209,634.889,603.144,12.114,0.011,99.99,0,48.57,2.732,4.737,52.488
4704.375,4687.184,146.238,12.26,775.198,736.438,11.57,0.203,99.99,0,48.566,2.717,4.973,50.835
4704.5,4687.294,146.263,12.311,889.125,844.669,11.276,0.298,99.99,0,48.566,2.712,4.985,49.937
4704.625,4687.406,146.288,12.362,1238.054,1176.152,10.096,0.634,99.99,0,48.714,2.707,4.751,46.263
4704.75,4687.517,146.313,12.413,1872.281,1778.667,7.955,1.26,46.631,0.001,48.849,2.716,4.317,39.334
4704.875,4687.628,146.338,12.465,2302.569,2187.44,6.692,1.415,35.826,0.001,48.649,2.728,4.071,35.074
4705,4687.74,146.364,12.516,2993.564,2843.886,4.418,1.368,32.297,0.001,48.044,2.763,3.531,27.057
4705.125,4687.851,146.389,12.567,2789.299,2649.834,3.354,1.176,40.714,0.001,48.044,2.802,3.018,23.14
4705.25,4687.962,146.414,12.618,2322.764,2206.626,3.466,0.918,61.89,0.001,47.821,2.817,2.835,23.557
4705.375,4688.073,146.439,12.669,1206.114,1145.808,5.006,0.259,99.99,0,47.419,2.831,2.67,29.177
4705.5,4688.185,146.464,12.721,784.699,745.464,6.384,0.127,99.99,0,47.941,2.831,2.662,34.016
4705.625,4688.296,146.489,12.772,354.715,336.979,9.805,0.01,99.99,0,48.478,2.821,2.748,45.342
4705.75,4688.407,146.514,12.823,234.816,223.075,12.515,0.01,99.99,0,48.912,2.808,3.062,53.692
4705.875,4688.518,146.539,12.874,222.001,210.901,13.055,0.01,99.99,0,48.912,2.802,3.322,55.296
4706,4688.629,146.564,12.926,241.735,229.648,12.697,0.01,99.99,0,49.187,2.793,3.867,54.235
4706.125,4688.741,146.589,12.977,309.855,294.362,11.498,0.01,99.99,0,49.021,2.783,4.111,50.616
4706.25,4688.852,146.614,13.028,362.177,344.068,10.798,0.01,99.99,0,48.286,2.777,4.098,48.461
4706.375,4688.963,146.639,13.079,532.205,505.595,9.119,0.011,99.99,0,47.395,2.762,3.998,43.145
4706.5,4689.074,146.664,13.131,823.397,782.227,7.266,0.506,99.99,0,47.395,2.746,3.951,37.027
4706.625,4689.186,146.689,13.182,966.713,918.378,6.565,0.382,99.99,0,46.665,2.741,3.922,34.638
4706.75,4689.297,146.714,13.233,1034.96,983.212,6.172,0.16,99.99,0,46.229,2.739,3.761,33.283
4706.875,4689.408,146.739,13.285,921.68,875.596,6.46,0.013,99.99,0,46.084,2.75,3.493,34.278
4707,4689.519,146.764,13.336,545.034,517.782,7.409,0.01,99.99,0,46.072,2.764,3.323,37.508
4707.125,4689.63,146.789,13.387,279.096,265.141,8.05,0.01,99.99,0,46.311,2.772,3.418,39.647
4707.25,4689.742,146.814,13.439,229.452,217.979,8.289,0.01,99.99,0,46.311,2.772,3.541,40.437
4707.375,4689.853,146.839,13.49,223.612,212.431,9.042,0.01,99.99,0,46.552,2.767,3.779,42.896
4707.5,4689.964,146.864,13.542,338.642,321.71,9.822,0.01,99.99,0,46.748,2.761,3.912,45.393
4707.625,4690.075,146.889,13.593,477.604,453.724,9.885,0.01,99.99,0,46.643,2.759,3.965,45.593
4707.75,4690.187,146.914,13.644,908.89,863.445,9.096,0.01,99.99,0,46.33,2.757,4.071,43.068
4707.875,4690.297,146.938,13.696,1278.272,1214.359,7.575,0.012,99.99,0,46.33,2.762,4.044,38.065
4708,4690.409,146.963,13.747,1320.241,1254.229,6.78,0.012,99.99,0,45.892,2.767,3.951,35.377
4708.125,4690.52,146.988,13.799,1088.729,1034.293,5.412,0.013,99.99,0,45.556,2.778,3.702,30.62
4708.25,4690.631,147.013,13.85,704.353,669.135,4.772,0.496,99.99,0,46.136,2.789,3.498,28.338
4708.375,4690.742,147.038,13.902,555.086,527.332,4.984,0.715,99.99,0,46.966,2.793,3.414,29.097
4708.5,4690.854,147.062,13.953,385.784,366.495,6.749,0.432,99.99,0,47.929,2.801,3.274,35.269
4708.625,4690.964,147.087,14.005,344.757,327.52,8.145,0.01,99.99,0,47.929,2.803,3.247,39.962
4708.75,4691.076,147.112,14.056,311.798,296.208,10.826,0.01,99.99,0,48.313,2.806,3.363,48.546
4708.875,4691.187,147.137,14.108,364.619,346.388,11.607,0.01,99.99,0,48.501,2.804,3.632,50.949
4709,4691.298,147.161,14.159,431.915,410.319,11.096,0.01,99.99,0,48.54,2.802,3.757,49.382
4709.125,4691.409,147.186,14.211,574.014,545.313,9.121,0.457,99.99,0,48.684,2.795,3.945,43.151
4709.25,4691.521,147.211,14.262,568.375,539.956,7.525,0.961,99.99,0.001,48.535,2.785,4.123,37.899
4709.375,4691.632,147.235,14.314,492.797,468.158,7.332,1.092,99.99,0.001,48.535,2.78,4.233,37.249
4709.5,4691.743,147.26,14.365,295.185,280.426,8.412,1.306,99.99,0.001,49.168,2.778,4.753,40.841
4709.625,4691.854,147.285,14.417,170.089,161.585,10.995,1.042,99.99,0.001,49.84,2.791,5.277,49.07
4709.75,4691.965,147.309,14.469,141.819,134.728,12.506,1.253,99.99,0.001,51.076,2.799,5.529,53.665
4709.875,4692.076,147.334,14.52,116.687,110.853,16.352,0.599,99.99,0,51.532,2.805,5.853,64.706
4710,4692.188,147.359,14.572,112.608,106.978,17.109,0.46,99.99,0,51.532,2.792,5.977,66.779
4710.125,4692.298,147.383,14.623,114.669,108.936,17.433,0.45,99.99,0,51.559,2.764,6.148,67.655
4710.25,4692.41,147.408,14.675,125.148,118.891,16.457,0.516,99.99,0,51.103,2.736,6.298,64.995
4710.375,4692.521,147.432,14.727,131.909,125.313,15.69,0.591,99.99,0,50.864,2.726,6.273,62.869
4710.5,4692.632,147.457,14.778,146.758,139.42,13.928,1.005,99.99,0.001,50.778,2.723,5.779,57.852
4710.625,4692.743,147.481,14.83,163.094,154.939,12.48,1.247,99.99,0.001,50.66,2.737,5.463,53.585
4710.75,4692.854,147.506,14.882,170.585,162.056,12.185,1.287,99.99,0.001,50.66,2.746,5.401,52.7
4710.875,4692.965,147.53,14.933,177.878,168.985,12.524,1.072,99.99,0.001,50.512,2.758,5.468,53.717
4711,4693.077,147.555,14.985,171.474,162.901,13.081,0.875,99.99,0.001,50.316,2.76,5.552,55.372
4711.125,4693.188,147.579,15.037,164.867,156.624,13.074,0.935,99.99,0.001,50.41,2.76,5.631,55.352
4711.25,4693.299,147.604,15.089,148.825,141.383,12.798,1.133,99.99,0.001,50.609,2.754,5.744,54.533
4711.375,4693.41,147.628,15.14,127.494,121.119,13.137,1.086,99.99,0.001,50.609,2.747,5.985,55.537
4711.5,4693.521,147.653,15.192,114.316,108.6,13.734,1.241,99.99,0.001,51.125,2.745,6.235,57.286
4711.625,4693.632,147.677,15.244,87.816,83.425,15.798,1.384,99.99,0.001,52.235,2.74,6.942,63.17
4711.75,4693.744,147.701,15.296,76.978,73.129,17.205,1.737,99.99,0.002,53.501,2.737,7.345,67.038
4711.875,4693.854,147.726,15.347,62.371,59.253,20.023,1.707,99.99,0.001,54.615,2.73,8.101,74.477
4712,4693.966,147.75,15.399,55.868,53.074,21.404,1.567,99.99,0.001,54.898,2.726,8.632,77.979
4712.125,4694.077,147.775,15.451,55.528,52.752,21.138,1.643,99.99,0.001,54.898,2.727,8.79,77.31
4712.25,4694.188,147.799,15.503,62.678,59.544,18.744,1.921,99.99,0.002,54.332,2.737,8.815,71.15
4712.375,4694.299,147.823,15.554,87.06,82.707,15.021,2.24,99.99,0.003,53.334,2.755,8.358,60.985
4712.5,4694.41,147.848,15.606,111.604,106.023,13.162,1.877,99.99,0.002,51.832,2.765,7.988,55.611
4712.625,4694.521,147.872,15.658,203.821,193.63,9.897,1.627,99.99,0.001,50.017,2.786,7.188,45.632
4712.75,4694.632,147.896,15.71,348.932,331.486,7.381,2.106,61.924,0.002,50.017,2.806,6.624,37.414
4712.875,4694.744,147.92,15.762,421.885,400.791,6.393,1.434,90.898,0.001,48.171,2.815,6.486,34.047
4713,4694.854,147.945,15.814,513.973,488.275,5.165,1.123,99.99,0.001,47.032,2.827,6.42,29.744
4713.125,4694.966,147.969,15.866,520.741,494.704,4.955,0.79,99.99,0.001,46.412,2.828,6.476,28.994
4713.25,4695.077,147.993,15.917,466.523,443.197,5.06,0.67,99.99,0,46.245,2.821,6.88,29.371
4713.375,4695.188,148.017,15.969,379.716,360.731,5.39,0.607,99.99,0,46.253,2.802,7.444,30.543
4713.5,4695.299,148.042,16.021,346.348,329.031,5.61,0.516,99.99,0,46.253,2.791,7.44,31.32
4713.625,4695.41,148.066,16.073,323.758,307.57,6.135,0.494,99.99,0,46.499,2.771,6.415,33.155
4713.75,4695.521,148.09,16.125,365.889,347.595,6.568,0.765,99.99,0,47.123,2.762,5.044,34.651
4713.875,4695.632,148.114,16.177,411.876,391.282,6.609,1.053,99.99,0.001,47.639,2.762,4.756,34.791
4714,4695.744,148.138,16.229,522.226,496.115,6.481,1.642,67.88,0.001,48.645,2.765,5.074,34.349
4714.125,4695.854,148.162,16.281,548.637,521.205,6.955,2.086,48.704,0.002,49.679,2.77,5.769,35.972
4714.25,4695.966,148.187,16.333,500.68,475.646,7.774,1.91,57.339,0.002,49.679,2.771,6.047,38.732
4714.375,4696.077,148.211,16.385,323.203,307.043,11.22,1.874,74.995,0.002,51.357,2.77,6.407,49.765
4714.5,4696.188,148.235,16.437,164.801,156.561,17.105,1.282,99.99,0.001,52.851,2.762,6.701,66.767
4714.625,4696.299,148.259,16.489,119.688,113.704,20.313,1.163,99.99,0.001,54.029,2.755,6.995,75.22
4714.75,4696.41,148.283,16.541,80.744,76.706,25.077,0.01,99.99,0,54.559,2.736,7.729,86.88
4714.875,4696.521,148.307,16.593,76.453,72.63,25.972,0.01,99.99,0,54.559,2.724,7.895,88.964
4715,4696.632,148.331,16.645,85.524,81.248,24.706,0.429,99.99,0,54.589,2.705,7.615,86.007
4715.125,4696.743,148.355,16.697,109.73,104.243,21.295,1.017,99.99,0.001,54.135,2.697,7.173,77.705
4715.25,4696.854,148.379,16.749,123.579,117.401,19.724,1.155,99.99,0.001,53.5,2.698,7.112,73.706
4715.375,4696.965,148.403,16.801,144.459,137.236,18.112,1.295,99.99,0.001,53.024,2.709,7.414,69.478
4715.5,4697.077,148.427,16.853,146.357,139.039,18.527,1.239,99.99,0.001,53.099,2.72,7.977,70.578
4715.625,4697.188,148.451,16.905,140.056,133.053,19.025,1.115,99.99,0.001,53.099,2.721,8.136,71.887
4715.75,4697.299,148.475,16.958,120.309,114.294,20.082,0.976,99.99,0.001,53.33,2.714,7.951,74.628
4715.875,4697.41,148.499,17.01,100.928,95.881,21.685,0.923,99.99,0.001,53.949,2.704,7.516,78.679
4716,4697.521,148.523,17.062,93.12,88.464,22.695,0.835,99.99,0.001,54.355,2.701,7.423,81.172
4716.125,4697.632,148.547,17.114,81.892,77.798,24.324,0.58,99.99,0,54.951,2.696,7.465,85.102
4716.25,4697.743,148.571,17.166,78.84,74.898,24.722,0.451,99.99,0,54.951,2.692,7.474,86.044
4716.375,4697.854,148.595,17.218,78.772,74.833,24.648,0.34,99.99,0,55.009,2.677,7.289,85.869
4716.5,4697.965,148.618,17.27,86.114,81.808,23.777,0.459,99.99,0,55.268,2.652,6.952,83.794
4716.625,4698.076,148.642,17.323,91.922,87.326,23.192,0.662,99.99,0,55.553,2.64,6.804,82.383
4716.75,4698.187,148.666,17.375,104.251,99.039,22.159,0.441,99.99,0,54.68,2.626,6.599,79.855
4716.875,4698.298,148.69,17.427,110.109,104.603,21.813,0.011,99.99,0,53.653,2.635,6.466,78.999
4717,4698.409,148.714,17.479,109.782,104.293,21.811,0.011,99.99,0,53.653,2.649,6.443,78.993
4717.125,4698.52,148.738,17.531,108.832,103.39,21.502,0.01,99.99,0,52.631,2.692,6.579,78.224
4717.25,4698.631,148.761,17.584,117.144,111.286,20.245,0.01,99.99,0,51.724,2.737,6.832,75.046
4717.375,4698.742,148.785,17.636,127.647,121.264,19.109,0.01,99.99,0,50.777,2.752,6.889,72.107
4717.5,4698.854,148.809,17.688,173.378,164.709,15.831,0.01,99.99,0,49.78,2.755,6.79,63.262
4717.625,4698.964,148.833,17.74,266.115,252.809,12.251,0.876,99.99,0.001,49.78,2.735,6.55,52.9
4717.75,4699.076,148.856,17.793,324.818,308.577,10.971,0.685,99.99,0,48.896,2.724,6.386,48.996
4717.875,4699.187,148.88,17.845,434.2,412.49,10.345,0.649,99.99,0,48.571,2.71,5.863,47.045
4718,4699.297,148.904,17.897,476.685,452.851,11.04,0.655,99.99,0,48.919,2.708,5.523,49.21
4718.125,4699.409,148.927,17.95,541.806,514.716,13.866,0.011,99.99,0,49.611,2.707,4.926,57.672
4718.25,4699.52,148.951,18.002,571.753,543.166,17.042,0.01,99.99,0,50.454,2.705,4.673,66.596
4718.375,4699.631,148.975,18.054,561.628,533.547,18.213,0.01,99.99,0,50.454,2.703,4.656,69.745
4718.5,4699.742,148.998,18.106,489.756,465.268,19.598,0.01,99.99,0,51.194,2.694,4.713,73.38
4718.625,4699.853,149.022,18.159,402.105,381.999,20.613,0.01,99.99,0,51.642,2.684,4.879,75.982
4718.75,4699.964,149.046,18.211,373.336,354.67,20.621,0.01,99.99,0,51.633,2.681,5.015,76.003
4718.875,4700.075,149.069,18.264,352.443,334.821,19.662,0.01,99.99,0,51.128,2.684,5.278,73.545
4719,4700.186,149.093,18.316,353.886,336.192,17.955,0.01,99.99,0,51.128,2.692,5.324,69.058
4719.125,4700.297,149.116,18.368,349.754,332.266,17.264,0.01,99.99,0,50.857,2.694,5.28,67.2
4719.25,4700.408,149.14,18.421,309.638,294.156,16.853,0.01,99.99,0,50.736,2.689,5.241,66.082
4719.375,4700.519,149.163,18.473,232.865,221.222,18.151,0.01,99.99,0,51.151,2.677,5.34,69.58
4719.5,4700.63,149.187,18.526,193.347,183.679,19.554,0.01,99.99,0,51.677,2.671,5.43,73.267
4719.625,4700.741,149.21,18.578,136.336,129.519,23.312,0.01,99.99,0,52.491,2.664,5.743,82.673
4719.75,4700.852,149.234,18.63,122.061,115.958,25.053,0.01,99.99,0,52.491,2.666,5.993,86.824
4719.875,4700.963,149.257,18.683,119.866,113.873,26.188,0.01,99.99,0,52.692,2.682,6.615,89.462
4720,4701.074,149.281,18.735,156.049,148.246,23.228,0.01,99.99,0,52.328,2.709,7.139,82.47
4720.125,4701.185,149.304,18.788,197.054,187.201,20.874,0.01,99.99,0,51.374,2.722,7.253,76.645
4720.25,4701.296,149.328,18.84,337.507,320.632,16.613,0.011,99.99,0,50.381,2.734,7.053,65.424
4720.375,4701.407,149.351,18.893,491.261,466.698,15.185,0.011,99.99,0,49.737,2.727,6.417,61.45
4720.5,4701.518,149.375,18.945,532.617,505.986,15.892,0.011,99.99,0,49.737,2.721,6.095,63.431
4720.625,4701.629,149.398,18.998,514.164,488.456,19.593,0.01,99.99,0,49.832,2.712,5.771,73.366
4720.75,4701.74,149.421,19.05,434.715,412.98,22.683,0.01,99.99,0,50.043,2.717,5.957,81.143
4720.875,4701.851,149.445,19.103,408.641,388.209,22.347,0.01,99.99,0,49.843,2.723,6.155,80.318
4721,4701.962,149.468,19.155,426.059,404.756,17.687,0.01,99.99,0,49.348,2.733,6.47,68.339
4721.125,4702.073,149.492,19.208,486.633,462.301,14.612,0.011,99.99,0,49.348,2.735,6.475,59.82
4721.25,4702.184,149.515,19.261,730.721,694.185,10.053,0.617,99.99,0,48.44,2.733,6.066,46.126
4721.375,4702.295,149.538,19.313,998.615,948.684,8.745,0.522,99.99,0,47.752,2.73,5.369,41.932
4721.5,4702.406,149.561,19.366,1057.51,1004.634,8.974,0.014,99.99,0,47.002,2.73,5.091,42.674
4721.625,4702.517,149.585,19.418,954.294,906.579,10.133,0.012,99.99,0,47.138,2.731,4.882,46.379
4721.75,4702.628,149.608,19.471,684.396,650.176,11.696,0.011,99.99,0,47.749,2.73,5.017,51.219
4721.875,4702.739,149.631,19.523,555.709,527.924,12.713,0.011,99.99,0,47.749,2.719,5.12,54.281
4722,4702.85,149.654,19.576,368.587,350.158,15.617,0.01,99.99,0,48.821,2.693,5.33,62.663
4722.125,4702.96,149.678,19.629,260.775,247.736,19.811,0.01,99.99,0,49.934,2.656,5.541,73.929
4722.25,4703.072,149.701,19.681,224.708,213.472,22.299,0.01,99.99,0,50.804,2.639,5.633,80.201
4722.375,4703.183,149.724,19.734,170.402,161.882,27.51,0.01,99.99,0,51.669,2.615,5.79,92.473
4722.5,4703.293,149.747,19.787,137.637,130.755,31.104,0.01,99.99,0,51.669,2.611,5.968,100.338
4722.625,4703.404,149.77,19.839,130.372,123.854,31.428,0.01,99.99,0,52.259,2.617,6.068,101.026
4722.75,4703.516,149.794,19.892,132.477,125.853,28.847,0.01,99.99,0,52.677,2.636,6.228,95.451
4722.875,4703.626,149.817,19.945,141.902,134.807,26.59,0.01,99.99,0,52.608,2.647,6.264,90.385
4723,4703.737,149.84,19.998,183.761,174.572,22.582,0.01,99.99,0,52.113,2.667,6.211,80.897
4723.125,4703.848,149.863,20.05,261.658,248.575,20.252,0.01,99.99,0,51.248,2.678,5.95,75.062
4723.25,4703.959,149.886,20.103,310.109,294.603,19.202,0.01,99.99,0,51.248,2.68,5.753,72.351
4723.375,4704.07,149.909,20.156,407.8,387.41,16.447,0.011,99.99,0,50.395,2.681,5.355,64.969
4723.5,4704.181,149.932,20.208,482.357,458.239,13.782,0.049,99.99,0,49.764,2.684,5.192,57.426
4723.625,4704.292,149.955,20.261,501.394,476.324,13.182,0.336,99.99,0,49.73,2.686,5.27,55.671
4723.75,4704.403,149.978,20.314,486.302,461.987,14.115,0.529,99.99,0,50.081,2.692,5.799,58.391
4723.875,4704.514,150.001,20.367,413.166,392.508,16.76,0.011,99.99,0,50.081,2.695,6.67,65.827
4724,4704.625,150.024,20.42,373.357,354.69,17.879,0.011,99.99,0,50.638,2.695,7.091,68.856
4724.125,4704.736,150.047,20.472,322.04,305.938,17.762,0.292,99.99,0,51.269,2.696,7.612,68.541
4724.25,4704.847,150.07,20.525,309.895,294.4,16.409,0.947,99.99,0.001,51.635,2.697,7.68,64.863
4724.375,4704.958,150.093,20.578,285.471,271.197,13.721,1.912,78.39,0.002,51.979,2.704,7.581,57.249
4724.5,4705.069,150.116,20.631,239.202,227.242,15.792,1.53,99.99,0.001,52.376,2.713,7.538,63.154
4724.625,4705.18,150.139,20.684,210.889,200.345,19.455,0.538,99.99,0,52.376,2.715,7.667,73.01
4724.75,4705.291,150.162,20.737,158.867,150.924,30.001,0.01,99.99,0,52.843,2.714,8.265,97.972
4724.875,4705.401,150.185,20.789,123.95,117.752,38.508,0.01,99.99,0,53.605,2.7,8.901,115.246
4725,4705.512,150.208,20.842,114.653,108.921,40.283,0.01,99.99,0,54.227,2.69,9.021,118.59
4725.125,4705.624,150.231,20.895,113.701,108.016,39.077,0.01,99.99,0,54.423,2.662,8.703,116.327
4725.25,4705.734,150.254,20.948,134.544,127.817,33.738,0.01,99.99,0,54.146,2.631,7.662,105.829
4725.375,4705.845,150.277,21.001,152.975,145.326,30.575,0.01,99.99,0,54.146,2.616,6.87,99.208
4725.5,4705.956,150.299,21.054,204.394,194.174,25.396,0.01,99.99,0,53.836,2.59,5.054,87.625
4725.625,4706.067,150.322,21.107,262.485,249.36,22.53,0.01,99.99,0,53.668,2.572,3.738,80.77
4725.75,4706.178,150.345,21.16,286.706,272.37,21.518,0.01,99.99,0,53.716,2.567,3.448,78.264
4725.875,4706.289,150.368,21.213,317.6,301.72,19.57,0.01,99.99,0,53.725,2.568,3.461,73.307
4726,4706.4,150.391,21.266,326.619,310.288,18.698,0.011,99.99,0,53.725,2.573,3.641,71.029
4726.125,4706.511,150.414,21.318,347.05,329.697,17.337,0.012,99.99,0,53.557,2.592,4.212,67.397
4726.25,4706.622,150.437,21.371,392.636,373.004,15.722,0.851,99.99,0.001,52.978,2.626,5.109,62.956
4726.375,4706.732,150.46,21.424,431.472,409.898,14.468,1.285,99.99,0.001,51.997,2.65,5.612,59.408
4726.5,4706.843,150.482,21.477,548.353,520.936,11.202,1.858,56.459,0.002,50.891,2.708,6.329,49.708
4726.625,4706.954,150.505,21.53,704.939,527.468,8.184,1.662,56.525,0.001,49.229,2.762,6.493,40.091
4726.75,4707.065,150.528,21.583,783.162,582.423,7.114,1.896,45.074,0.002,49.229,2.781,6.502,36.514
4726.875,4707.176,150.551,21.636,902.575,674.315,6.008,1.672,48.865,0.001,48.225,2.794,6.586,32.714
4727,4707.287,150.574,21.689,946.462,718.373,6.413,1.281,66.815,0.001,47.692,2.777,6.507,34.115
4727.125,4707.398,150.597,21.742,940.28,720.363,7.139,1.206,72.419,0.001,47.922,2.76,6.302,36.598
4727.25,4707.509,150.62,21.795,883.763,692.593,10.283,0.474,99.99,0,48.351,2.72,5.707,46.852
4727.375,4707.62,150.643,21.848,838.778,667.081,11.087,0.209,99.99,0,48.351,2.7,5.467,49.355
4727.5,4707.73,150.665,21.901,733.345,604.86,11.401,0.741,99.99,0,49.131,2.662,5.386,50.319
4727.625,4707.841,150.688,21.954,636.72,546.215,9.984,1.759,55.678,0.002,49.744,2.632,5.731,45.909
4727.75,4707.952,150.711,22.007,599.731,524.125,-9999,-9999,-9999,-9999,50.501,2.62,5.891,43.114
4727.875,4708.063,150.734,22.06,551.79,496.4,-9999,-9999,-9999,-9999,51.182,2.608,5.928,39.772
