Well name,"MD
(m)","Incl
(°)","Azim Grid
(°)","TVD
(m)"
SY116,437.875,3.161,97.885,437.709
SY116,438,3.162,97.873,437.834
SY116,438.125,3.163,97.858,437.959
SY116,438.25,3.163,97.852,438.084
SY116,438.375,3.163,97.842,438.208
SY116,438.5,3.164,97.848,438.333
SY116,438.625,3.164,97.852,438.458
SY116,438.75,3.165,97.854,438.583
SY116,438.875,3.166,97.849,438.708
SY116,439,3.166,97.845,438.832
SY116,439.125,3.167,97.83,438.957
SY116,439.25,3.166,97.825,439.082
SY116,439.375,3.166,97.81,439.207
SY116,439.5,3.167,97.795,439.332
SY116,439.625,3.167,97.784,439.456
SY116,439.75,3.168,97.771,439.581
SY116,439.875,3.167,97.746,439.706
SY116,440,3.168,97.732,439.831
SY116,440.125,3.168,97.712,439.956
SY116,440.25,3.169,97.7,440.08
SY116,440.375,3.169,97.692,440.205
SY116,440.5,3.167,97.687,440.33
SY116,440.625,3.167,97.705,440.455
SY116,440.75,3.166,97.722,440.58
SY116,440.875,3.166,97.726,440.705
SY116,441,3.165,97.708,440.829
SY116,441.125,3.166,97.672,440.954
SY116,441.25,3.165,97.645,441.079
SY116,441.375,3.165,97.641,441.204
SY116,441.5,3.164,97.632,441.329
SY116,441.625,3.164,97.615,441.453
SY116,441.75,3.165,97.611,441.578
SY116,441.875,3.164,97.599,441.703
SY116,442,3.164,97.585,441.828
SY116,442.125,3.164,97.58,441.953
SY116,442.25,3.163,97.568,442.077
SY116,442.375,3.163,97.566,442.202
SY116,442.5,3.162,97.57,442.327
SY116,442.625,3.162,97.572,442.452
SY116,442.75,3.162,97.579,442.577
SY116,442.875,3.161,97.577,442.701
SY116,443,3.161,97.562,442.826
SY116,443.125,3.16,97.56,442.951
SY116,443.25,3.16,97.551,443.076
SY116,443.375,3.16,97.553,443.201
SY116,443.5,3.16,97.555,443.326
SY116,443.625,3.159,97.555,443.45
SY116,443.75,3.158,97.559,443.575
SY116,443.875,3.157,97.563,443.7
SY116,444,3.156,97.588,443.825
SY116,444.125,3.156,97.597,443.95
SY116,444.25,3.157,97.608,444.074
SY116,444.375,3.157,97.603,444.199
SY116,444.5,3.157,97.601,444.324
SY116,444.625,3.156,97.608,444.449
SY116,444.75,3.155,97.611,444.574
SY116,444.875,3.155,97.601,444.698
SY116,445,3.155,97.587,444.823
SY116,445.125,3.154,97.566,444.948
SY116,445.25,3.154,97.565,445.073
SY116,445.375,3.153,97.581,445.198
SY116,445.5,3.151,97.589,445.322
SY116,445.625,3.151,97.59,445.447
SY116,445.75,3.15,97.583,445.572
SY116,445.875,3.15,97.577,445.697
SY116,446,3.15,97.573,445.822
SY116,446.125,3.149,97.571,445.947
SY116,446.25,3.149,97.568,446.071
SY116,446.375,3.148,97.549,446.196
SY116,446.5,3.148,97.531,446.321
SY116,446.625,3.148,97.522,446.446
SY116,446.75,3.148,97.503,446.571
SY116,446.875,3.147,97.5,446.695
SY116,447,3.148,97.495,446.82
SY116,447.125,3.147,97.498,446.945
SY116,447.25,3.146,97.495,447.07
SY116,447.375,3.146,97.482,447.195
SY116,447.5,3.146,97.472,447.319
SY116,447.625,3.146,97.467,447.444
SY116,447.75,3.147,97.432,447.569
SY116,447.875,3.147,97.413,447.694
SY116,448,3.147,97.417,447.819
SY116,448.125,3.148,97.435,447.944
SY116,448.25,3.149,97.455,448.068
SY116,448.375,3.149,97.458,448.193
SY116,448.5,3.15,97.454,448.318
SY116,448.625,3.151,97.459,448.443
SY116,448.75,3.151,97.458,448.568
SY116,448.875,3.152,97.45,448.692
SY116,449,3.152,97.444,448.817
SY116,449.125,3.153,97.428,448.942
SY116,449.25,3.154,97.421,449.067
SY116,449.375,3.154,97.419,449.192
SY116,449.5,3.155,97.408,449.316
SY116,449.625,3.157,97.396,449.441
SY116,449.75,3.158,97.388,449.566
SY116,449.875,3.159,97.388,449.691
SY116,450,3.16,97.394,449.816
SY116,450.125,3.161,97.397,449.94
SY116,450.25,3.162,97.392,450.065
SY116,450.375,3.163,97.387,450.19
SY116,450.5,3.164,97.36,450.315
SY116,450.625,3.164,97.347,450.44
SY116,450.75,3.165,97.34,450.565
SY116,450.875,3.165,97.324,450.689
SY116,451,3.166,97.308,450.814
SY116,451.125,3.167,97.303,450.939
SY116,451.25,3.169,97.304,451.064
SY116,451.375,3.17,97.302,451.189
SY116,451.5,3.171,97.3,451.313
SY116,451.625,3.173,97.288,451.438
SY116,451.75,3.175,97.266,451.563
SY116,451.875,3.176,97.261,451.688
SY116,452,3.178,97.263,451.813
SY116,452.125,3.178,97.259,451.937
SY116,452.25,3.179,97.255,452.062
SY116,452.375,3.18,97.246,452.187
SY116,452.5,3.18,97.246,452.312
SY116,452.625,3.182,97.235,452.437
SY116,452.75,3.183,97.204,452.561
SY116,452.875,3.183,97.196,452.686
SY116,453,3.184,97.181,452.811
SY116,453.125,3.185,97.185,452.936
SY116,453.25,3.185,97.175,453.061
SY116,453.375,3.186,97.161,453.186
SY116,453.5,3.187,97.155,453.31
SY116,453.625,3.188,97.15,453.435
SY116,453.75,3.19,97.158,453.56
SY116,453.875,3.191,97.159,453.685
SY116,454,3.192,97.164,453.81
SY116,454.125,3.194,97.153,453.934
SY116,454.25,3.195,97.146,454.059
SY116,454.375,3.196,97.141,454.184
SY116,454.5,3.199,97.123,454.309
SY116,454.625,3.199,97.114,454.434
SY116,454.75,3.201,97.1,454.558
SY116,454.875,3.203,97.101,454.683
SY116,455,3.204,97.094,454.808
SY116,455.125,3.206,97.089,454.933
SY116,455.25,3.207,97.1,455.058
SY116,455.375,3.209,97.116,455.182
SY116,455.5,3.211,97.12,455.307
SY116,455.625,3.212,97.119,455.432
SY116,455.75,3.213,97.124,455.557
SY116,455.875,3.215,97.133,455.682
SY116,456,3.216,97.128,455.806
SY116,456.125,3.218,97.123,455.931
SY116,456.25,3.218,97.118,456.056
SY116,456.375,3.219,97.12,456.181
SY116,456.5,3.222,97.135,456.306
SY116,456.625,3.225,97.134,456.43
SY116,456.75,3.225,97.133,456.555
SY116,456.875,3.226,97.138,456.68
SY116,457,3.227,97.147,456.805
SY116,457.125,3.228,97.158,456.93
SY116,457.25,3.23,97.153,457.054
SY116,457.375,3.231,97.151,457.179
SY116,457.5,3.232,97.145,457.304
SY116,457.625,3.233,97.148,457.429
SY116,457.75,3.234,97.139,457.554
SY116,457.875,3.236,97.119,457.678
SY116,458,3.237,97.101,457.803
SY116,458.125,3.238,97.092,457.928
SY116,458.25,3.24,97.084,458.053
SY116,458.375,3.241,97.082,458.178
SY116,458.5,3.242,97.079,458.302
SY116,458.625,3.244,97.082,458.427
SY116,458.75,3.245,97.081,458.552
SY116,458.875,3.247,97.072,458.677
SY116,459,3.249,97.061,458.802
SY116,459.125,3.25,97.055,458.926
SY116,459.25,3.252,97.031,459.051
SY116,459.375,3.255,97.018,459.176
SY116,459.5,3.256,97.015,459.301
SY116,459.625,3.256,97.022,459.426
SY116,459.75,3.257,97.029,459.55
SY116,459.875,3.258,97.031,459.675
SY116,460,3.26,97.029,459.8
SY116,460.125,3.262,97.03,459.925
SY116,460.25,3.263,97.036,460.05
SY116,460.375,3.265,97.052,460.174
SY116,460.5,3.266,97.065,460.299
SY116,460.625,3.269,97.068,460.424
SY116,460.75,3.271,97.067,460.549
SY116,460.875,3.271,97.068,460.674
SY116,461,3.273,97.077,460.798
SY116,461.125,3.275,97.08,460.923
SY116,461.25,3.275,97.087,461.048
SY116,461.375,3.278,97.095,461.173
SY116,461.5,3.279,97.096,461.298
SY116,461.625,3.28,97.102,461.422
SY116,461.75,3.282,97.109,461.547
SY116,461.875,3.283,97.112,461.672
SY116,462,3.285,97.112,461.797
SY116,462.125,3.287,97.105,461.922
SY116,462.25,3.288,97.105,462.046
SY116,462.375,3.289,97.114,462.171
SY116,462.5,3.29,97.104,462.296
SY116,462.625,3.291,97.1,462.421
SY116,462.75,3.293,97.104,462.546
SY116,462.875,3.294,97.104,462.67
SY116,463,3.294,97.115,462.795
SY116,463.125,3.295,97.137,462.92
SY116,463.25,3.296,97.136,463.045
SY116,463.375,3.297,97.126,463.169
SY116,463.5,3.298,97.114,463.294
SY116,463.625,3.299,97.106,463.419
SY116,463.75,3.3,97.109,463.544
SY116,463.875,3.301,97.105,463.669
SY116,464,3.302,97.101,463.793
SY116,464.125,3.303,97.105,463.918
SY116,464.25,3.305,97.111,464.043
SY116,464.375,3.305,97.119,464.168
SY116,464.5,3.307,97.127,464.293
SY116,464.625,3.308,97.127,464.417
SY116,464.75,3.309,97.124,464.542
SY116,464.875,3.31,97.131,464.667
SY116,465,3.31,97.139,464.792
SY116,465.125,3.311,97.149,464.917
SY116,465.25,3.312,97.143,465.041
SY116,465.375,3.312,97.143,465.166
SY116,465.5,3.312,97.14,465.291
SY116,465.625,3.313,97.149,465.416
SY116,465.75,3.313,97.162,465.541
SY116,465.875,3.315,97.189,465.665
SY116,466,3.316,97.202,465.79
SY116,466.125,3.316,97.209,465.915
SY116,466.25,3.318,97.233,466.04
SY116,466.375,3.319,97.251,466.164
SY116,466.5,3.32,97.265,466.289
SY116,466.625,3.32,97.282,466.414
SY116,466.75,3.32,97.29,466.539
SY116,466.875,3.32,97.296,466.664
SY116,467,3.321,97.309,466.788
SY116,467.125,3.321,97.305,466.913
SY116,467.25,3.321,97.287,467.038
SY116,467.375,3.321,97.274,467.163
SY116,467.5,3.322,97.275,467.288
SY116,467.625,3.322,97.281,467.412
SY116,467.75,3.323,97.278,467.537
SY116,467.875,3.323,97.277,467.662
SY116,468,3.324,97.284,467.787
SY116,468.125,3.324,97.285,467.912
SY116,468.25,3.325,97.295,468.036
SY116,468.375,3.326,97.304,468.161
SY116,468.5,3.327,97.306,468.286
SY116,468.625,3.328,97.327,468.411
SY116,468.75,3.329,97.34,468.536
SY116,468.875,3.329,97.348,468.66
SY116,469,3.33,97.343,468.785
SY116,469.125,3.33,97.346,468.91
SY116,469.25,3.33,97.347,469.035
SY116,469.375,3.331,97.363,469.159
SY116,469.5,3.331,97.372,469.284
SY116,469.625,3.331,97.379,469.409
SY116,469.75,3.331,97.386,469.534
SY116,469.875,3.331,97.394,469.659
SY116,470,3.332,97.41,469.783
SY116,470.125,3.332,97.392,469.908
SY116,470.25,3.331,97.372,470.033
SY116,470.375,3.331,97.347,470.158
SY116,470.5,3.33,97.297,470.283
SY116,470.625,3.33,97.263,470.407
SY116,470.75,3.33,97.184,470.532
SY116,470.875,3.33,97.113,470.657
SY116,471,3.33,97.076,470.782
SY116,471.125,3.33,96.998,470.906
SY116,471.25,3.33,96.958,471.031
SY116,471.375,3.33,96.889,471.156
SY116,471.5,3.331,96.821,471.281
SY116,471.625,3.331,96.787,471.406
SY116,471.75,3.331,96.71,471.53
SY116,471.875,3.33,96.636,471.655
SY116,472,3.33,96.604,471.78
SY116,472.125,3.33,96.546,471.905
SY116,472.25,3.33,96.484,472.03
SY116,472.375,3.33,96.447,472.154
SY116,472.5,3.33,96.374,472.279
SY116,472.625,3.329,96.335,472.404
SY116,472.75,3.329,96.267,472.529
SY116,472.875,3.329,96.199,472.654
SY116,473,3.329,96.16,472.778
SY116,473.125,3.329,96.103,472.903
SY116,473.25,3.328,96.052,473.028
SY116,473.375,3.328,96.022,473.153
SY116,473.5,3.328,95.96,473.277
SY116,473.625,3.328,95.885,473.402
SY116,473.75,3.328,95.848,473.527
SY116,473.875,3.328,95.777,473.652
SY116,474,3.328,95.711,473.777
SY116,474.125,3.328,95.678,473.901
SY116,474.25,3.328,95.611,474.026
SY116,474.375,3.329,95.575,474.151
SY116,474.5,3.329,95.5,474.276
SY116,474.625,3.328,95.428,474.401
SY116,474.75,3.327,95.391,474.525
SY116,474.875,3.326,95.32,474.65
SY116,475,3.326,95.252,474.775
SY116,475.125,3.329,97.797,474.9
SY116,475.25,3.332,97.978,475.025
SY116,475.375,3.331,96.683,475.149
SY116,475.5,3.337,96.599,475.274
SY116,475.625,3.304,96.905,475.399
SY116,475.75,3.304,96.595,475.524
SY116,475.875,3.311,97.086,475.648
SY116,476,3.312,97.343,475.773
SY116,476.125,3.359,97.73,475.898
SY116,476.25,3.293,97.472,476.023
SY116,476.375,3.324,97.182,476.148
SY116,476.5,3.275,97.771,476.272
SY116,476.625,3.318,98.031,476.397
SY116,476.75,3.318,97.537,476.522
SY116,476.875,3.319,96.937,476.647
SY116,477,3.274,97.421,476.772
SY116,477.125,3.329,97.558,476.896
SY116,477.25,3.287,97.565,477.021
SY116,477.375,3.333,97.58,477.146
SY116,477.5,3.337,97.588,477.271
SY116,477.625,3.288,97.603,477.396
SY116,477.75,3.245,97.618,477.52
SY116,477.875,3.251,97.625,477.645
SY116,478,3.254,97.64,477.77
SY116,478.125,3.261,97.655,477.895
SY116,478.25,3.275,97.663,478.02
SY116,478.375,3.292,97.678,478.144
SY116,478.5,3.293,97.693,478.269
SY116,478.625,3.293,97.7,478.394
SY116,478.75,3.293,97.715,478.519
SY116,478.875,3.293,97.723,478.644
SY116,479,3.293,97.738,478.768
SY116,479.125,3.293,97.753,478.893
SY116,479.25,3.293,97.76,479.018
SY116,479.375,3.293,97.775,479.143
SY116,479.5,3.293,97.79,479.267
SY116,479.625,3.293,97.798,479.392
SY116,479.75,3.293,97.813,479.517
SY116,479.875,3.293,97.828,479.642
SY116,480,3.327,97.835,479.767
SY116,480.125,3.328,97.85,479.891
SY116,480.25,3.329,97.865,480.016
SY116,480.375,3.329,97.873,480.141
SY116,480.5,3.33,97.888,480.266
SY116,480.625,3.331,97.901,480.391
SY116,480.75,3.331,97.929,480.515
SY116,480.875,3.332,97.957,480.64
SY116,481,3.333,97.973,480.765
SY116,481.125,3.333,97.996,480.89
SY116,481.25,3.334,98.022,481.015
SY116,481.375,3.335,98.039,481.139
SY116,481.5,3.335,98.07,481.264
SY116,481.625,3.336,98.103,481.389
SY116,481.75,3.336,98.116,481.514
SY116,481.875,3.336,98.149,481.638
SY116,482,3.337,98.174,481.763
SY116,482.125,3.338,98.186,481.888
SY116,482.25,3.338,98.213,482.013
SY116,482.375,3.338,98.222,482.138
SY116,482.5,3.339,98.243,482.262
SY116,482.625,3.339,98.257,482.387
SY116,482.75,3.34,98.262,482.512
SY116,482.875,3.34,98.269,482.637
SY116,483,3.341,98.283,482.762
SY116,483.125,3.342,98.294,482.886
SY116,483.25,3.343,98.313,483.011
SY116,483.375,3.344,98.325,483.136
SY116,483.5,3.344,98.332,483.261
SY116,483.625,3.345,98.343,483.386
SY116,483.75,3.346,98.346,483.51
SY116,483.875,3.347,98.353,483.635
SY116,484,3.348,98.361,483.76
SY116,484.125,3.348,98.37,483.885
SY116,484.25,3.349,98.385,484.009
SY116,484.375,3.351,98.398,484.134
SY116,484.5,3.351,98.406,484.259
SY116,484.625,3.353,98.412,484.384
SY116,484.75,3.354,98.418,484.509
SY116,484.875,3.355,98.422,484.633
SY116,485,3.356,98.432,484.758
SY116,485.125,3.357,98.438,484.883
SY116,485.25,3.358,98.441,485.008
SY116,485.375,3.36,98.447,485.133
SY116,485.5,3.36,98.451,485.257
SY116,485.625,3.361,98.46,485.382
SY116,485.75,3.363,98.463,485.507
SY116,485.875,3.364,98.465,485.632
SY116,486,3.366,98.471,485.756
SY116,486.125,3.368,98.481,485.881
SY116,486.25,3.369,98.486,486.006
SY116,486.375,3.371,98.497,486.131
SY116,486.5,3.373,98.502,486.256
SY116,486.625,3.374,98.507,486.38
SY116,486.75,3.377,98.526,486.505
SY116,486.875,3.378,98.531,486.63
SY116,487,3.38,98.543,486.755
SY116,487.125,3.382,98.547,486.879
SY116,487.25,3.383,98.548,487.004
SY116,487.375,3.385,98.554,487.129
SY116,487.5,3.387,98.566,487.254
SY116,487.625,3.388,98.571,487.379
SY116,487.75,3.39,98.581,487.503
SY116,487.875,3.391,98.595,487.628
SY116,488,3.392,98.603,487.753
SY116,488.125,3.394,98.609,487.878
SY116,488.25,3.396,98.616,488.003
SY116,488.375,3.397,98.621,488.127
SY116,488.5,3.399,98.629,488.252
SY116,488.625,3.399,98.632,488.377
SY116,488.75,3.401,98.638,488.502
SY116,488.875,3.403,98.649,488.626
SY116,489,3.404,98.65,488.751
SY116,489.125,3.405,98.649,488.876
SY116,489.25,3.408,98.647,489.001
SY116,489.375,3.408,98.647,489.126
SY116,489.5,3.41,98.645,489.25
SY116,489.625,3.412,99.36,489.375
SY116,489.75,3.412,99.345,489.5
SY116,489.875,3.414,99.315,489.625
SY116,490,3.414,99.3,489.749
SY116,490.125,3.327,99.27,489.874
SY116,490.25,3.329,99.241,489.999
SY116,490.375,3.329,99.226,490.124
SY116,490.5,3.331,99.196,490.249
SY116,490.625,3.332,99.166,490.373
SY116,490.75,3.333,99.151,490.498
SY116,490.875,3.335,99.121,490.623
SY116,491,3.336,99.091,490.748
SY116,491.125,3.337,99.076,490.873
SY116,491.25,3.338,99.047,490.997
SY116,491.375,3.34,99.017,491.122
SY116,491.5,3.341,99.002,491.247
SY116,491.625,3.343,98.972,491.372
SY116,491.75,3.343,98.957,491.496
SY116,491.875,3.345,98.927,491.621
SY116,492,3.346,98.897,491.746
SY116,492.125,3.347,98.882,491.871
SY116,492.25,3.349,98.853,491.996
SY116,492.375,3.351,98.823,492.12
SY116,492.5,3.351,98.808,492.245
SY116,492.625,3.353,98.778,492.37
SY116,492.75,3.355,98.748,492.495
SY116,492.875,3.356,98.733,492.62
SY116,493,3.358,98.703,492.744
SY116,493.125,3.359,98.674,492.869
SY116,493.25,3.36,98.659,492.994
SY116,493.375,3.362,98.629,493.119
SY116,493.5,3.363,98.614,493.243
SY116,493.625,3.365,98.584,493.368
SY116,493.75,3.367,98.554,493.493
SY116,493.875,3.368,98.539,493.618
SY116,494,3.37,98.509,493.743
SY116,494.125,3.372,98.48,493.867
SY116,494.25,3.373,98.465,493.992
SY116,494.375,3.375,98.435,494.117
SY116,494.5,3.377,98.405,494.242
SY116,494.625,3.378,98.39,494.367
SY116,494.75,3.38,98.36,494.491
SY116,494.875,3.381,98.345,494.616
SY116,495,3.383,98.315,494.741
SY116,495.125,3.385,98.286,494.866
SY116,495.25,3.386,98.271,494.99
SY116,495.375,3.389,98.241,495.115
SY116,495.5,3.391,98.211,495.24
SY116,495.625,3.392,98.196,495.365
SY116,495.75,3.394,98.166,495.49
SY116,495.875,3.396,98.136,495.614
SY116,496,3.397,98.121,495.739
SY116,496.125,3.4,98.092,495.864
SY116,496.25,3.402,98.062,495.989
SY116,496.375,3.403,98.047,496.113
SY116,496.5,3.405,98.017,496.238
SY116,496.625,3.407,98.002,496.363
SY116,496.75,3.409,97.972,496.488
SY116,496.875,3.411,97.942,496.613
SY116,497,3.412,97.927,496.737
SY116,497.125,3.415,97.898,496.862
SY116,497.25,3.417,97.868,496.987
SY116,497.375,3.418,97.853,497.112
SY116,497.5,3.421,97.823,497.236
SY116,497.625,3.423,97.793,497.361
SY116,497.75,3.424,97.778,497.486
SY116,497.875,3.427,97.748,497.611
SY116,498,3.428,97.733,497.736
SY116,498.125,3.43,97.704,497.86
SY116,498.25,3.433,97.674,497.985
SY116,498.375,3.434,97.659,498.11
SY116,498.5,3.436,97.629,498.235
SY116,498.625,3.439,97.599,498.359
SY116,498.75,3.44,97.584,498.484
SY116,498.875,3.442,97.554,498.609
SY116,499,3.445,97.525,498.734
SY116,499.125,3.446,97.51,498.859
SY116,499.25,3.449,97.48,498.983
SY116,499.375,3.452,97.45,499.108
SY116,499.5,3.453,97.435,499.233
SY116,499.625,3.456,97.405,499.358
SY116,499.75,3.457,97.39,499.482
SY116,499.875,3.46,97.36,499.607
SY116,500,3.462,97.331,499.732
SY116,500.125,3.464,97.316,499.857
SY116,500.25,3.466,97.286,499.982
SY116,500.375,3.469,97.256,500.106
SY116,500.5,3.47,97.241,500.231
SY116,500.625,3.473,97.211,500.356
SY116,500.75,3.476,97.181,500.481
SY116,500.875,3.477,97.166,500.605
SY116,501,3.48,97.137,500.73
SY116,501.125,3.481,97.122,500.855
SY116,501.25,3.484,97.092,500.98
SY116,501.375,3.487,97.062,501.104
SY116,501.5,3.488,97.047,501.229
SY116,501.625,3.491,97.017,501.354
SY116,501.75,3.494,96.987,501.479
SY116,501.875,3.495,96.972,501.604
SY116,502,3.498,96.943,501.728
SY116,502.125,3.501,96.913,501.853
SY116,502.25,3.502,96.898,501.978
SY116,502.375,3.505,96.868,502.103
SY116,502.5,3.508,96.838,502.227
SY116,502.625,3.509,96.823,502.352
SY116,502.75,3.512,96.793,502.477
SY116,502.875,3.513,96.778,502.602
SY116,503,3.516,96.749,502.726
SY116,503.125,3.519,96.719,502.851
SY116,503.25,3.52,96.704,502.976
SY116,503.375,3.523,96.674,503.101
SY116,503.5,3.526,96.644,503.225
SY116,503.625,3.527,96.629,503.35
SY116,503.75,3.53,96.599,503.475
SY116,503.875,3.533,96.57,503.6
SY116,504,3.534,96.555,503.725
SY116,504.125,3.537,96.525,503.849
SY116,504.25,3.54,96.495,503.974
SY116,504.375,3.541,96.48,504.099
SY116,504.5,3.543,96.019,504.224
SY116,504.625,3.544,97.327,504.348
SY116,504.75,3.547,95.843,504.473
SY116,504.875,3.549,96.083,504.598
SY116,505,3.55,97.302,504.723
SY116,505.125,3.552,97.556,504.847
SY116,505.25,3.554,97.753,504.972
SY116,505.375,3.556,97.93,505.097
SY116,505.5,3.558,97.761,505.222
SY116,505.625,3.56,97.658,505.346
SY116,505.75,3.561,96.969,505.471
SY116,505.875,3.563,96.445,505.596
SY116,506,3.564,96.803,505.721
SY116,506.125,3.566,96.289,505.845
SY116,506.25,3.568,97.107,505.97
SY116,506.375,3.568,97.588,506.095
SY116,506.5,3.57,95.839,506.22
SY116,506.625,3.572,96.103,506.344
SY116,506.75,3.573,96.662,506.469
SY116,506.875,3.575,96.656,506.594
SY116,507,3.576,96.583,506.719
SY116,507.125,3.577,96.485,506.844
SY116,507.25,3.579,96.578,506.968
SY116,507.375,3.58,97.047,507.093
SY116,507.5,3.581,96.344,507.218
SY116,507.625,3.583,97.293,507.343
SY116,507.75,3.583,97.452,507.467
SY116,507.875,3.585,96.485,507.592
SY116,508,3.586,95.431,507.717
SY116,508.125,3.587,95.065,507.842
SY116,508.25,3.588,96.008,507.966
SY116,508.375,3.589,96.346,508.091
SY116,508.5,3.59,95.139,508.216
SY116,508.625,3.591,96.295,508.341
SY116,508.75,3.593,95.357,508.465
SY116,508.875,3.593,95.621,508.59
SY116,509,3.594,97.183,508.715
SY116,509.125,3.595,97.044,508.84
SY116,509.25,3.596,96.9,508.964
SY116,509.375,3.597,97.559,509.089
SY116,509.5,3.598,97.977,509.214
SY116,509.625,3.599,98.679,509.339
SY116,509.75,3.6,97.791,509.463
SY116,509.875,3.601,96.999,509.588
SY116,510,3.601,98.285,509.713
SY116,510.125,3.602,97.902,509.838
SY116,510.25,3.603,97.734,509.962
SY116,510.375,3.604,97.457,510.087
SY116,510.5,3.604,97.249,510.212
SY116,510.625,3.605,97.169,510.337
SY116,510.75,3.605,97.105,510.461
SY116,510.875,3.606,97.058,510.586
SY116,511,3.606,97.034,510.711
SY116,511.125,3.607,97.075,510.836
SY116,511.25,3.607,97.084,510.96
SY116,511.375,3.608,97.095,511.085
SY116,511.5,3.609,97.106,511.21
SY116,511.625,3.609,97.112,511.335
SY116,511.75,3.609,97.125,511.459
SY116,511.875,3.61,97.139,511.584
SY116,512,3.61,97.145,511.709
SY116,512.125,3.611,97.156,511.834
SY116,512.25,3.611,97.161,511.958
SY116,512.375,3.612,97.172,512.083
SY116,512.5,3.613,97.182,512.208
SY116,512.625,3.613,97.187,512.333
SY116,512.75,3.614,97.195,512.457
SY116,512.875,3.615,97.204,512.582
SY116,513,3.615,97.21,512.707
SY116,513.125,3.616,97.219,512.832
SY116,513.25,3.617,97.229,512.956
SY116,513.375,3.617,97.233,513.081
SY116,513.5,3.618,97.242,513.206
SY116,513.625,3.619,97.253,513.331
SY116,513.75,3.619,97.257,513.455
SY116,513.875,3.62,97.265,513.58
SY116,514,3.62,97.269,513.705
SY116,514.125,3.621,97.278,513.83
SY116,514.25,3.622,97.287,513.954
SY116,514.375,3.623,97.291,514.079
SY116,514.5,3.624,97.3,514.204
SY116,514.625,3.624,97.309,514.329
SY116,514.75,3.625,97.314,514.453
SY116,514.875,3.626,97.324,514.578
SY116,515,3.627,97.335,514.703
SY116,515.125,3.627,97.339,514.828
SY116,515.25,3.628,97.346,514.952
SY116,515.375,3.629,97.356,515.077
SY116,515.5,3.629,97.361,515.202
SY116,515.625,3.631,97.371,515.327
SY116,515.75,3.631,97.376,515.451
SY116,515.875,3.632,97.385,515.576
