采出方式,生产日期,生产时间_(H),套压(MPa)_关井,套压(MPa)_平均,油压(MPa)_关井,油压(MPa)_平均,井口温度,日产气量_(m^3),日产水量_(t),日产油量_(t),日放空气量_(m^3),月产气量_(m^3),月产水量_(t),月产油量_(t),月放空气量_(m^3),年产气量_(10^4m^3),年产水量_(10^4t),年产油量_(10^4t),年放空气量_(10^4m^3),累产气量_(10^8m^3),累产水量_(10^4t),累产油量_(10^4t),累放空气量_(10^8m^3),输压_(MPa),气举注气量_(m^3),备注
自喷,2015/6/11,24,,51.71,,53.83,82.7,499244,4,,,5489896,48.2,,,7368.5584,0.06076,0,0,2.70346081,0.22736,0,0.00015,7.87,,
自喷,2015/6/12,24,,51.65,,53.8,82.6,498414,4.7,,,5988310,52.9,,,7418.3998,0.06123,0,0,2.70844495,0.22783,0,0.00015,7.96,,
自喷,2015/6/13,24,,51.57,,53.75,81.4,494144,4.5,,,6482454,57.4,,,7467.8142,0.06168,0,0,2.71338639,0.22828,0,0.00015,8.14,,
自喷,2015/6/14,24,,51.51,,53.69,81.9,493373,4,,,6975827,61.4,,,7517.1515,0.06208,0,0,2.71832012,0.22868,0,0.00015,8.1,,
自喷,2015/6/15,24,,51.45,,53.65,82.1,492535,4,,,7468362,65.4,,,7566.405,0.06248,0,0,2.72324547,0.22908,0,0.00015,8.12,,
自喷,2015/6/16,24,,51.38,,53.61,82.3,493626,4.8,,,7961988,70.2,,,7615.7676,0.06296,0,0,2.72818173,0.22956,0,0.00015,8.14,,
自喷,2015/6/17,24,,51.32,,53.58,82.1,493348,4.8,,,8455336,75,,,7665.1024,0.06344,0,0,2.73311521,0.23004,0,0.00015,8.14,,
自喷,2015/6/18,24,,51.26,,53.55,82.4,492863,4,,,8948199,79,,,7714.3887,0.06384,0,0,2.73804384,0.23044,0,0.00015,8.09,,
自喷,2015/6/19,24,,51.21,,53.54,82.5,493677,4.4,,,9441876,83.4,,,7763.7564,0.06428,0,0,2.74298061,0.23088,0,0.00015,8.14,,
自喷,2015/6/20,24,,51.14,,53.52,82.6,492123,4.8,,,9933999,88.2,,,7812.9687,0.06476,0,0,2.74790184,0.23136,0,0.00015,8.18,,
自喷,2015/6/21,24,,51.09,,53.48,82.4,493375,4.8,,,10427374,93,,,7862.3062,0.06524,0,0,2.75283559,0.23184,0,0.00015,8.14,,
自喷,2015/6/22,24,,51.05,,53.45,82.5,492891,4.1,,,10920265,97.1,,,7911.5953,0.06565,0,0,2.7577645,0.23225,0,0.00015,8.12,,
自喷,2015/6/23,24,,51,,53.43,81.1,492436,4,,,11412701,101.1,,,7960.8389,0.06605,0,0,2.76268886,0.23265,0,0.00015,8.13,,
自喷,2015/6/24,24,,50.97,,53.38,81.1,495257,4.5,,,11907958,105.6,,,8010.3646,0.0665,0,0,2.76764143,0.2331,0,0.00015,8.16,,
自喷,2015/6/25,24,,50.92,,53.35,81.5,495084,4.3,,,12403042,109.9,,,8059.873,0.06693,0,0,2.77259227,0.23353,0,0.00015,8.11,,
自喷,2015/6/26,24,,50.89,,53.32,82,495176,4.2,,,12898218,114.1,,,8109.3906,0.06735,0,0,2.77754403,0.23395,0,0.00015,8.15,,
自喷,2015/6/27,24,,50.84,,53.29,81.9,494485,4.5,,,13392703,118.6,,,8158.8391,0.0678,0,0,2.78248888,0.2344,0,0.00015,8.18,,
自喷,2015/6/28,24,,50.78,,53.26,82.1,493700,4,,,13886403,122.6,,,8208.2091,0.0682,0,0,2.78742588,0.2348,0,0.00015,8.16,,
自喷,2015/6/29,24,,50.73,,53.22,81.6,493260,4,,,14379663,126.6,,,8257.5351,0.0686,0,0,2.79235848,0.2352,0,0.00015,8.16,,
自喷,2015/6/30,24,,50.67,,53.18,80,493455,4.9,,,14873118,131.5,,,8306.8806,0.06909,0,0,2.79729303,0.23569,0,0.00015,8.14,,
自喷,2015/7/1,24,,50.62,,53.15,81.1,492867,4.4,,,492867,4.4,,,8356.1673,0.06953,0,0,2.8022217,0.23613,0,0.00015,8.11,,
自喷,2015/7/2,24,,50.58,,53.12,81.7,491742,4.4,,,984609,8.8,,,8405.3415,0.06997,0,0,2.80713912,0.23657,0,0.00015,8.05,,
自喷,2015/7/3,24,,50.52,,53.09,80.7,491410,4.4,,,1476019,13.2,,,8454.4825,0.07041,0,0,2.81205322,0.23701,0,0.00015,8.03,,
自喷,2015/7/4,24,,50.47,,53.09,80.4,491291,4.5,,,1967310,17.7,,,8503.6116,0.07086,0,0,2.81696613,0.23746,0,0.00015,8.04,,
自喷,2015/7/5,24,,50.43,,53.06,80.9,491527,4.4,,,2458837,22.1,,,8552.7643,0.0713,0,0,2.8218814,0.2379,0,0.00015,7.91,,
自喷,2015/7/6,24,,50.42,,53.01,81.1,492345,4.5,,,2951182,26.6,,,8601.9988,0.07175,0,0,2.82680485,0.23835,0,0.00015,7.97,,
自喷,2015/7/7,24,,50.37,,52.99,81.5,491084,4.5,,,3442266,31.1,,,8651.1072,0.0722,0,0,2.83171569,0.2388,0,0.00015,8.02,,
自喷,2015/7/8,24,,50.25,,53.01,81.6,486239,4.2,,,3928505,35.3,,,8699.7311,0.07262,0,0,2.83657808,0.23922,0,0.00015,8.02,,
自喷,2015/7/9,24,,49.93,,53.07,81,467126,4,,,4395631,39.3,,,8746.4437,0.07302,0,0,2.84124934,0.23962,0,0.00015,8.01,,
自喷,2015/7/10,24,,49.79,,53.06,80.4,465089,4.5,,,4860720,43.8,,,8792.9526,0.07347,0,0,2.84590023,0.24007,0,0.00015,8.09,,
自喷,2015/7/11,24,,49.76,,53.04,80.7,465322,4,,,5326042,47.8,,,8839.4848,0.07387,0,0,2.85055345,0.24047,0,0.00015,8.11,,
自喷,2015/7/12,24,,49.7,,53.01,80.6,467084,4,,,5793126,51.8,,,8886.1932,0.07427,0,0,2.85522429,0.24087,0,0.00015,8.01,,
自喷,2015/7/13,24,,49.64,,52.99,80.7,466188,4.5,,,6259314,56.3,,,8932.812,0.07472,0,0,2.85988617,0.24132,0,0.00015,8.04,,
自喷,2015/7/14,24,,49.58,,52.96,80.7,464842,4.3,,,6724156,60.6,,,8979.2962,0.07515,0,0,2.86453459,0.24175,0,0.00015,7.98,,
自喷,2015/7/15,24,,49.49,,52.94,79,461232,4,,,7185388,64.6,,,9025.4194,0.07555,0,0,2.86914691,0.24215,0,0.00015,7.93,,
自喷,2015/7/16,24,,49.45,,52.92,80.1,464008,4,,,7649396,68.6,,,9071.8202,0.07595,0,0,2.87378699,0.24255,0,0.00015,7.93,,
自喷,2015/7/17,24,,49.39,,52.86,80.3,463445,4.8,,,8112841,73.4,,,9118.1647,0.07643,0,0,2.87842144,0.24303,0,0.00015,7.9,,
自喷,2015/7/18,24,,49.37,,52.82,81,466268,4.8,,,8579109,78.2,,,9164.7915,0.07691,0,0,2.88308412,0.24351,0,0.00015,7.86,,
自喷,2015/7/19,24,,49.38,,52.77,80.5,471142,3.3,,,9050251,81.5,,,9211.9057,0.07724,0,0,2.88779554,0.24384,0,0.00015,7.92,,
自喷,2015/7/20,24,,49.39,,52.73,80.9,475486,4.2,,,9525737,85.7,,,9259.4543,0.07766,0,0,2.8925504,0.24426,0,0.00015,7.84,,
自喷,2015/7/21,24,,49.36,,52.7,80.9,470454,4.1,,,9996191,89.8,,,9306.4997,0.07807,0,0,2.89725494,0.24467,0,0.00015,7.98,,
自喷,2015/7/22,24,,49.29,,52.68,79.3,469885,4.1,,,10466076,93.9,,,9353.4882,0.07848,0,0,2.90195379,0.24508,0,0.00015,7.82,,
自喷,2015/7/23,24,,49.23,,52.67,80,468119,4.3,,,10934195,98.2,,,9400.3001,0.07891,0,0,2.90663498,0.24551,0,0.00015,7.86,,
自喷,2015/7/24,24,,49.18,,52.67,80.3,467049,4.2,,,11401244,102.4,,,9447.005,0.07933,0,0,2.91130547,0.24593,0,0.00015,7.87,,
自喷,2015/7/25,24,,49.09,,52.66,80.3,463263,4,,,11864507,106.4,,,9493.3313,0.07973,0,0,2.9159381,0.24633,0,0.00015,7.86,,
自喷,2015/7/26,24,,49.09,,52.63,80.5,468003,4,,,12332510,110.4,,,9540.1316,0.08013,0,0,2.92061813,0.24673,0,0.00015,7.85,,
自喷,2015/7/27,24,,49.06,,52.59,80.5,468675,4.1,,,12801185,114.5,,,9586.9991,0.08054,0,0,2.92530488,0.24714,0,0.00015,7.89,,
自喷,2015/7/28,24,,49.03,,52.57,80.5,468054,4.2,,,13269239,118.7,,,9633.8045,0.08096,0,0,2.92998542,0.24756,0,0.00015,7.85,,
自喷,2015/7/29,24,,48.98,,52.55,80.5,471997,4.4,,,13741236,123.1,,,9681.0042,0.0814,0,0,2.93470539,0.248,0,0.00015,7.86,,
自喷,2015/7/30,24,,48.94,,52.52,80.4,469675,4.2,,,14210911,127.3,,,9727.9717,0.08182,0,0,2.93940214,0.24842,0,0.00015,7.95,,
自喷,2015/7/31,24,,48.88,,52.5,79.5,468203,4.2,,,14679114,131.5,,,9774.792,0.08224,0,0,2.94408417,0.24884,0,0.00015,7.86,,
自喷,2015/8/1,24,,48.85,,54.48,80.3,466449,4.2,,,466449,4.2,,,9821.4369,0.08266,0,0,2.94874866,0.24926,0,0.00015,8.13,,
自喷,2015/8/2,24,,48.81,,52.45,80.2,466810,4,,,933259,8.2,,,9868.1179,0.08306,0,0,2.95341676,0.24966,0,0.00015,7.99,,
自喷,2015/8/3,24,,48.77,,52.43,79.9,466878,3.7,,,1400137,11.9,,,9914.8057,0.08343,0,0,2.95808554,0.25003,0,0.00015,8.03,,
自喷,2015/8/4,24,,48.72,,52.41,79.9,467721,4,,,1867858,15.9,,,9961.5778,0.08383,0,0,2.96276275,0.25043,0,0.00015,8.07,,
自喷,2015/8/5,24,,48.67,,52.39,79,469145,4,,,2337003,19.9,,,10008.4923,0.08423,0,0,2.9674542,0.25083,0,0.00015,8.08,,
自喷,2015/8/6,24,,48.64,,52.37,79.7,469694,4.5,,,2806697,24.4,,,10055.4617,0.08468,0,0,2.97215114,0.25128,0,0.00015,8.12,,
自喷,2015/8/7,24,,48.6,,52.37,79.9,469076,5,,,3275773,29.4,,,10102.3693,0.08518,0,0,2.9768419,0.25178,0,0.00015,7.2,,
自喷,2015/8/8,24,,48.55,,52.37,77.7,465592,4.5,,,3741365,33.9,,,10148.9285,0.08563,0,0,2.98149782,0.25223,0,0.00015,7.97,,
自喷,2015/8/9,24,,48.51,,52.36,79.1,465649,4.1,,,4207014,38,,,10195.4934,0.08604,0,0,2.98615431,0.25264,0,0.00015,8.07,,
自喷,2015/8/10,24,,48.48,,52.34,79.3,465480,4,,,4672494,42,,,10242.0414,0.08644,0,0,2.99080911,0.25304,0,0.00015,8.01,,
自喷,2015/8/11,24,,48.44,,52.32,79.9,465032,4,,,5137526,46,,,10288.5446,0.08684,0,0,2.99545943,0.25344,0,0.00015,8.17,,
自喷,2015/8/12,24,,48.4,,52.34,79.5,470244,4.5,,,5607770,50.5,,,10335.569,0.08729,0,0,3.00016187,0.25389,0,0.00015,7.55,,
自喷,2015/8/13,24,,48.37,,52.38,79.9,469106,3.7,,,6076876,54.2,,,10382.4796,0.08766,0,0,3.00485293,0.25426,0,0.00015,8.03,,
自喷,2015/8/14,24,,48.33,,52.36,79.4,466751,3.8,,,6543627,58,,,10429.1547,0.08804,0,0,3.00952044,0.25464,0,0.00015,7.95,,
自喷,2015/8/15,24,,48.22,,52.35,79.5,459478,4.4,,,7003105,62.4,,,10475.1025,0.08848,0,0,3.01411522,0.25508,0,0.00015,8.08,,
自喷,2015/8/16,24,,47.66,,52.41,78.3,425009,4.2,,,7428114,66.6,,,10517.6034,0.0889,0,0,3.01836531,0.2555,0,0.00015,7.99,,
自喷,2015/8/17,24,,47.62,,52.37,75.3,428731,4,,,7856845,70.6,,,10560.4765,0.0893,0,0,3.02265262,0.2559,0,0.00015,7.97,,
自喷,2015/8/18,24,,47.6,,52.33,75.7,432753,4,,,8289598,74.6,,,10603.7518,0.0897,0,0,3.02698015,0.2563,0,0.00015,7.98,,
自喷,2015/8/19,24,,47.56,,52.3,76.8,433334,3.7,,,8722932,78.3,,,10647.0852,0.09007,0,0,3.03131349,0.25667,0,0.00015,8.14,,
自喷,2015/8/20,24,,47.54,,52.29,77.4,434733,4,,,9157665,82.3,,,10690.5585,0.09047,0,0,3.03566082,0.25707,0,0.00015,8.2,,
自喷,2015/8/21,24,,47.52,,52.28,78,437309,4,,,9594974,86.3,,,10734.2894,0.09087,0,0,3.04003391,0.25747,0,0.00015,8.06,,
自喷,2015/8/22,24,,47.72,,52.15,79.1,460757,5,,,10055731,91.3,,,10780.3651,0.09137,0,0,3.04464148,0.25797,0,0.00015,8.05,,
自喷,2015/8/23,24,,47.99,,52.06,79.9,476434,5.5,,,10532165,96.8,,,10828.0085,0.09192,0,0,3.04940582,0.25852,0,0.00015,8.09,,
自喷,2015/8/24,24,,47.99,,52.04,79.6,476612,4.7,,,11008777,101.5,,,10875.6697,0.09239,0,0,3.05417194,0.25899,0,0.00015,8.15,,
自喷,2015/8/25,24,,47.95,,52.03,78.4,476007,4,,,11484784,105.5,,,10923.2704,0.09279,0,0,3.05893201,0.25939,0,0.00015,8.15,,
自喷,2015/8/26,24,,47.92,,52,78.3,475659,4.5,,,11960443,110,,,10970.8363,0.09324,0,0,3.0636886,0.25984,0,0.00015,8.17,,
自喷,2015/8/27,24,,47.9,,51.99,79.3,474831,4.5,,,12435274,114.5,,,11018.3194,0.09369,0,0,3.06843691,0.26029,0,0.00015,8.18,,
自喷,2015/8/28,24,,47.84,,51.97,78.9,474515,4.5,,,12909789,119,,,11065.7709,0.09414,0,0,3.07318206,0.26074,0,0.00015,8.15,,
自喷,2015/8/29,24,,47.81,,51.95,79.4,473993,4,,,13383782,123,,,11113.1702,0.09454,0,0,3.07792199,0.26114,0,0.00015,8.19,,
自喷,2015/8/30,24,,47.78,,51.94,79.6,475546,4.5,,,13859328,127.5,,,11160.7248,0.09499,0,0,3.08267745,0.26159,0,0.00015,7.98,,
自喷,2015/8/31,24,,47.74,,51.95,79.9,476087,4,,,14335415,131.5,,,11208.3335,0.09539,0,0,3.08743832,0.26199,0,0.00015,7.98,,
自喷,2015/9/1,24,,47.71,,51.95,79.3,475834,4,,,475834,4,,,11255.9169,0.09579,0,0,3.09219666,0.26239,0,0.00015,7.96,,
自喷,2015/9/2,24,,47.67,,51.94,79.3,475898,4,,,951732,8,,,11303.5067,0.09619,0,0,3.09695564,0.26279,0,0.00015,7.96,,
自喷,2015/9/3,24,,47.64,,51.94,79.4,475056,4,,,1426788,12,,,11351.0123,0.09659,0,0,3.1017062,0.26319,0,0.00015,7.93,,
自喷,2015/9/4,24,,47.61,,51.93,79.4,475402,4.5,,,1902190,16.5,,,11398.5525,0.09704,0,0,3.10646022,0.26364,0,0.00015,7.96,,
自喷,2015/9/5,24,,47.57,,51.92,79.5,480090,4.5,,,2382280,21,,,11446.5615,0.09749,0,0,3.11126112,0.26409,0,0.00015,7.9,,
自喷,2015/9/6,24,,47.53,,51.91,78.3,480826,4.5,,,2863106,25.5,,,11494.6441,0.09794,0,0,3.11606938,0.26454,0,0.00015,7.67,,
自喷,2015/9/7,24,,47.49,,51.9,79.3,476324,4.5,,,3339430,30,,,11542.2765,0.09839,0,0,3.12083262,0.26499,0,0.00015,8.01,,
自喷,2015/9/8,24,,47.46,,51.89,79.6,475256,4,,,3814686,34,,,11589.8021,0.09879,0,0,3.12558518,0.26539,0,0.00015,8.04,,
自喷,2015/9/9,24,,47.44,,51.87,79.3,479018,4.2,,,4293704,38.2,,,11637.7039,0.09921,0,0,3.13037536,0.26581,0,0.00015,8.09,,
自喷,2015/9/10,24,,47.4,,51.86,78.4,476534,4.5,,,4770238,42.7,,,11685.3573,0.09966,0,0,3.1351407,0.26626,0,0.00015,8.08,,
自喷,2015/9/11,2,47.37,47.38,53.14,51.85,31.8,39566,0.4,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,8.07,,11日10:00关井配合磨溪净化二厂检修。
自喷,2015/9/12,0,37.92,37.92,53.15,53.15,17.9,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/13,0,36.44,36.44,53.23,53.23,22.7,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/14,0,35.72,35.72,53.3,53.3,20.5,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/15,0,35.3,35.3,53.37,53.37,24.7,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/16,0,35,35,53.6,53.6,,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/17,0,34.84,34.84,53.49,53.49,20,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/18,0,34.85,34.85,53.55,53.55,20,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/19,0,34.63,34.63,53.61,53.61,18.8,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/20,0,34.58,34.58,53.65,53.65,20.1,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/21,0,34.58,34.58,53.72,53.72,22.9,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/22,0,34.57,34.57,53.77,53.77,20.5,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/23,0,34.59,34.59,53.82,53.82,20.5,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/24,0,34.65,34.65,53.88,53.88,22.3,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/25,0,34.7,34.7,53.93,53.93,21.2,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/26,0,34.76,34.76,53.97,53.97,20.4,,,,,4809804,43.1,,,11689.3139,0.0997,0,0,3.13553636,0.2663,0,0.00015,,,
自喷,2015/9/27,21.17,34.77,41.2,53.98,53.55,47,275599,2.5,,,5085403,45.6,,,11716.8738,0.09995,0,0,3.13829235,0.26655,0,0.00015,6.64,,27日11：20开井，套压34.77MPa，油压53.98MPa，瞬产30万方。
自喷,2015/9/28,24,,44.13,,53.64,58.3,329845,0.3,,,5415248,45.9,,,11749.8583,0.09998,0,0,3.1415908,0.26658,0,0.00015,6.91,,
自喷,2015/9/29,24,,45.28,,53.66,34,344663,2.5,,,5759911,48.4,,,11784.3246,0.10023,0,0,3.14503743,0.26683,0,0.00015,6.9,,
自喷,2015/9/30,24,,45.98,,53.65,64,355825,2.5,,,6115736,50.9,,,11819.9071,0.10048,0,0,3.14859568,0.26708,0,0.00015,7.76,,
自喷,2015/10/1,24,,48.13,,53.1,69.3,506584,4,,,506584,4,,,11870.5655,0.10088,0,0,3.15366152,0.26748,0,0.00015,7.82,,
自喷,2015/10/2,24,,49.13,,53.08,72.5,463042,4,,,969626,8,,,11916.8697,0.10128,0,0,3.15829194,0.26788,0,0.00015,7.87,,
自喷,2015/10/3,24,,49.37,,53.02,73.5,469083,4,,,1438709,12,,,11963.778,0.10168,0,0,3.16298277,0.26828,0,0.00015,7.94,,
自喷,2015/10/4,24,,49.6,,52.96,74,469197,3,,,1907906,15,,,12010.6977,0.10198,0,0,3.16767474,0.26858,0,0.00015,7.74,,
自喷,2015/10/5,24,,49.74,,52.91,74.9,468673,4,,,2376579,19,,,12057.565,0.10238,0,0,3.17236147,0.26898,0,0.00015,7.76,,
自喷,2015/10/6,24,,49.86,,52.85,75.6,472034,4,,,2848613,23,,,12104.7684,0.10278,0,0,3.17708181,0.26938,0,0.00015,7.89,,
自喷,2015/10/7,24,,49.94,,52.8,76.3,471987,4.1,,,3320600,27.1,,,12151.9671,0.10319,0,0,3.18180168,0.26979,0,0.00015,7.89,,
自喷,2015/10/8,24,,49.99,,52.75,76.8,476968,4.3,,,3797568,31.4,,,12199.6639,0.10362,0,0,3.18657136,0.27022,0,0.00015,7.85,,
自喷,2015/10/9,24,,50.03,,52.71,76.8,472427,4.1,,,4269995,35.5,,,12246.9066,0.10403,0,0,3.19129563,0.27063,0,0.00015,7.82,,
自喷,2015/10/10,24,,50.04,,52.66,76.9,466229,4.3,,,4736224,39.8,,,12293.5295,0.10446,0,0,3.19595792,0.27106,0,0.00015,8.04,,
自喷,2015/10/11,24,,50.06,,52.6,77.1,466291,4.2,,,5202515,44,,,12340.1586,0.10488,0,0,3.20062083,0.27148,0,0.00015,8.05,,
自喷,2015/10/12,24,,50.09,,52.55,77.6,468616,4.2,,,5671131,48.2,,,12387.0202,0.1053,0,0,3.20530699,0.2719,0,0.00015,8.14,,
自喷,2015/10/13,24,,50.1,,52.51,77.7,467798,4.4,,,6138929,52.6,,,12433.8,0.10574,0,0,3.20998497,0.27234,0,0.00015,8.14,,
自喷,2015/10/14,24,,50.1,,52.46,77.9,467312,4.4,,,6606241,57,,,12480.5312,0.10618,0,0,3.21465809,0.27278,0,0.00015,8.14,,
自喷,2015/10/15,24,,50.09,,52.44,77.8,471010,4,,,7077251,61,,,12527.6322,0.10658,0,0,3.21936819,0.27318,0,0.00015,8.06,,
自喷,2015/10/16,24,,50.1,,52.41,78.1,469925,4,,,7547176,65,,,12574.6247,0.10698,0,0,3.22406744,0.27358,0,0.00015,7.93,,
自喷,2015/10/17,24,,50.1,,52.37,78.2,467419,4.2,,,8014595,69.2,,,12621.3666,0.1074,0,0,3.22874163,0.274,0,0.00015,8.07,,
自喷,2015/10/18,24,,50.08,,52.33,78.1,465444,4.2,,,8480039,73.4,,,12667.911,0.10782,0,0,3.23339607,0.27442,0,0.00015,8.1,,
自喷,2015/10/19,24,,50.07,,52.3,78.3,466975,4.4,,,8947014,77.8,,,12714.6085,0.10826,0,0,3.23806582,0.27486,0,0.00015,8.13,,
自喷,2015/10/20,24,,50.05,,52.27,78.3,468423,4.1,,,9415437,81.9,,,12761.4508,0.10867,0,0,3.24275005,0.27527,0,0.00015,8.1,,
自喷,2015/10/21,24,,50.04,,52.25,78.3,468200,4.1,,,9883637,86,,,12808.2708,0.10908,0,0,3.24743205,0.27568,0,0.00015,8.1,,
自喷,2015/10/22,24,,50.04,,52.22,78.8,468365,4.3,,,10352002,90.3,,,12855.1073,0.10951,0,0,3.2521157,0.27611,0,0.00015,8.12,,
自喷,2015/10/23,24,,50.02,,52.1,77.8,468770,4.5,,,10820772,94.8,,,12901.9843,0.10996,0,0,3.2568034,0.27656,0,0.00015,8.07,,
自喷,2015/10/24,24,,50.02,,52.14,78.1,469294,4.5,,,11290066,99.3,,,12948.9137,0.11041,0,0,3.26149634,0.27701,0,0.00015,8.03,,
自喷,2015/10/25,24,,50,,52.1,78.4,469035,4,,,11759101,103.3,,,12995.8172,0.11081,0,0,3.26618669,0.27741,0,0.00015,8.03,,
自喷,2015/10/26,24,,50.04,,52.05,79.1,474043,4,,,12233144,107.3,,,13043.2215,0.11121,0,0,3.27092712,0.27781,0,0.00015,8.03,,
自喷,2015/10/27,24,,50.06,,52,78.2,476878,4,,,12710022,111.3,,,13090.9093,0.11161,0,0,3.2756959,0.27821,0,0.00015,8.07,,
自喷,2015/10/28,3.42,48.13,50.06,53.33,51.98,28.7,72947,0.5,,,12782969,111.8,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,8.08,,配合磨溪009-X2井碰口作业于11:42关井
自喷,2015/10/29,0,39.97,39.97,53.34,53.34,16.1,,,,,12782969,111.8,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/10/30,0,38.27,38.27,53.42,53.42,15.3,,,,,12782969,111.8,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/10/31,0,37.45,37.45,53.45,53.45,13,,,,,12782969,111.8,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/1,0,36.96,36.96,53.44,53.44,10.6,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/2,0,36.61,36.61,53.43,53.43,55.5,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/3,0,36.29,36.29,53.4,53.4,15.8,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/4,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,本井本月二次完井，4日拆油、套压表，之后无油套压数据。
自喷,2015/11/5,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/6,0,,,,,0,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/7,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/8,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/9,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/10,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/11,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/12,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/13,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/14,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/15,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/16,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/17,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/18,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/19,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/20,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/21,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/22,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/23,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/24,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/25,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
自喷,2015/11/26,0,,,,,0,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,0,,
自喷,2015/11/27,0,,,,,,,,,,,,,,13098.204,0.11166,0,0,3.27642537,0.27826,0,0.00015,,,
