Depth,TVD,DX,DY,GR,CAL,RT,RXO,SH,POR,SW,PERM,ACN,DENN,CNLN
4638.375,4634.667,110.364,-45.841,15.865,8.624,1054.08,466.955,1.551,2.332,19.402,0.06,45.271,2.692,5.123
4638.5,4634.792,110.367,-45.841,17.284,8.659,1155.195,509.264,1.659,1.939,22.387,0.032,44.647,2.703,4.797
4638.625,4634.917,110.37,-45.84,18.014,8.651,1128.594,509.402,1.852,1.711,25.622,0.021,44.394,2.742,4.41
4638.75,4635.042,110.373,-45.84,18.502,8.631,935.078,464.686,1.87,1.7,28.129,0.02,44.62,2.781,4.192
4638.875,4635.167,110.376,-45.839,17.752,8.587,699.519,393.385,1.817,1.709,31.564,0.02,44.62,2.786,3.867
4639,4635.292,110.378,-45.839,17.471,8.561,594.012,357.09,1.813,1.834,32.554,0.026,44.839,2.773,3.766
4639.125,4635.417,110.381,-45.838,17.68,8.561,482.289,314.22,1.909,1.999,32.541,0.036,45.216,2.767,3.832
4639.25,4635.542,110.384,-45.838,18.058,8.586,452.122,304.567,1.927,2.22,30.406,0.05,45.368,2.779,4.151
4639.375,4635.667,110.387,-45.837,18.026,8.634,470.158,315.949,1.847,2.358,28.061,0.061,45.538,2.822,4.306
4639.5,4635.792,110.39,-45.837,17.77,8.658,547.477,364.388,1.827,2.419,25.863,0.066,45.714,2.852,4.464
4639.625,4635.917,110.393,-45.837,18.16,8.667,582.111,389.115,1.908,2.215,27.301,0.05,45.714,2.849,4.439
4639.75,4636.042,110.395,-45.836,18.822,8.653,605.131,417.359,2.37,1.847,32.709,0.028,45.443,2.833,4.403
4639.875,4636.167,110.398,-45.836,20.834,8.617,558.986,403.558,2.696,1.402,45.286,0.012,45.097,2.83,4.306
4640,4636.292,110.401,-45.835,22.133,8.596,518.777,384.459,3.372,0.951,69.689,0.003,44.677,2.835,4.188
4640.125,4636.417,110.404,-45.835,23.643,8.591,438.448,338.153,3.513,0.723,94.48,0.001,44.456,2.842,4.16
4640.25,4636.542,110.407,-45.834,23.395,8.582,364.292,289.318,3.379,0.745,97.564,0.001,44.447,2.841,4.179
4640.375,4636.667,110.409,-45.834,22.941,8.588,342.59,273.403,3.022,0.871,89.755,0.002,44.319,2.831,4.189
4640.5,4636.792,110.412,-45.833,22.408,8.604,330.716,261.202,2.766,0.941,83.501,0.003,44.212,2.813,4.133
4640.625,4636.917,110.415,-45.833,22.378,8.665,364.186,277.616,2.659,1.014,75.429,0.004,44.203,2.803,3.943
4640.75,4637.042,110.418,-45.832,22.259,8.729,402.633,298.156,2.296,1.196,59.977,0.006,44.417,2.785,3.82
4640.875,4637.167,110.42,-45.832,21.643,8.742,515.585,359.615,1.996,1.365,47.339,0.01,44.607,2.781,3.664
4641,4637.292,110.423,-45.832,21.351,8.735,594.744,402.486,1.943,1.482,39.848,0.013,44.614,2.787,3.678
4641.125,4637.417,110.426,-45.831,21.358,8.727,735.836,475.292,1.956,1.574,34.304,0.015,44.717,2.803,3.752
4641.25,4637.542,110.429,-45.831,21.059,8.724,834.394,516.558,1.893,1.713,29.658,0.021,44.718,2.812,3.987
4641.375,4637.667,110.432,-45.83,20.831,8.709,852.969,517.987,1.885,1.812,27.447,0.025,44.791,2.81,4.178
4641.5,4637.792,110.434,-45.83,21.209,8.683,854.384,498.255,2.03,1.796,27.664,0.024,44.87,2.801,4.224
4641.625,4637.917,110.437,-45.829,22.868,8.625,840.214,473.815,2.125,1.72,29.041,0.021,44.87,2.797,4.187
4641.75,4638.042,110.44,-45.829,23.809,8.592,838.298,465.634,2.166,1.699,29.397,0.02,44.856,2.792,4.12
4641.875,4638.167,110.443,-45.828,24.403,8.59,866.175,472.085,1.953,1.858,26.416,0.028,44.788,2.796,4.142
4642,4638.292,110.445,-45.828,24.175,8.59,964.602,516.667,1.825,2.132,22.107,0.044,44.951,2.803,4.318
4642.125,4638.417,110.448,-45.827,24.111,8.587,1040.736,552.48,1.644,2.528,17.798,0.079,45.176,2.818,4.595
4642.25,4638.542,110.451,-45.827,23.658,8.585,1226.265,643.986,1.405,3.025,13.891,0.143,45.848,2.821,4.762
4642.375,4638.667,110.453,-45.827,22.359,8.583,1328.11,708.752,1.28,3.47,11.585,0.224,45.848,2.813,5.002
4642.5,4638.792,110.456,-45.826,21.405,8.577,1319.986,719.645,1.074,3.809,10.593,0.305,46.427,2.792,5.08
4642.625,4638.917,110.459,-45.826,19.486,8.573,1173.501,678.315,1.135,4.025,10.49,0.366,47.066,2.783,5.096
4642.75,4639.042,110.462,-45.825,17.526,8.563,1056.286,633.867,1.211,4.126,10.92,0.398,47.483,2.785,5.031
4642.875,4639.167,110.464,-45.825,16.917,8.558,854.133,543.569,1.302,4.215,11.714,0.428,47.748,2.789,5.015
4643,4639.292,110.467,-45.824,16.968,8.55,708.773,467.923,1.435,4.255,12.607,0.441,47.751,2.78,5.082
4643.125,4639.417,110.47,-45.824,17.774,8.541,670.207,444.915,2.04,4.078,13.754,0.384,47.751,2.771,5.299
4643.25,4639.542,110.472,-45.823,20.269,8.535,630.039,417.551,2.848,3.83,14.964,0.31,47.728,2.753,5.458
4643.375,4639.667,110.475,-45.823,21.769,8.528,636.796,416.682,3.036,3.674,15.601,0.27,47.677,2.746,5.722
4643.5,4639.792,110.478,-45.822,21.756,8.535,657.24,425.445,2.986,3.557,15.779,0.242,47.628,2.738,5.79
4643.625,4639.917,110.48,-45.822,21.289,8.544,727.083,457.551,3.006,3.361,15.92,0.201,47.476,2.725,5.688
4643.75,4640.042,110.483,-45.821,22.825,8.566,842.461,508.633,3.192,3.042,16.559,0.144,47.47,2.713,5.327
4643.875,4640.167,110.486,-45.821,24.199,8.596,910.62,537.5,3.547,2.787,17.061,0.107,47.327,2.69,5.179
4644,4640.292,110.488,-45.821,25.866,8.622,1081.094,605.713,3.221,2.745,16.218,0.101,47.12,2.683,5.045
4644.125,4640.417,110.491,-45.82,24.549,8.676,1172.624,639.626,2.808,2.792,15.026,0.107,46.922,2.688,5.052
4644.25,4640.542,110.494,-45.82,23.463,8.701,1385.592,711.318,2.1,2.748,14.209,0.102,46.325,2.702,5.03
4644.375,4640.667,110.496,-45.819,22.563,8.759,1594.828,776.395,1.984,2.495,14.702,0.075,45.739,2.715,4.882
4644.5,4640.792,110.499,-45.819,22.671,8.875,1694.786,809.483,2.007,2.194,16.079,0.048,45.716,2.725,4.664
4644.625,4640.917,110.502,-45.818,23.058,8.94,1777.144,851.439,1.979,2.025,17.163,0.037,45.188,2.742,4.581
4644.75,4641.042,110.504,-45.818,22.481,9.037,1688.457,855.867,1.999,1.9,18.58,0.029,44.945,2.747,4.456
4644.875,4641.167,110.507,-45.817,21.882,9.077,1595.589,841.034,2.188,1.681,22.218,0.021,44.95,2.734,4.384
4645,4641.292,110.51,-45.817,20.7,9.119,1391.61,794.285,2.532,1.317,29.392,0.009,44.988,2.707,4.365
4645.125,4641.417,110.512,-45.816,20.347,9.271,1286.84,766.082,2.697,1.161,34.766,0.006,44.988,2.703,4.39
4645.25,4641.542,110.515,-45.816,20.351,9.451,1267.314,763.799,3.034,0.956,43.412,0.003,44.879,2.714,4.415
4645.375,4641.667,110.518,-45.815,20.3,9.497,1251.76,770.51,3.306,0.693,61.267,0.001,44.744,2.733,4.385
4645.5,4641.792,110.52,-45.815,20.478,9.487,1189.686,760.109,3.498,0.482,85.886,0,44.383,2.741,4.233
4645.625,4641.917,110.523,-45.814,20.821,9.399,1150.659,749.574,3.914,0.336,100,0,43.775,2.746,4.138
4645.75,4642.042,110.525,-45.814,21.758,9.359,1107.403,742.4,4.089,0.202,100,0,43.08,2.754,3.951
4645.875,4642.167,110.528,-45.814,21.802,9.339,1125.418,756.419,3.954,0.203,100,0,43.08,2.762,3.887
4646,4642.292,110.531,-45.813,21.369,9.34,1312.83,849.203,3.292,0.29,98.3,0,42.541,2.779,3.891
4646.125,4642.417,110.533,-45.813,20.336,9.266,1986.444,1105.629,2.954,0.38,86.721,0,42.133,2.796,3.88
4646.25,4642.542,110.536,-45.812,19.959,9.036,2734.84,1350.057,2.44,0.433,62.692,0,42.285,2.806,3.811
4646.375,4642.667,110.538,-45.812,20.103,8.921,4914.11,1947.079,2.342,0.452,46.138,0,43.039,2.822,3.791
4646.5,4642.792,110.541,-45.811,21.432,8.82,7222.622,2492.209,2.394,0.49,37.038,0,43.068,2.83,3.801
4646.625,4642.917,110.544,-45.811,22.23,8.962,7706.961,2597.801,2.511,0.738,23.79,0.002,43.682,2.837,3.849
4646.75,4643.042,110.546,-45.81,22.73,9.089,7230.976,2514.454,2.291,1.122,15.637,0.006,44.293,2.822,3.898
4646.875,4643.167,110.549,-45.81,20.709,9.271,5855.606,2265.938,2.023,1.507,12.578,0.014,44.741,2.806,4.011
4647,4643.292,110.551,-45.809,19.004,9.315,5141.242,2133.107,1.349,1.878,10.879,0.028,45.125,2.762,4.045
4647.125,4643.417,110.554,-45.809,16.674,9.292,4104.979,1920.427,1.076,2.081,10.894,0.04,45.363,2.73,4.012
4647.25,4643.542,110.556,-45.808,16.878,9.231,3142.897,1688.803,1.139,2.109,12.041,0.042,45.372,2.724,3.964
4647.375,4643.667,110.559,-45.808,17.598,9.194,2771.763,1581.335,1.35,2.049,13.648,0.038,45.466,2.742,3.962
4647.5,4643.792,110.561,-45.807,18.228,9.173,2154.961,1366.595,1.268,1.96,15.641,0.033,45.606,2.775,3.923
4647.625,4643.917,110.564,-45.807,17.027,9.132,1928.412,1275.266,1.141,2.077,16.004,0.04,45.802,2.785,3.856
4647.75,4644.042,110.567,-45.807,16.215,9.127,1588.248,1127.935,0.914,2.138,16.73,0.044,45.86,2.785,3.853
4647.875,4644.167,110.569,-45.806,15.544,9.231,1503.323,1089.384,0.891,2.128,17.404,0.043,45.73,2.775,3.928
4648,4644.292,110.572,-45.806,15.593,9.468,1555.775,1115.064,1.051,2.052,17.78,0.04,45.725,2.747,4.055
4648.125,4644.417,110.574,-45.805,16.219,9.566,1856.609,1256.132,1.605,1.634,20.466,0.018,45.251,2.722,4.126
4648.25,4644.542,110.577,-45.805,17.368,9.651,2441.416,1504.483,2.02,1.282,23.524,0.008,44.734,2.715,4.297
4648.375,4644.667,110.579,-45.804,17.918,9.589,2795.524,1637.913,2.613,0.928,29.773,0.003,44.475,2.717,4.36
4648.5,4644.792,110.582,-45.804,18.694,9.534,3585.217,1891.527,2.915,0.648,38.337,0.001,44.195,2.739,4.313
4648.625,4644.917,110.584,-45.803,19.498,9.443,4076.366,1994.602,3.065,0.477,48.903,0,44.195,2.756,4.141
4648.75,4645.042,110.587,-45.803,20.017,9.425,4151.434,1975.71,3.279,0.417,54.98,0,44.042,2.802,4.062
4648.875,4645.167,110.589,-45.802,20.232,9.467,3949.051,1828.511,2.929,0.565,42.036,0,44.056,2.833,3.999
4649,4645.292,110.592,-45.802,19.147,9.644,3776.34,1733.627,2.572,0.819,29.551,0.002,44.225,2.839,3.969
4649.125,4645.417,110.594,-45.801,18.555,9.738,3506.576,1606.412,2.091,1.07,22.861,0.005,44.346,2.83,3.983
4649.25,4645.542,110.597,-45.801,18.235,9.854,3336.978,1549.459,2.041,1.174,21.253,0.006,44.285,2.805,4.161
4649.375,4645.667,110.599,-45.8,18.503,9.769,3354.324,1558.966,2.182,1.135,21.883,0.005,44.285,2.791,4.404
4649.5,4645.792,110.602,-45.8,18.9,9.659,3763.022,1675.805,2.288,0.94,25.139,0.003,44.224,2.77,4.446
4649.625,4645.917,110.604,-45.799,19.069,9.408,4632.076,1896.087,2.342,0.722,29.985,0.001,43.927,2.768,4.269
4649.75,4646.042,110.607,-45.799,19.329,9.127,5180.33,2031.085,2.509,0.621,32.45,0.001,43.833,2.775,4.078
4649.875,4646.167,110.609,-45.798,19.968,9,5808.423,2203.208,2.545,0.73,27.103,0.001,43.948,2.785,4.099
4650,4646.292,110.612,-45.798,19.679,8.783,5438.3,2173.484,2.425,1.008,19.916,0.003,43.953,2.787,4.309
4650.125,4646.417,110.614,-45.798,19.11,8.673,4881.229,2066.89,2.07,1.33,15.998,0.009,44.167,2.792,4.394
4650.25,4646.542,110.616,-45.797,18.007,8.645,3478.416,1740.833,1.864,1.544,15.749,0.015,44.477,2.804,4.412
4650.375,4646.667,110.619,-45.797,17.799,8.611,2559.55,1470.397,1.856,1.63,17.164,0.018,44.748,2.813,4.271
4650.5,4646.792,110.621,-45.796,17.757,8.586,2292.521,1376.838,1.832,1.69,17.773,0.02,44.988,2.825,4.191
4650.625,4646.917,110.624,-45.796,17.238,8.582,2216.735,1333.607,1.709,1.679,18.18,0.019,45.083,2.816,4.088
4650.75,4647.042,110.626,-45.795,16.41,8.588,2327.594,1360.592,1.66,1.599,18.52,0.017,45.087,2.803,4.024
4650.875,4647.167,110.629,-45.795,16.347,8.592,2805.373,1493.399,1.81,1.463,18.544,0.012,44.995,2.772,4.03
4651,4647.292,110.631,-45.794,17.451,8.603,3692.704,1732.934,2.052,1.197,20.593,0.007,44.788,2.753,4.044
4651.125,4647.417,110.634,-45.794,18.449,8.615,4202.803,1868.42,2.562,0.875,25.494,0.002,44.66,2.726,3.874
4651.25,4647.542,110.636,-45.793,20.179,8.623,5155.785,2124.049,2.715,0.811,25.639,0.002,44.672,2.724,3.731
4651.375,4647.667,110.639,-45.793,20.32,8.651,5463.301,2215.243,2.589,1.099,18.651,0.006,44.672,2.737,3.601
4651.5,4647.792,110.641,-45.792,19.865,8.743,5328.786,2187.585,2.149,1.671,12.431,0.023,45.081,2.784,3.86
4651.625,4647.917,110.644,-45.792,18.811,8.833,4556.028,1988.588,1.908,2.352,9.281,0.063,45.865,2.816,4.09
4651.75,4648.042,110.646,-45.792,18.327,9.14,3412.616,1653.814,1.911,2.714,8.977,0.097,46.661,2.813,4.543
4651.875,4648.167,110.649,-45.791,18.334,9.493,2923.623,1493.928,2.053,2.638,10.322,0.089,47.341,2.775,4.655
4652,4648.292,110.651,-45.791,18.211,9.661,2228.246,1239.134,2.26,2.392,12.543,0.064,47.622,2.723,4.613
4652.125,4648.417,110.654,-45.79,18.351,9.803,2080.459,1176.591,2.453,2.218,14.27,0.05,47.622,2.708,4.351
4652.25,4648.542,110.656,-45.79,18.776,9.792,2044.01,1159.859,3.125,1.967,16.228,0.034,47.187,2.691,4.211
4652.375,4648.667,110.659,-45.789,19.588,9.652,2274.709,1275.825,3.338,1.648,18.489,0.018,46.686,2.694,4.127
4652.5,4648.792,110.661,-45.789,19.509,9.501,2460.802,1375.427,3.128,1.631,17.862,0.017,46.192,2.701,4.3
4652.625,4648.917,110.664,-45.788,18.208,9.465,2791.228,1562.85,2.502,1.687,16.286,0.02,45.714,2.723,4.427
4652.75,4649.042,110.666,-45.788,17.394,9.465,3109.566,1716.452,2.349,1.553,16.891,0.015,45.695,2.739,4.631
4652.875,4649.167,110.669,-45.788,17.746,9.534,3296.689,1774.323,2.367,1.341,18.631,0.009,45.002,2.768,4.689
4653,4649.292,110.671,-45.787,19.157,9.608,3882.227,1901.536,2.44,1.178,19.761,0.006,44.346,2.782,4.654
4653.125,4649.417,110.674,-45.787,20.052,9.779,4754.938,2043.593,2.421,0.897,24.636,0.003,44.46,2.779,4.375
4653.25,4649.542,110.676,-45.786,20.131,9.869,5463.33,2143.61,2.249,0.605,31.896,0.001,43.943,2.764,3.883
4653.375,4649.667,110.679,-45.786,19.797,9.842,7197.029,2377.575,2.045,0.594,28.979,0.001,43.902,2.748,3.717
4653.5,4649.792,110.681,-45.785,19.733,9.696,8673.115,2584.792,1.98,0.635,25.128,0.001,43.9,2.741,3.681
4653.625,4649.917,110.684,-45.785,19.736,9.618,8848.049,2610.973,1.825,0.808,19.642,0.002,43.822,2.738,3.788
4653.75,4650.042,110.686,-45.785,19.19,9.641,8628.918,2554.449,1.478,1.068,14.624,0.005,43.863,2.754,4.033
4653.875,4650.167,110.689,-45.784,18.194,9.793,8733.188,2530.498,1.323,1.22,12.483,0.007,43.854,2.767,4.134
4654,4650.292,110.691,-45.784,17.784,9.898,10737.863,2595.06,1.189,1.264,10.499,0.008,43.847,2.789,4.157
4654.125,4650.417,110.694,-45.783,17.793,10.012,21675.139,2820.257,1.236,1.124,8.9,0.006,43.742,2.782,4.176
4654.25,4650.542,110.696,-45.783,18.187,9.965,33992.055,2992.662,1.495,0.874,8.785,0.002,43.738,2.771,4.139
4654.375,4650.667,110.699,-45.782,19.241,9.903,62657.281,3280.848,1.801,0.781,7.644,0.002,43.439,2.756,4.115
4654.5,4650.792,110.701,-45.782,19.873,9.803,76384.266,3319.278,1.946,0.769,7.018,0.001,43.173,2.752,4.126
4654.625,4650.917,110.704,-45.782,19.631,9.82,70224.984,3189.5,2.023,0.803,7.101,0.002,42.883,2.754,4.249
4654.75,4651.042,110.706,-45.781,18.655,9.844,41288.219,2712.359,1.985,0.856,8.476,0.002,43.306,2.758,4.353
4654.875,4651.167,110.709,-45.781,18.113,9.811,17236.57,2211.091,1.969,0.939,11.123,0.002,43.306,2.762,4.545
4655,4651.292,110.711,-45.78,18.108,9.636,9570.704,1965.653,2.077,1.008,14.849,0.003,43.586,2.777,4.614
4655.125,4651.417,110.714,-45.78,18.897,9.546,4505.449,1634.493,2.361,1.007,20.075,0.003,43.871,2.791,4.61
4655.25,4651.542,110.716,-45.779,20.78,9.443,3445.612,1499.613,2.54,1.03,24.017,0.004,44.008,2.797,4.587
4655.375,4651.667,110.719,-45.779,21.503,9.424,2606.949,1321.94,2.641,1.172,24.179,0.006,44.241,2.801,4.635
4655.5,4651.792,110.721,-45.779,21.249,9.352,2075.353,1174.088,2.305,1.443,21.755,0.012,44.386,2.796,4.863
4655.625,4651.917,110.724,-45.778,20.215,9.242,1909.375,1117.09,2.058,1.677,19.921,0.019,44.386,2.79,5.114
4655.75,4652.042,110.726,-45.778,18.041,9.196,1644.781,1007.897,1.773,1.811,19.655,0.025,44.375,2.776,5.181
4655.875,4652.167,110.729,-45.777,17.958,9.176,1445.551,907.062,1.812,1.823,20.783,0.026,44.426,2.772,5.085
4656,4652.292,110.732,-45.777,18.491,9.215,1342.714,849.734,2.029,1.812,21.966,0.025,44.626,2.778,5.001
4656.125,4652.417,110.734,-45.777,19.117,9.268,1166.46,746.03,2.001,1.87,22.731,0.028,44.636,2.794,5.106
4656.25,4652.542,110.737,-45.776,18.452,9.487,986.2,641.846,1.895,2,22.843,0.035,44.636,2.803,5.61
4656.375,4652.667,110.739,-45.776,17.953,9.73,914.282,602.56,1.754,2.166,22.237,0.046,44.346,2.804,5.96
4656.5,4652.792,110.742,-45.775,17.254,9.803,805.287,548.683,1.792,2.251,22.467,0.052,44.341,2.784,5.952
4656.625,4652.917,110.744,-45.775,17.203,9.723,768.247,538.614,1.884,2.207,23.59,0.048,44.73,2.771,5.718
4656.75,4653.042,110.747,-45.775,17.338,9.482,772.553,547.472,2.144,2.04,25.433,0.037,44.745,2.746,5.648
4656.875,4653.167,110.749,-45.774,17.533,9.393,825.581,589.005,2.286,1.865,27.127,0.028,44.582,2.738,5.688
4657,4653.292,110.752,-45.774,17.541,9.339,872.162,621.667,2.325,1.667,29.318,0.019,44.576,2.738,5.566
4657.125,4653.417,110.754,-45.774,17.584,9.352,973.699,689.421,2.355,1.499,31.019,0.013,44.377,2.74,5.417
4657.25,4653.542,110.757,-45.773,17.851,9.365,1077.333,756.79,2.361,1.495,29.896,0.013,44.142,2.755,5.187
4657.375,4653.667,110.76,-45.773,17.921,9.336,1112.151,779.939,2.221,1.731,25.248,0.022,44.365,2.768,5.312
4657.5,4653.792,110.762,-45.772,17.064,9.329,1141.396,803.702,1.714,2.008,21.569,0.036,44.394,2.789,5.477
4657.625,4653.917,110.765,-45.772,15.819,9.369,1110.445,792.802,1.526,2.245,19.383,0.052,44.394,2.792,5.74
4657.75,4654.042,110.767,-45.772,15.775,9.401,1076.156,775.876,1.593,2.37,18.735,0.062,44.454,2.786,5.795
4657.875,4654.167,110.77,-45.771,17.057,9.381,994.714,727.523,1.895,2.496,18.427,0.074,44.684,2.78,5.732
4658,4654.292,110.772,-45.771,17.993,9.303,907.29,663.058,1.933,2.631,18.165,0.088,45.464,2.778,5.518
4658.125,4654.417,110.775,-45.771,17.895,9.313,878.807,635.757,1.74,2.739,17.811,0.101,45.667,2.776,5.455
4658.25,4654.542,110.777,-45.77,17.668,9.37,868.893,601.833,1.629,2.763,17.598,0.103,45.636,2.774,5.495
4658.375,4654.667,110.78,-45.77,18.58,9.514,955.673,617.841,1.642,2.627,17.836,0.088,45.636,2.773,5.63
4658.5,4654.792,110.783,-45.769,19.145,9.632,1060.223,651.564,1.619,2.389,18.222,0.064,45.244,2.773,5.643
4658.625,4654.917,110.785,-45.769,19.357,9.666,1451.127,783.018,1.376,2.128,17.951,0.044,44.758,2.776,5.482
4658.75,4655.042,110.788,-45.769,18.605,9.688,1865.953,906.52,1.199,1.868,17.043,0.028,44.148,2.778,5.303
4658.875,4655.167,110.79,-45.768,18.254,9.664,3838.502,1295.628,1.029,1.598,14.232,0.017,43.608,2.777,5.239
4659,4655.292,110.793,-45.768,18.306,9.546,8760.516,1966.459,1.086,1.207,13.652,0.007,43.229,2.775,4.867
4659.125,4655.417,110.795,-45.768,18.735,9.402,11239.549,2290.847,1.432,0.898,15.346,0.002,43.229,2.775,4.212
4659.25,4655.542,110.798,-45.767,19.779,9.348,13059.635,2625.896,1.795,1.062,12.981,0.005,43.348,2.791,3.94
4659.375,4655.667,110.801,-45.767,20.257,9.406,9308.93,2295.639,1.901,1.696,9.151,0.025,44.247,2.803,4.001
4659.5,4655.792,110.803,-45.767,20.297,9.695,6529.36,1969.159,1.999,2.584,7.169,0.09,45.585,2.823,4.652
4659.625,4655.917,110.806,-45.766,19.874,9.864,3253.149,1444.505,1.996,3.371,7.197,0.209,47.148,2.813,4.997
4659.75,4656.042,110.808,-45.766,19.237,10.118,2171.174,1164.823,1.987,3.877,7.727,0.323,47.209,2.794,5.5
4659.875,4656.167,110.811,-45.766,18.977,10.193,2001.926,1119.282,1.973,3.926,8.237,0.337,48.584,2.75,5.613
4660,4656.292,110.813,-45.765,18.508,10.233,1870.404,1127.04,1.906,3.863,8.617,0.319,48.947,2.725,5.761
4660.125,4656.417,110.816,-45.765,18.269,10.356,1862.631,1165.352,1.873,3.722,9.034,0.282,48.169,2.727,6.056
4660.25,4656.542,110.819,-45.765,18.332,10.402,1846.454,1272.618,1.862,3.381,10.04,0.209,46.577,2.746,6.31
4660.375,4656.667,110.821,-45.764,18.828,10.296,1848.016,1383.914,1.901,2.761,12.318,0.107,44.99,2.764,6.74
4660.5,4656.792,110.824,-45.764,19.123,10.002,1904.741,1454.817,2.003,2.25,14.602,0.052,44.928,2.776,6.994
4660.625,4656.917,110.826,-45.763,19.288,9.891,2196.288,1608.453,2.032,2.105,14.569,0.042,43.722,2.807,7.082
4660.75,4657.042,110.829,-45.763,19.001,9.806,2747.485,1783.052,2.006,2.106,13.274,0.042,43.071,2.827,7.218
4660.875,4657.167,110.832,-45.763,18.727,9.819,3069.877,1856.012,1.894,1.999,12.927,0.035,42.796,2.853,6.978
4661,4657.292,110.834,-45.762,18.056,9.826,3848.86,2013.822,1.811,1.829,12.848,0.026,42.656,2.848,6.689
4661.125,4657.417,110.837,-45.762,18.177,9.859,4633.289,2259.504,1.854,1.592,13.5,0.016,42.656,2.838,6.13
4661.25,4657.542,110.839,-45.762,18.73,9.912,5053.151,2467.883,2.064,1.497,13.518,0.013,43.061,2.827,5.925
4661.375,4657.667,110.842,-45.761,19.993,9.921,5909.372,3014.649,2.162,1.49,12.473,0.013,43.44,2.821,5.795
4661.5,4657.792,110.845,-45.761,20.442,9.885,8035.422,3903.646,2.115,1.493,10.881,0.013,44.196,2.812,5.709
4661.625,4657.917,110.847,-45.761,20.075,9.805,10293.545,4474.69,1.774,1.347,10.031,0.009,43.183,2.791,5.587
4661.75,4658.042,110.85,-45.761,18.773,9.76,22060.717,6060.93,1.431,1.212,8.256,0.006,42.589,2.782,5.148
4661.875,4658.167,110.852,-45.76,18.064,9.692,32624.873,6969.643,1.384,1.083,7.182,0.005,42.589,2.785,4.76
4662,4658.292,110.855,-45.76,18.096,9.664,62300.051,8948.359,1.521,1.033,5.765,0.004,42.129,2.795,4.642
4662.125,4658.417,110.858,-45.76,18.692,9.629,86783.727,10337.846,1.638,1.043,4.825,0.004,42.105,2.8,4.68
4662.25,4658.542,110.86,-45.759,19.058,9.57,94973.758,10746.164,1.938,1.067,4.428,0.004,42.128,2.817,4.935
4662.375,4658.667,110.863,-45.759,19.773,9.525,99213.773,10656.293,2.352,1.027,4.519,0.004,42.238,2.827,5.044
4662.5,4658.792,110.865,-45.759,20.718,9.417,95328.344,9831.679,2.6,0.964,4.893,0.003,42.242,2.822,5.116
4662.625,4658.917,110.868,-45.758,21.183,9.382,91471.125,9371.951,3.071,0.83,5.835,0.002,42.365,2.8,5.018
4662.75,4659.042,110.871,-45.758,22.493,9.412,84746.688,8645.421,3.667,0.714,6.934,0.001,42.447,2.782,4.964
4662.875,4659.167,110.873,-45.758,23.674,9.512,84835.086,8304.623,3.88,0.657,7.583,0.001,42.624,2.777,4.931
4663,4659.292,110.876,-45.757,24.026,9.535,83929.469,8068.801,4.067,0.623,8.185,0.001,42.853,2.765,4.925
4663.125,4659.417,110.878,-45.757,24.339,9.488,71021.914,7282.381,4.171,0.548,10.078,0.001,43.014,2.754,4.849
4663.25,4659.542,110.881,-45.757,25.652,9.376,59161.629,6734.054,4.302,0.424,14.84,0,43.02,2.755,4.649
4663.375,4659.667,110.884,-45.757,26.708,9.369,40652.078,5933.745,4.571,0.299,24.761,0,43.19,2.772,4.547
4663.5,4659.792,110.886,-45.756,28.137,9.48,31234.266,5428.427,4.463,0.224,36.026,0,43.077,2.804,4.391
4663.625,4659.917,110.889,-45.756,27.939,9.63,27865.318,5178.59,4.215,0.256,35.873,0,42.819,2.817,4.301
4663.75,4660.042,110.892,-45.756,26.141,9.685,17724.354,4386.111,3.521,0.382,28.977,0,42.944,2.82,4.279
4663.875,4660.167,110.894,-45.755,23.897,9.715,9147.095,3531.767,3.242,0.539,27.127,0,42.944,2.807,4.342
4664,4660.292,110.897,-45.755,22.802,9.691,6398.601,3162.266,2.829,0.71,25.355,0.001,43.688,2.765,4.457
4664.125,4660.417,110.899,-45.755,21.404,9.659,4716.699,2848.944,2.651,0.807,24.847,0.002,43.959,2.733,4.482
4664.25,4660.542,110.902,-45.754,20.844,9.547,5544.102,2944.274,2.65,0.846,22.557,0.002,43.855,2.723,4.497
4664.375,4660.667,110.905,-45.754,20.969,9.386,8188.607,3165.625,2.79,0.884,16.904,0.002,43.665,2.713,4.636
4664.5,4660.792,110.907,-45.754,21.41,9.27,25064.918,4067.27,2.93,0.911,10.216,0.002,43.393,2.714,4.783
4664.625,4660.917,110.91,-45.754,22.169,9.011,55280.73,5276.462,3.072,0.902,7.07,0.003,43.393,2.721,5.013
4664.75,4661.042,110.913,-45.753,22.843,8.745,72602.008,5892.715,3.65,0.74,7.371,0.002,43.518,2.747,5.047
4664.875,4661.167,110.915,-45.753,24.137,8.659,92272.156,6537.25,4.127,0.413,35.618,0.001,43.664,2.776,4.897
4665,4661.292,110.918,-45.753,24.537,8.58,95022.805,6620.153,4.216,0.006,100,0,43.765,2.791,4.604
4665.125,4661.417,110.921,-45.752,24.783,8.574,85781.516,6314.64,4.542,0.001,100,0,43.671,2.823,4.466
4665.25,4661.542,110.923,-45.752,27.622,8.575,65009.445,5665.399,4.965,0.001,100,0,43.575,2.849,4.159
4665.375,4661.667,110.926,-45.752,30.023,8.579,53654.789,5321.582,5.891,0.001,100,0,43.575,2.846,3.873
4665.5,4661.792,110.928,-45.752,34.429,8.582,31813.98,4603.003,6.407,0.001,100,0,43.505,2.811,3.759
