Depth,TVD,DX,DY,PERM,POR,SW,AC,CAL,CNL,DEN,GR,KTH,PE,RT,RXO,SH
4575.375,4573.541,60.349,-59.313,0.194,3.332,16.068,45.963,9.818,4.718,2.797,23.92,12.17,-9999,851.595,455.377,0.5
4575.5,4573.666,60.353,-59.313,0.164,3.167,17.475,45.957,9.831,4.752,2.806,24.074,12.201,-9999,796.577,427.51,0.513
4575.625,4573.791,60.358,-59.313,0.166,3.182,17.704,45.946,9.775,4.797,2.804,23.922,11.977,-9999,775.356,416.777,0.417
4575.75,4573.916,60.362,-59.314,0.235,3.528,15.97,46.009,9.697,4.896,2.787,23.289,11.534,-9999,797.008,428.834,0.227
4575.875,4574.041,60.367,-59.314,0.342,3.944,14.024,46.204,9.632,5.03,2.772,22.735,11.262,-9999,842.899,453.395,0.111
4576,4574.166,60.371,-59.314,0.4,4.132,13.048,46.467,9.554,5.161,2.773,22.508,11.224,-9999,891.328,478.525,0.095
4576.125,4574.291,60.375,-59.314,0.398,4.127,12.82,46.664,9.447,5.245,2.78,22.401,11.215,-9999,917.553,492.166,0.091
4576.25,4574.415,60.38,-59.314,0.439,4.248,12.454,46.854,9.34,5.34,2.775,22.348,11.193,-9999,915.753,492.833,0.082
4576.375,4574.54,60.384,-59.315,0.616,4.7,11.462,47.206,9.272,5.568,2.75,22.399,11.23,-9999,892.091,483.974,0.098
4576.5,4574.665,60.389,-59.315,0.944,5.336,10.332,47.258,9.262,5.961,2.727,22.696,11.316,-9999,870.222,474.877,0.134
4576.625,4574.79,60.393,-59.315,1.147,5.655,9.811,47.273,9.307,6.362,2.72,23.013,11.252,-9999,871.808,474.266,0.107
4576.75,4574.915,60.398,-59.315,1.112,5.603,9.74,47.188,9.388,6.481,2.731,22.889,10.848,-9999,906.823,487.157,0.01
4576.875,4575.04,60.402,-59.316,0.878,5.222,10.141,47.123,9.469,6.292,2.753,22.468,10.354,-9999,952.115,504.261,0.01
4577,4575.165,60.406,-59.316,0.571,4.596,11.24,47.009,9.54,6.033,2.776,22.264,10.16,-9999,977.788,511.652,0.01
4577.125,4575.29,60.411,-59.316,0.385,4.086,12.575,46.845,9.604,5.836,2.793,22.725,10.632,-9999,961.704,498.18,0.01
4577.25,4575.415,60.415,-59.316,0.315,3.848,13.56,46.738,9.652,5.687,2.797,23.449,11.571,-9999,920.523,472.368,0.243
4577.375,4575.54,60.42,-59.316,0.332,3.909,13.705,46.655,9.665,5.544,2.789,23.678,12.641,-9999,875.86,445.19,0.703
4577.5,4575.665,60.424,-59.317,0.337,3.927,13.88,46.571,9.643,5.402,2.78,23.204,13.613,-9999,853.701,429.237,1.126
4577.625,4575.79,60.429,-59.317,0.301,3.796,14.299,46.328,9.634,5.313,2.776,22.813,14.537,-9999,864.543,429.276,1.534
4577.75,4575.914,60.433,-59.317,0.218,3.448,15.298,46.171,9.7,5.303,2.781,23.074,15.682,-9999,908.878,446.172,2.045
4577.875,4576.039,60.437,-59.317,0.139,3.015,16.799,46.088,9.844,5.37,2.79,23.73,16.873,-9999,968.427,472.519,2.585
4578,4576.164,60.442,-59.318,0.094,2.684,18.203,46.031,9.963,5.429,2.801,23.915,17.28,-9999,1019.295,497.301,2.772
4578.125,4576.289,60.446,-59.318,0.084,2.594,18.544,46.015,9.962,5.325,2.812,23.171,16.154,-9999,1038.575,510.106,2.258
4578.25,4576.414,60.451,-59.318,0.105,2.777,17.48,46.038,9.861,5.1,2.816,22.136,14.417,-9999,1020.059,507.177,1.481
4578.375,4576.539,60.455,-59.318,0.155,3.114,16.024,46.084,9.741,4.952,2.813,21.555,13.13,-9999,978.104,493.47,0.915
4578.5,4576.664,60.46,-59.318,0.206,3.393,15.158,46.233,9.631,5.038,2.801,21.779,12.647,-9999,931.408,476.04,0.706
4578.625,4576.789,60.464,-59.319,0.309,3.827,13.866,46.516,9.504,5.251,2.786,22.53,12.55,-9999,890.758,459.292,0.664
4578.75,4576.914,60.468,-59.319,0.444,4.263,12.816,46.925,9.37,5.433,2.769,23.354,12.751,-9999,852.586,442.117,0.751
4578.875,4577.039,60.473,-59.319,0.62,4.709,11.95,47.203,9.286,5.499,2.757,23.74,13.169,-9999,815.465,424.015,0.932
4579,4577.164,60.477,-59.319,0.78,5.042,11.445,47.651,9.263,5.492,2.746,23.634,13.6,-9999,784.91,407.63,1.121
4579.125,4577.289,60.482,-59.32,0.884,5.232,11.21,47.608,9.281,5.452,2.737,23.241,13.93,-9999,765.595,394.94,1.266
4579.25,4577.414,60.486,-59.32,0.909,5.277,11.213,47.387,9.299,5.451,2.731,23.064,14.273,-9999,754.917,384.449,1.417
4579.375,4577.538,60.491,-59.32,0.782,5.046,11.741,47.203,9.303,5.426,2.735,23.395,14.818,-9999,749.549,374.801,1.659
4579.5,4577.663,60.495,-59.32,0.462,4.314,13.56,46.702,9.289,5.173,2.751,24.281,15.649,-9999,755.239,368.854,2.03
4579.625,4577.788,60.499,-59.321,0.196,3.345,16.924,46.307,9.244,4.673,2.773,25.213,16.398,-9999,786.825,372.747,2.369
4579.75,4577.913,60.504,-59.321,0.076,2.522,21.183,45.933,9.166,4.212,2.796,25.37,16.467,-9999,856.458,389.964,2.4
4579.875,4578.038,60.508,-59.321,0.05,2.219,22.399,45.564,9.078,4.064,2.808,24.425,15.618,-9999,982.989,422.771,2.016
4580,4578.163,60.513,-59.321,0.069,2.453,18.775,45.449,9.012,4.116,2.804,23.287,14.602,-9999,1171.409,468.361,1.563
4580.125,4578.288,60.517,-59.321,0.129,2.954,14.458,45.613,8.976,4.185,2.79,22.552,13.91,-9999,1388.473,517.792,1.257
4580.25,4578.413,60.522,-59.322,0.216,3.44,11.796,45.838,8.961,4.268,2.774,22.039,13.437,-9999,1540.272,550.031,1.049
4580.375,4578.538,60.526,-59.322,0.336,3.924,10.249,46.359,8.953,4.484,2.761,21.49,13.04,-9999,1558.41,550.786,0.876
4580.5,4578.663,60.531,-59.322,0.51,4.443,9.427,46.763,8.951,4.845,2.747,21.241,13.052,-9999,1441.314,519.639,0.881
4580.625,4578.788,60.535,-59.322,0.745,4.972,9.037,47.04,8.953,5.22,2.734,21.501,13.554,-9999,1260.236,471.759,1.101
4580.75,4578.913,60.539,-59.323,0.952,5.35,9.083,47.226,8.953,5.442,2.728,21.652,14.129,-9999,1088.965,423.473,1.353
4580.875,4579.037,60.544,-59.323,1.041,5.493,9.49,47.606,8.949,5.456,2.731,21.277,14.433,-9999,951.555,380.077,1.488
4581,4579.162,60.548,-59.323,1.067,5.534,10.028,47.85,8.946,5.389,2.734,20.743,14.511,-9999,844.378,341.795,1.522
4581.125,4579.287,60.553,-59.323,1.104,5.591,10.491,48.06,8.945,5.405,2.733,20.72,14.657,-9999,759.201,308.672,1.587
4581.25,4579.412,60.557,-59.323,1.102,5.588,10.967,48.229,8.943,5.556,2.736,21.463,14.692,-9999,699.851,283.622,1.603
4581.375,4579.537,60.562,-59.324,0.986,5.406,11.618,48.207,8.94,5.687,2.747,22.506,14.304,-9999,671.5,269.458,1.431
4581.5,4579.662,60.566,-59.324,0.801,5.082,12.327,47.988,8.934,5.684,2.758,23.375,13.771,-9999,674.431,266.368,1.196
4581.625,4579.787,60.57,-59.324,0.718,4.919,12.429,47.769,8.93,5.623,2.758,23.797,13.294,-9999,713.379,275.407,0.987
4581.75,4579.912,60.575,-59.324,0.792,5.064,11.596,47.685,8.928,5.608,2.747,23.991,12.729,-9999,782.912,295.291,0.741
4581.875,4580.037,60.579,-59.325,0.965,5.372,10.381,47.833,8.93,5.587,2.736,23.793,12.026,-9999,876.034,325.011,0.438
4582,4580.162,60.584,-59.325,1.114,5.605,9.442,48.05,8.931,5.325,2.729,22.67,11.511,-9999,976.095,359.643,0.217
4582.125,4580.287,60.588,-59.325,1.261,5.816,8.708,48.176,8.932,5.136,2.721,21.098,11.269,-9999,1065.885,391.266,0.114
4582.25,4580.412,60.593,-59.325,1.594,6.236,7.879,48.558,8.933,5.076,2.708,20.062,11.392,-9999,1138.965,415.937,0.167
4582.375,4580.537,60.597,-59.326,1.89,6.56,7.327,48.833,8.933,5.167,2.7,20.185,11.925,-9999,1191.908,431.642,0.394
4582.5,4580.661,60.601,-59.326,2.132,6.8,6.989,49.098,8.933,5.35,2.698,20.672,12.457,-9999,1218.203,436.612,0.623
4582.625,4580.786,60.606,-59.326,2.342,6.993,6.817,49.404,8.936,5.585,2.695,20.666,12.421,-9999,1208.204,427.603,0.608
4582.75,4580.911,60.61,-59.326,2.569,7.188,6.737,49.678,8.944,5.806,2.69,20.379,11.896,-9999,1169.275,407.329,0.382
4582.875,4581.036,60.615,-59.326,2.784,7.362,6.729,49.753,8.957,5.945,2.684,20.39,11.301,-9999,1120.293,383.495,0.128
4583,4581.161,60.619,-59.327,2.83,7.399,6.843,49.644,8.965,5.959,2.682,20.781,10.731,-9999,1074.104,361.294,0.01
4583.125,4581.286,60.624,-59.327,2.609,7.221,7.117,49.361,8.966,5.926,2.688,21.235,10.28,-9999,1045.286,345.392,0.01
4583.25,4581.411,60.628,-59.327,2.158,6.825,7.505,49,8.962,5.926,2.702,21.787,10.005,-9999,1050.553,340.935,0.01
4583.375,4581.536,60.632,-59.327,1.701,6.358,7.836,49,8.959,5.963,2.719,22.357,9.945,-9999,1114.907,355.809,0.01
4583.5,4581.661,60.637,-59.328,1.359,5.948,7.956,48.64,8.956,5.919,2.732,22.516,10.017,-9999,1238.403,389.262,0.01
4583.625,4581.786,60.641,-59.328,1.145,5.652,7.802,48.34,8.945,5.693,2.738,22.161,10.14,-9999,1421.374,440.003,0.01
4583.75,4581.911,60.646,-59.328,0.978,5.393,7.554,48.205,8.928,5.402,2.745,21.67,10.302,-9999,1657.695,505.234,0.01
4583.875,4582.036,60.65,-59.328,0.826,5.128,7.37,48.107,8.912,5.275,2.755,21.424,10.617,-9999,1895.928,570.577,0.01
4584,4582.16,60.655,-59.328,0.754,4.99,7.222,48.064,8.904,5.367,2.763,21.5,11.082,-9999,2051.469,611.69,0.035
4584.125,4582.285,60.659,-59.329,0.822,5.121,6.976,48.198,8.905,5.526,2.758,21.879,11.692,-9999,2051.41,607.823,0.295
4584.25,4582.41,60.663,-59.329,1.07,5.539,6.659,48.592,8.908,5.649,2.744,22.487,12.38,-9999,1923.834,569.007,0.59
4584.375,4582.535,60.668,-59.329,1.448,6.061,6.441,48.968,8.914,5.829,2.729,23,12.984,-9999,1726.852,513.982,0.852
4584.5,4582.66,60.672,-59.329,1.89,6.561,6.354,49.407,8.925,6.191,2.716,22.83,13.201,-9999,1532.558,462.297,0.946
4584.625,4582.785,60.677,-59.33,2.315,6.969,6.347,49.729,8.939,6.652,2.707,21.965,12.92,-9999,1376.568,421.577,0.824
4584.75,4582.91,60.681,-59.33,2.661,7.264,6.37,49.729,8.949,6.99,2.702,21.022,12.409,-9999,1274.21,395.326,0.603
4584.875,4583.035,60.686,-59.33,2.836,7.403,6.449,49.906,8.952,7.08,2.7,20.827,12.097,-9999,1205.806,379.271,0.468
4585,4583.16,60.69,-59.33,2.812,7.384,6.626,50.007,8.948,6.984,2.703,21.57,12.182,-9999,1147.03,366.796,0.505
4585.125,4583.285,60.694,-59.331,2.795,7.371,6.819,50.1,8.944,6.912,2.703,22.652,12.297,-9999,1084.608,353.141,0.554
4585.25,4583.41,60.699,-59.331,3.007,7.533,6.878,50.225,8.945,7.023,2.699,23.094,12.189,-9999,1025.485,339.417,0.508
4585.375,4583.535,60.703,-59.331,3.501,7.882,6.743,50.417,8.958,7.295,2.69,22.532,11.704,-9999,984.92,329.828,0.3
4585.5,4583.66,60.708,-59.331,4.055,8.235,6.505,50.944,8.98,7.463,2.681,21.537,11.222,-9999,989.103,331.843,0.094
4585.625,4583.784,60.712,-59.331,4.383,8.427,6.217,51.113,9.002,7.39,2.676,20.978,11.021,-9999,1050.328,349.092,0.01
4585.75,4583.909,60.717,-59.332,4.455,8.468,5.873,51.233,9.013,7.207,2.674,21.116,11.288,-9999,1177.091,383.43,0.122
4585.875,4584.034,60.721,-59.332,4.36,8.414,5.526,51.164,9.016,7.113,2.675,21.532,11.679,-9999,1350.173,427.561,0.289
4586,4584.159,60.725,-59.332,4.086,8.253,5.272,50.939,9.016,7.078,2.68,21.895,11.937,-9999,1527.735,468.462,0.4
4586.125,4584.284,60.73,-59.332,3.677,7.998,5.184,50.939,9.012,6.943,2.687,22.035,11.833,-9999,1658.009,492.078,0.355
4586.25,4584.409,60.734,-59.333,3.268,7.722,5.24,50.66,9.005,6.7,2.693,22.103,11.619,-9999,1708.537,492.597,0.263
4586.375,4584.534,60.739,-59.333,3.032,7.552,5.364,50.418,9.002,6.526,2.695,22.331,11.513,-9999,1690.918,474.77,0.218
4586.5,4584.659,60.743,-59.333,2.952,7.492,5.472,50.314,9.007,6.573,2.696,22.873,11.636,-9999,1647.054,448.433,0.271
4586.625,4584.784,60.748,-59.333,2.939,7.482,5.52,50.26,9.008,6.733,2.698,23.157,11.79,-9999,1634.788,427.101,0.337
4586.75,4584.909,60.752,-59.333,3.036,7.555,5.42,50.247,8.995,6.907,2.697,22.686,11.852,-9999,1673.22,414.806,0.363
4586.875,4585.034,60.756,-59.334,3.441,7.842,5.138,50.566,8.972,7.095,2.685,21.851,11.914,-9999,1740.105,404.675,0.39
4587,4585.159,60.761,-59.334,4.512,8.5,4.693,50.775,8.95,7.423,2.658,21.644,12.217,-9999,1784.872,384.795,0.52
4587.125,4585.283,60.765,-59.334,6.544,9.495,4.231,51.061,8.933,7.938,2.619,22.206,12.699,-9999,1777.606,351.693,0.728
4587.25,4585.408,60.77,-59.334,9.387,10.571,3.874,51.427,8.922,8.505,2.579,22.507,12.831,-9999,1728.2,314.121,0.785
4587.375,4585.533,60.774,-59.335,12.14,11.412,3.663,51.471,8.924,8.981,2.552,21.666,12.219,-9999,1682.508,285.489,0.521
4587.5,4585.658,60.779,-59.335,13.305,11.728,3.574,51.682,8.939,9.194,2.548,20.678,11.498,-9999,1696.079,275.731,0.212
4587.625,4585.783,60.783,-59.335,12.12,11.406,3.562,51.726,8.958,9.007,2.568,20.258,11.117,-9999,1842.741,290.345,0.05
4587.75,4585.908,60.787,-59.335,9.228,10.518,3.548,51.48,8.97,8.556,2.602,20.506,11.159,-9999,2193.95,334.165,0.067
4587.875,4586.033,60.792,-59.336,6.515,9.482,3.473,51.077,8.976,8.156,2.636,21.098,11.488,-9999,2806.685,412.642,0.208
4588,4586.158,60.796,-59.336,4.683,8.595,3.366,50.638,8.977,8.015,2.661,21.466,11.703,-9999,3559.043,508.21,0.299
4588.125,4586.283,60.801,-59.336,3.605,7.951,3.291,50.134,8.985,8.013,2.677,21.527,11.71,-9999,4240.671,591.022,0.302
4588.25,4586.408,60.805,-59.336,2.877,7.435,3.328,48.815,9.003,7.933,2.687,21.42,11.6,-9999,4587.603,623.985,0.255
4588.375,4586.533,60.81,-59.336,2.382,7.029,3.478,48.405,9.026,7.792,2.695,21.006,11.389,-9999,4573.995,605.622,0.165
4588.5,4586.658,60.814,-59.337,2.113,6.783,3.704,48.05,9.043,7.669,2.703,20.187,11.056,-9999,4263.351,547.73,0.024
4588.625,4586.783,60.819,-59.337,1.974,6.646,3.976,47.881,9.045,7.602,2.708,19.474,10.708,-9999,3816.619,474.814,0.01
4588.75,4586.907,60.823,-59.337,1.943,6.615,4.239,47.917,9.033,7.529,2.711,19.436,10.599,-9999,3391.642,408.389,0.01
4588.875,4587.032,60.827,-59.337,2.037,6.709,4.406,48.053,9.013,7.441,2.706,20.188,10.836,-9999,3071.783,361.217,0.01
4589,4587.157,60.832,-59.338,2.282,6.939,4.443,48.461,8.997,7.492,2.7,20.954,11.051,-9999,2854.02,334.448,0.022
4589.125,4587.282,60.836,-59.338,2.595,7.21,4.427,48.92,8.992,7.634,2.696,21.356,11.216,-9999,2677.734,319.949,0.092
4589.25,4587.407,60.841,-59.338,2.796,7.372,4.484,49.191,8.998,7.751,2.695,21.379,11.395,-9999,2499.654,311.689,0.168
4589.375,4587.532,60.845,-59.338,2.872,7.431,4.626,49.345,9.004,7.661,2.695,21.135,11.624,-9999,2306.307,304.944,0.266
4589.5,4587.657,60.85,-59.338,2.899,7.452,4.827,49.499,9.006,7.363,2.691,20.692,11.768,-9999,2102.307,297.211,0.327
4589.625,4587.782,60.854,-59.339,2.966,7.502,5.05,49.503,9.005,7.042,2.685,20.232,11.899,-9999,1891.867,286.173,0.383
4589.75,4587.907,60.858,-59.339,3.084,7.59,5.283,49.534,9.007,6.887,2.68,20.101,12.14,-9999,1691.141,272.507,0.487
4589.875,4588.032,60.863,-59.339,3.255,7.713,5.511,49.592,9.01,6.895,2.677,20.227,12.489,-9999,1506.174,257.324,0.637
4590,4588.157,60.867,-59.339,3.529,7.901,5.71,49.868,9.014,7.01,2.674,20.12,12.492,-9999,1341.348,241.286,0.639
4590.125,4588.282,60.872,-59.34,3.92,8.152,5.889,49.989,9.012,7.144,2.671,19.804,12.099,-9999,1187.762,224.163,0.469
4590.25,4588.406,60.876,-59.34,4.297,8.377,6.124,50.333,9.004,7.294,2.67,19.633,11.6,-9999,1041.435,205.564,0.255
4590.375,4588.531,60.881,-59.34,4.557,8.525,6.463,50.859,8.978,7.486,2.672,19.649,11.181,-9999,903.847,185.68,0.077
4590.5,4588.656,60.885,-59.34,4.784,8.65,6.849,51.287,8.942,7.74,2.674,19.588,10.803,-9999,784.234,166.629,0.01
4590.625,4588.781,60.889,-59.34,5.109,8.82,7.173,51.511,8.906,8.023,2.671,19.566,10.494,-9999,692.706,150.919,0.01
4590.75,4588.906,60.894,-59.341,5.49,9.012,7.417,51.637,8.889,8.219,2.667,19.704,10.206,-9999,626.259,139.107,0.01
4590.875,4589.031,60.898,-59.341,5.732,9.128,7.665,51.826,8.887,8.288,2.665,19.734,9.742,-9999,573.052,129.616,0.01
4591,4589.156,60.903,-59.341,5.69,9.108,8.038,51.858,8.897,8.293,2.669,19.553,9.232,-9999,522.452,120.635,0.01
4591.125,4589.281,60.907,-59.341,5.366,8.95,8.57,51.867,8.915,8.292,2.678,19.388,8.979,-9999,467.659,110.814,0.01
4591.25,4589.406,60.912,-59.342,4.922,8.723,9.334,51.861,8.952,8.262,2.687,19.317,8.932,-9999,423.267,102.932,0.01
4591.375,4589.531,60.916,-59.342,4.605,8.552,9.706,51.826,8.973,8.2,2.692,19.362,8.881,-9999,409.338,101.095,0.01
4591.5,4589.656,60.92,-59.342,4.498,8.493,9.849,51.784,8.981,8.182,2.693,19.657,8.946,-9999,404.138,101.708,0.01
4591.625,4589.781,60.925,-59.342,4.464,8.473,9.912,51.73,8.979,8.219,2.694,20.322,9.217,-9999,400.335,103.437,0.01
4591.75,4589.906,60.929,-59.343,4.398,8.436,10.067,51.694,8.976,8.263,2.698,21.059,9.566,-9999,388.716,103.794,0.01
4591.875,4590.03,60.934,-59.343,4.428,8.453,10.32,51.826,8.975,8.291,2.701,21.409,9.694,-9999,365.468,101.044,0.01
4592,4590.155,60.938,-59.343,4.89,8.706,10.513,52.167,8.97,8.325,2.693,21.15,9.489,-9999,330.587,94.4,0.01
4592.125,4590.28,60.943,-59.343,5.967,9.238,10.604,52.535,8.961,8.379,2.674,20.498,9.01,-9999,288.8,84.732,0.01
4592.25,4590.405,60.947,-59.343,7.54,9.904,10.746,53.531,8.948,8.45,2.655,19.995,8.613,-9999,245.987,73.91,0.01
4592.375,4590.53,60.951,-59.344,8.909,10.408,11.165,53.985,8.934,8.533,2.642,20.16,8.656,-9999,207.79,63.619,0.01
4592.5,4590.655,60.956,-59.344,9.512,10.613,11.893,54.289,8.92,8.638,2.644,20.798,9.141,-9999,177.87,55.146,0.01
4592.625,4590.78,60.96,-59.344,9.146,10.49,12.833,54.53,8.905,8.72,2.657,21.355,9.748,-9999,156.866,48.926,0.01
4592.75,4590.905,60.965,-59.344,8.275,10.182,13.808,54.698,8.882,8.778,2.677,21.55,10.184,-9999,144.831,45.128,0.01
4592.875,4591.03,60.969,-59.345,7.279,9.8,14.664,54.794,8.846,8.884,2.695,21.58,10.355,-9999,139.393,43.183,0.01
4593,4591.155,60.974,-59.345,6.685,9.555,15.077,54.846,8.803,9.1,2.707,21.719,10.507,-9999,138.842,42.662,0.01
4593.125,4591.28,60.978,-59.345,6.94,9.662,14.826,54.821,8.775,9.447,2.698,22.127,10.85,-9999,141.165,43.047,0.01
4593.25,4591.405,60.982,-59.345,8.16,10.139,14.024,54.784,8.769,9.731,2.676,22.544,11.285,-9999,144.537,43.708,0.121
4593.375,4591.529,60.987,-59.345,9.565,10.63,13.192,54.766,8.787,9.783,2.654,22.557,11.503,-9999,150.088,44.817,0.214
4593.5,4591.654,60.991,-59.346,10.162,10.824,12.587,54.667,8.828,9.575,2.647,22.103,11.596,-9999,160.918,47.229,0.254
4593.625,4591.779,60.996,-59.346,9.585,10.637,12.193,54.359,8.878,9.274,2.65,21.921,12.044,-9999,178.369,51.357,0.446
4593.75,4591.904,61,-59.346,8.56,10.285,11.793,53.883,8.919,9,2.655,22.41,13.024,-9999,204.144,57.511,0.869
4593.875,4592.029,61.005,-59.346,7.67,9.954,11.283,53.455,8.933,8.753,2.658,22.895,13.884,-9999,237.72,65.396,1.245
4594,4592.154,61.009,-59.347,6.936,9.661,10.782,53.079,8.925,8.448,2.66,22.698,14.064,-9999,273.423,73.648,1.325
4594.125,4592.279,61.013,-59.347,6.197,9.342,10.565,52.616,8.908,8.087,2.664,21.813,13.507,-9999,299.1,79.299,1.08
4594.25,4592.404,61.018,-59.347,5.529,9.03,10.707,52.312,8.899,7.784,2.671,21.103,12.835,-9999,303.737,79.482,0.787
4594.375,4592.529,61.022,-59.347,5.172,8.853,11.135,52.079,8.907,7.648,2.675,20.939,12.287,-9999,288.906,74.462,0.55
4594.5,4592.654,61.027,-59.348,5.087,8.809,11.646,51.934,8.937,7.724,2.675,21.22,11.697,-9999,265.23,66.928,0.297
4594.625,4592.779,61.031,-59.348,5.16,8.847,12.074,51.886,8.971,7.927,2.675,21.646,11.124,-9999,246.404,60.748,0.053
4594.75,4592.904,61.036,-59.348,5.307,8.921,12.276,51.83,8.988,8.189,2.673,21.973,10.751,-9999,235.791,57.045,0.01
4594.875,4593.029,61.04,-59.348,5.518,9.025,12.309,51.739,8.971,8.42,2.668,22.161,10.639,-9999,230.403,55.188,0.01
4595,4593.153,61.044,-59.348,5.789,9.155,12.272,51.719,8.927,8.598,2.664,22.21,10.598,-9999,225.658,53.838,0.01
4595.125,4593.278,61.049,-59.349,6.049,9.275,12.263,51.878,8.872,8.709,2.663,21.833,10.454,-9999,220.421,52.547,0.01
4595.25,4593.403,61.053,-59.349,6.202,9.344,12.344,51.902,8.837,8.741,2.668,20.99,10.246,-9999,214.249,51.074,0.01
4595.375,4593.528,61.058,-59.349,6.289,9.383,12.488,52.338,8.832,8.701,2.672,20.349,10.188,-9999,207.831,49.473,0.01
4595.5,4593.653,61.062,-59.349,6.52,9.485,12.495,52.798,8.849,8.626,2.673,20.812,10.721,-9999,204.422,48.332,0.01
4595.625,4593.778,61.067,-59.35,7.003,9.688,12.194,53.11,8.862,8.594,2.666,22.283,11.825,-9999,208.805,48.808,0.352
4595.75,4593.903,61.071,-59.35,7.721,9.974,11.549,53.363,8.864,8.641,2.651,23.606,12.86,-9999,221.805,51.493,0.798
4595.875,4594.028,61.075,-59.35,8.548,10.281,10.79,53.381,8.866,8.794,2.63,23.503,13.079,-9999,241.188,56.319,0.893
4596,4594.153,61.08,-59.35,9.386,10.571,10.056,52.877,8.883,8.984,2.609,22.319,12.764,-9999,264.302,62.354,0.756
4596.125,4594.278,61.084,-59.35,9.843,10.721,9.435,52.052,8.916,9.058,2.593,21.196,12.254,-9999,292.734,69.496,0.536
4596.25,4594.403,61.089,-59.351,9.646,10.657,8.999,51.338,8.944,8.889,2.59,21.274,11.881,-9999,325.065,77.464,0.376
4596.375,4594.528,61.093,-59.351,8.987,10.435,8.788,51.177,8.943,8.66,2.598,22.214,11.606,-9999,350.221,84.212,0.258
4596.5,4594.652,61.098,-59.351,8.647,10.316,8.788,51.752,8.916,8.621,2.612,23.252,11.492,-9999,352.996,86.148,0.209
4596.625,4594.777,61.102,-59.351,9.229,10.518,8.889,51.801,8.885,8.963,2.616,23.631,11.397,-9999,325.378,80.454,0.169
4596.75,4594.902,61.107,-59.352,3.864,8.117,12.101,53.088,8.863,9.635,2.591,23.684,11.545,-9999,281.269,69.86,0.232
4596.875,4595.027,61.111,-59.352,5.622,9.075,11.861,54.401,8.853,10.582,2.532,23.823,12.067,-9999,237.251,58.567,0.455
4597,4595.152,61.115,-59.352,7.754,9.987,11.742,55.297,8.855,11.574,2.461,24.018,13.069,-9999,204.705,50.153,0.889
4597.125,4595.277,61.12,-59.352,9.42,10.582,11.792,56.088,8.874,12.281,2.407,24.01,14.161,-9999,183.749,44.947,1.367
4597.25,4595.402,61.124,-59.353,9.712,10.679,12.073,56.746,8.91,12.376,2.391,23.816,14.976,-9999,174.761,42.948,1.729
4597.375,4595.527,61.129,-59.353,8.512,10.268,12.56,56.208,8.944,11.898,2.409,23.672,15.441,-9999,176.294,43.7,1.937
4597.5,4595.652,61.133,-59.353,6.475,9.465,13.259,55.518,8.968,11.132,2.448,23.483,15.479,-9999,184.814,46.422,1.954
4597.625,4595.777,61.138,-59.353,4.493,8.489,14.21,53.884,8.976,10.36,2.489,22.879,14.787,-9999,197.827,50.557,1.645
4597.75,4595.902,61.142,-59.353,2.998,7.526,15.306,52.09,8.967,9.766,2.522,22.135,13.722,-9999,213.603,55.466,1.174
4597.875,4596.027,61.146,-59.354,2.192,6.857,16.056,50.848,8.944,9.431,2.554,21.764,12.866,-9999,230.527,60.602,0.801
4598,4596.152,61.151,-59.354,1.878,6.549,16.257,50.797,8.918,9.387,2.59,22.014,12.489,-9999,243.173,64.397,0.637
4598.125,4596.276,61.155,-59.354,1.885,6.556,16.009,50.297,8.899,9.498,2.62,22.477,12.365,-9999,248.315,65.935,0.584
4598.25,4596.401,61.16,-59.354,2.083,6.754,15.593,50.443,8.892,9.656,2.639,22.96,12.448,-9999,246.657,65.247,0.62
4598.375,4596.526,61.164,-59.355,2.362,7.011,15.147,50.708,8.898,9.77,2.645,23.551,13.035,-9999,244.452,63.721,0.874
4598.5,4596.651,61.169,-59.355,2.561,7.181,14.721,50.999,8.919,9.749,2.646,24.173,13.924,-9999,250.113,63.4,1.263
4598.625,4596.776,61.173,-59.355,2.529,7.155,14.221,51.339,8.954,9.549,2.647,24.403,14.58,-9999,274.17,66.702,1.553
4598.75,4596.901,61.177,-59.355,2.296,6.952,13.515,51.324,9,9.258,2.651,24.326,14.817,-9999,328.458,76.274,1.658
4598.875,4597.026,61.182,-59.355,1.934,6.606,12.578,51.108,9.046,8.936,2.662,24.511,15.106,-9999,419.124,93.43,1.787
4599,4597.151,61.186,-59.356,1.47,6.088,11.826,50.478,9.083,8.48,2.678,24.918,15.588,-9999,554.554,119.924,2.003
4599.125,4597.276,61.191,-59.356,0.891,5.245,11.925,49.55,9.108,7.886,2.7,24.955,16.129,-9999,712.485,151.576,2.247
4599.25,4597.401,61.195,-59.356,0.495,4.402,12.692,49.55,9.124,7.328,2.725,24.478,16.508,-9999,858.343,181.637,2.419
4599.375,4597.526,61.2,-59.356,0.28,3.717,13.959,48.603,9.13,7,2.751,24.022,16.768,-9999,953.196,202.208,2.537
