Depth,TVD,DX,DY,GR,KTH,CAL,AC,DEN,RT,RXO,SH,POR,SW,PERM
4641,4640.921,-3.738,-19.87,16.484,8.849,10.318,44.826,2.821,3787.725,3327.238,0.352,2,23.846,0.008
4641.125,4641.046,-3.738,-19.87,17.363,9.155,10.331,44.452,2.804,3630.402,3142.266,0.48,2,20.023,0.015
4641.25,4641.171,-3.738,-19.871,17.985,9.614,10.277,44.321,2.792,3610.335,3062.977,0.673,2,17.087,0.026
4641.375,4641.296,-3.738,-19.872,18.095,9.968,10.215,44.314,2.782,3790.047,3129.731,0.822,3,14.886,0.039
4641.5,4641.421,-3.738,-19.873,18.26,10.456,10.215,44.316,2.772,4144.436,3352.545,1.029,3,12.762,0.058
4641.625,4641.546,-3.738,-19.873,18.925,11.387,10.249,44.368,2.768,4482.716,3611.799,1.427,3,11.672,0.067
4641.75,4641.671,-3.738,-19.874,19.552,12.32,10.276,44.519,2.77,4647.526,3760.124,1.831,3,11.625,0.063
4641.875,4641.796,-3.737,-19.875,19.263,12.214,10.318,44.717,2.775,4543.35,3677.736,1.785,3,12.311,0.052
4642,4641.921,-3.737,-19.876,18.359,11.333,10.41,44.921,2.779,4194.058,3391.018,1.404,3,12.923,0.049
4642.125,4642.046,-3.737,-19.876,17.748,10.597,10.524,45.099,2.781,3648.328,2974.708,1.089,3,12.899,0.061
4642.25,4642.171,-3.737,-19.877,18.252,10.627,10.55,45.023,2.786,3064.212,2566.343,1.102,3,14.411,0.056
4642.375,4642.296,-3.737,-19.878,19.384,11.011,10.387,44.869,2.791,2624.251,2280.194,1.266,3,16.705,0.045
4642.5,4642.421,-3.737,-19.879,20.222,11.262,10.014,44.681,2.79,2405.271,2171.767,1.373,3,18.234,0.04
4642.625,4642.546,-3.737,-19.879,19.899,10.85,9.567,44.556,2.78,2368.224,2228.06,1.197,3,18.267,0.042
4642.75,4642.671,-3.737,-19.88,18.767,9.868,9.248,44.512,2.77,2417.781,2366.027,0.78,3,17.641,0.047
4642.875,4642.796,-3.737,-19.881,17.772,9.03,9.141,44.505,2.768,2489.088,2503.89,0.428,3,16.548,0.055
4643,4642.921,-3.736,-19.882,17.73,8.897,9.152,44.504,2.773,2507.708,2550.999,0.372,3,16.237,0.057
4643.125,4643.046,-3.736,-19.882,18.324,9.215,9.168,44.537,2.78,2428.784,2473.43,0.505,3,17.033,0.05
4643.25,4643.171,-3.736,-19.883,18.719,9.507,9.147,44.623,2.787,2235.53,2272.146,0.628,3,19.034,0.038
4643.375,4643.296,-3.736,-19.884,18.329,9.597,9.09,44.744,2.794,1992.162,2024.214,0.665,2,21.804,0.029
4643.5,4643.421,-3.736,-19.885,17.383,9.533,9.001,44.997,2.798,1781.521,1812.611,0.639,2,24.092,0.026
4643.625,4643.546,-3.736,-19.885,16.567,9.493,8.891,45.029,2.797,1653.29,1684.92,0.622,3,23.506,0.032
4643.75,4643.671,-3.736,-19.886,16.445,9.679,8.795,44.965,2.795,1587.315,1620.44,0.7,3,22.035,0.043
4643.875,4643.796,-3.736,-19.887,17.043,10.228,8.732,44.811,2.796,1555.107,1587.185,0.932,3,21.573,0.049
4644,4643.921,-3.736,-19.888,17.922,10.92,8.711,44.603,2.802,1555.397,1579.913,1.227,3,22.679,0.042
4644.125,4644.046,-3.735,-19.888,18.453,11.292,8.704,44.493,2.808,1577.617,1593.575,1.386,2,24.931,0.03
4644.25,4644.171,-3.735,-19.889,18.529,11.308,8.703,44.468,2.809,1606.018,1616.148,1.393,2,27.221,0.021
4644.375,4644.296,-3.735,-19.89,18.637,11.401,8.713,44.536,2.807,1644.514,1648.758,1.433,2,28.238,0.018
4644.5,4644.421,-3.735,-19.891,19.094,11.756,8.725,44.683,2.805,1720.143,1715.655,1.586,2,27.585,0.019
4644.625,4644.546,-3.735,-19.891,19.349,12.001,8.726,44.789,2.805,1832.543,1821.372,1.692,2,27.017,0.018
4644.75,4644.671,-3.735,-19.892,18.547,11.622,8.719,44.797,2.807,1922.348,1914.778,1.528,2,26.903,0.017
4644.875,4644.796,-3.735,-19.893,17.342,10.949,8.716,44.511,2.813,1942.1,1946.336,1.239,2,27.649,0.015
4645,4644.921,-3.735,-19.894,16.887,10.465,8.725,44.234,2.822,1889.153,1904.555,1.033,2,29.892,0.012
4645.125,4645.046,-3.735,-19.894,17.539,10.33,8.739,43.995,2.829,1800.352,1818.325,0.975,2,33.316,0.009
4645.25,4645.171,-3.735,-19.895,18.428,10.255,8.747,43.845,2.829,1706.122,1718.989,0.943,2,35.85,0.007
4645.375,4645.296,-3.734,-19.896,18.703,9.953,8.75,43.89,2.823,1627.875,1631.712,0.816,2,35.157,0.009
4645.5,4645.421,-3.734,-19.896,18.256,9.377,8.758,43.977,2.816,1587.796,1583.521,0.573,2,31.878,0.013
4645.625,4645.546,-3.734,-19.897,17.446,8.725,8.777,44.234,2.814,1587.341,1578.761,0.3,2,28.846,0.018
4645.75,4645.671,-3.734,-19.898,16.675,8.311,8.795,44.647,2.816,1614.43,1607.542,0.129,2,28.192,0.019
4645.875,4645.796,-3.734,-19.899,16.169,8.187,8.8,45.044,2.817,1653.322,1651.8,0.077,2,27.431,0.02
4646,4645.921,-3.734,-19.899,16.134,8.379,8.797,45.306,2.814,1698.38,1702.144,0.157,2,26.656,0.021
4646.125,4646.046,-3.734,-19.9,16.951,9.387,8.803,45.366,2.81,1740.307,1745.758,0.577,2,25.444,0.024
4646.25,4646.171,-3.734,-19.901,18.315,11.046,8.817,45.039,2.809,1777.337,1781.871,1.281,2,24.514,0.026
4646.375,4646.296,-3.734,-19.901,19.416,12.497,8.83,44.662,2.81,1823.96,1823.164,1.908,2,24.535,0.025
4646.5,4646.421,-3.734,-19.902,19.463,12.945,8.841,44.301,2.811,1922.085,1897.16,2.104,2,26.338,0.018
4646.625,4646.546,-3.734,-19.903,18.838,12.841,8.863,44.022,2.815,2121.244,2033.444,2.058,2,28.489,0.012
4646.75,4646.671,-3.734,-19.903,18.298,12.71,8.907,43.931,2.821,2492.756,2282.484,2.001,2,31.089,0.007
4646.875,4646.796,-3.733,-19.904,17.938,12.565,8.959,43.98,2.825,3061.697,2680.479,1.938,1,30.852,0.005
4647,4646.921,-3.733,-19.905,17.557,12.301,8.977,44.15,2.825,3691.766,3157.793,1.823,2,25.212,0.007
4647.125,4647.046,-3.733,-19.906,17.581,12.266,8.93,44.447,2.819,4128.391,3547.979,1.807,2,22.286,0.009
4647.25,4647.171,-3.733,-19.906,18.683,12.969,8.849,44.723,2.814,4194.336,3691.306,2.115,2,21.198,0.01
4647.375,4647.296,-3.733,-19.907,20.884,14.45,8.783,44.887,2.812,3977.033,3609.631,2.77,2,23.642,0.007
4647.5,4647.421,-3.733,-19.908,23.078,15.972,8.766,44.926,2.815,3694.632,3433.377,3.457,1,30.048,0.004
4647.625,4647.546,-3.733,-19.908,23.571,16.14,8.78,44.802,2.816,3528.446,3306.504,3.533,1,36.35,0.002
4647.75,4647.671,-3.733,-19.909,22.101,14.554,8.806,44.697,2.814,3472.033,3237.51,2.817,1,29.763,0.004
4647.875,4647.796,-3.733,-19.91,20.115,12.509,8.829,44.621,2.808,3465.756,3186.926,1.913,2,20.254,0.016
4648,4647.921,-3.733,-19.91,19.546,11.67,8.849,44.571,2.803,3490.617,3151.142,1.549,2,17.908,0.024
4648.125,4648.046,-3.733,-19.911,20.309,11.862,8.884,44.544,2.803,3570.362,3152.53,1.632,2,17.793,0.024
4648.25,4648.171,-3.733,-19.912,20.521,11.775,8.966,44.538,2.808,3751.726,3209.426,1.594,2,19.012,0.018
4648.375,4648.296,-3.733,-19.912,19.462,11.143,9.102,44.525,2.814,4216.868,3395.483,1.322,2,21.222,0.011
4648.5,4648.421,-3.733,-19.913,17.817,10.403,9.258,44.517,2.817,5347.646,3894.117,1.006,1,52.72,0
4648.625,4648.546,-3.732,-19.914,16.902,10.132,9.358,44.513,2.819,7242.365,4790.694,0.891,1,49.195,0
4648.75,4648.671,-3.732,-19.914,17.003,10.446,9.388,44.517,2.82,9280.539,5829.044,1.025,1,43.996,0
4648.875,4648.796,-3.732,-19.915,17.79,11.173,9.382,44.524,2.821,10727.344,6691.636,1.335,1,42.157,0
4649,4648.921,-3.732,-19.916,18.521,11.726,9.372,44.491,2.822,11363.768,7312.277,1.573,1,43.491,0
4649.125,4649.046,-3.732,-19.916,18.788,11.764,9.325,44.401,2.82,11550.471,7873.125,1.59,1,42.673,0
4649.25,4649.171,-3.732,-19.917,18.669,11.444,9.213,44.24,2.814,11624.66,8486.607,1.452,1,35.752,0
4649.375,4649.296,-3.732,-19.918,18.622,11.199,9.081,44.014,2.807,11675.945,9050.656,1.346,1,28.037,0.001
4649.5,4649.421,-3.732,-19.918,19.026,11.229,8.977,43.753,2.801,11641.132,9438.894,1.359,1,23.304,0.001
4649.625,4649.546,-3.732,-19.919,19.949,11.486,8.918,43.667,2.801,11378.891,9478.112,1.47,1,23.11,0.001
4649.75,4649.671,-3.732,-19.92,20.764,11.732,8.878,43.47,2.805,10828.622,9098.839,1.576,1,27.04,0.001
4649.875,4649.796,-3.732,-19.92,21.071,11.851,8.852,43.369,2.809,9997.66,8334.597,1.627,1,34.263,0
4650,4649.921,-3.732,-19.921,20.898,11.869,8.839,43.378,2.81,8978.793,7391.585,1.635,1,38.273,0
4650.125,4650.046,-3.732,-19.922,20.879,12.001,8.83,43.457,2.811,7984.938,6552.832,1.692,1,38.428,0
4650.25,4650.171,-3.732,-19.922,21.2,12.203,8.825,43.62,2.815,7210.208,5968.256,1.78,1,41.056,0
4650.375,4650.296,-3.732,-19.923,21.448,12.145,8.816,43.761,2.82,6759.815,5656.163,1.755,1,50.454,0
4650.5,4650.421,-3.732,-19.924,21.534,11.957,8.806,43.903,2.822,6535.652,5516.616,1.673,0,66.821,0
4650.625,4650.546,-3.732,-19.924,21.724,11.953,8.797,44.023,2.821,6439.499,5470.373,1.672,0,76.868,0
4650.75,4650.671,-3.732,-19.925,22.161,12.25,8.789,44.097,2.817,6368.932,5438.813,1.8,0,68.041,0
4650.875,4650.796,-3.731,-19.926,22.558,12.62,8.783,44.113,2.812,6215.33,5350.074,1.962,1,57.749,0
4651,4650.921,-3.731,-19.926,22.796,12.895,8.778,44.133,2.81,5853.335,5113.267,2.082,1,56.776,0
4651.125,4651.046,-3.731,-19.927,23.84,13.872,8.769,44.156,2.812,5288.839,4713.002,2.513,0,66.195,0
4651.25,4651.171,-3.731,-19.928,26.528,16.77,8.754,44.224,2.814,4649.423,4229.132,3.822,0,90.856,0
4651.375,4651.296,-3.731,-19.928,30.895,21.292,8.738,44.348,2.815,4061.555,3754.43,5.961,0,100,0
4651.5,4651.421,-3.731,-19.929,35.244,25.013,8.731,44.469,2.812,3595.734,3357.908,7.813,0,100,0
4651.625,4651.546,-3.731,-19.929,38.192,26.898,8.737,44.555,2.809,3294.826,3079.287,8.784,0,100,0
4651.75,4651.671,-3.731,-19.93,38.446,26.926,8.755,44.521,2.807,3274.287,3007.021,8.799,0,100,0
4651.875,4651.796,-3.731,-19.931,36.597,25.619,8.792,44.532,2.809,3555.118,3136.686,8.123,0,100,0
4652,4651.921,-3.731,-19.931,33.632,23.649,8.887,44.646,2.817,4195.042,3449.722,7.124,0,100,0
4652.125,4652.046,-3.731,-19.932,30.908,21.968,9.094,44.812,2.835,5293.253,3935.174,6.291,0,100,0
4652.25,4652.171,-3.731,-19.933,28.762,20.679,9.348,45.051,2.86,6700.849,4567.124,5.664,0,100,0
4652.375,4652.296,-3.731,-19.933,26.583,19.159,9.5,45.397,2.884,8074.406,5301.101,4.937,0,100,0
4652.5,4652.421,-3.731,-19.934,23.707,16.794,9.428,45.646,2.89,9073.214,6076.114,3.833,0,100,0
4652.625,4652.546,-3.731,-19.935,20.977,14.459,9.212,45.618,2.873,9656.999,6847.686,2.774,0,100,0
4652.75,4652.671,-3.731,-19.935,20.089,13.523,9.009,45.1,2.842,9826.548,7510.986,2.358,0,100,0
4652.875,4652.796,-3.731,-19.936,21.84,14.152,8.953,44.6,2.822,9644.53,7819.087,2.637,0,100,0
4653,4652.921,-3.731,-19.937,24.728,15.207,9.067,44.345,2.828,9319.597,7664.875,3.11,0,100,0
4653.125,4653.046,-3.731,-19.937,26.345,15.629,9.282,44.409,2.862,9189.709,7204.81,3.301,0,100,0
4653.25,4653.171,-3.731,-19.938,25.893,15.296,9.396,44.573,2.898,9422.343,6922.743,3.15,0,100,0
4653.375,4653.296,-3.731,-19.938,24.265,14.688,9.306,44.712,2.912,9975.801,7079.629,2.877,0,100,0
4653.5,4653.421,-3.731,-19.939,22.831,14.485,9.06,44.776,2.888,10508.573,7585.32,2.786,0,100,0
4653.625,4653.546,-3.731,-19.94,22.263,14.81,8.852,44.698,2.845,10320.639,7803.788,2.932,0,100,0
4653.75,4653.671,-3.731,-19.94,22.576,15.761,8.753,44.565,2.806,9005.472,7269.021,3.361,0,64.334,0
4653.875,4653.796,-3.731,-19.941,23.907,17.647,8.727,44.409,2.79,6885.309,5961.067,4.228,1,36.392,0.001
4654,4653.921,-3.731,-19.942,26.029,19.907,8.715,44.375,2.791,4930.881,4510.035,5.293,1,45.355,0
4654.125,4654.046,-3.731,-19.942,28.647,21.794,8.709,44.62,2.793,3669.833,3411.177,6.206,1,73.192,0
4654.25,4654.171,-3.731,-19.943,31.546,22.974,8.706,44.965,2.788,2987.359,2775.407,6.788,0,90.598,0
4654.375,4654.296,-3.731,-19.943,34.418,23.768,8.706,45.395,2.781,2546.442,2388.027,7.184,1,84.421,0
4654.5,4654.421,-3.731,-19.944,37.13,24.709,8.707,45.877,2.774,2158.721,2068.445,7.659,1,73.68,0
4654.625,4654.546,-3.731,-19.945,39.452,25.991,8.707,46.385,2.769,1742.079,1714.024,8.314,1,67.583,0.001
4654.75,4654.671,-3.731,-19.945,41.164,27.205,8.707,46.661,2.765,1332.986,1346.449,8.945,1,64.886,0.001
4654.875,4654.796,-3.731,-19.946,42.223,28.045,8.707,47.201,2.763,999.556,1030.561,9.387,1,65.651,0.002
4655,4654.921,-3.731,-19.947,43.184,28.962,8.705,47.602,2.765,757.565,792.955,9.874,1,70.757,0.003
4655.125,4655.046,-3.731,-19.947,44.604,30.415,8.702,47.874,2.765,594.266,628.024,10.658,1,78.642,0.003
4655.25,4655.171,-3.731,-19.948,46.484,32.296,8.696,47.993,2.767,501.547,531.351,11.695,1,100,0
4655.375,4655.296,-3.731,-19.949,47.727,33.699,8.689,47.927,2.77,457.395,484.131,12.483,1,100,0
4655.5,4655.421,-3.731,-19.949,47.762,34.224,8.682,47.751,2.776,446.187,471.463,12.782,1,100,0
4655.625,4655.546,-3.731,-19.95,47.354,34.447,8.678,47.673,2.781,455.039,479.52,12.91,1,100,0
4655.75,4655.671,-3.731,-19.95,47.531,35.064,8.677,47.691,2.782,474.011,498.583,13.264,1,100,0
4655.875,4655.796,-3.731,-19.951,47.964,35.703,8.68,47.76,2.777,494.223,521.507,13.634,0,100,0
4656,4655.921,-3.731,-19.952,47.179,35.069,8.685,47.807,2.774,502.111,534.459,13.267,0,100,0
4656.125,4656.046,-3.731,-19.952,44.984,33.062,8.694,47.826,2.772,496.761,532.834,12.124,0,100,0
4656.25,4656.171,-3.731,-19.953,42.749,31.038,8.705,47.793,2.774,487.882,523.102,10.999,1,96.348,0.002
4656.375,4656.296,-3.731,-19.954,41.752,30.164,8.718,47.656,2.777,489.864,520.01,10.522,1,91.254,0.003
4656.5,4656.421,-3.731,-19.954,41.103,29.7,8.732,47.45,2.782,509.383,532.802,10.271,1,89.112,0.003
4656.625,4656.546,-3.731,-19.955,39.06,28.473,8.741,47.143,2.791,550.871,568.143,9.614,1,88.233,0.003
4656.75,4656.671,-3.731,-19.955,35.666,26.598,8.743,46.724,2.8,608.7,621.353,8.628,1,87.492,0.002
4656.875,4656.796,-3.731,-19.956,33.296,25.397,8.739,46.663,2.806,670.763,680.537,8.009,1,88.351,0.002
4657,4656.921,-3.731,-19.957,34.529,26.338,8.732,46.789,2.806,720.633,730.831,8.494,1,94.894,0.001
4657.125,4657.046,-3.731,-19.957,38.304,29.037,8.725,47.117,2.799,743.404,757.844,9.914,1,100,0.001
4657.25,4657.171,-3.731,-19.958,42.258,32.22,8.717,47.499,2.79,734.377,755.163,11.652,1,100,0.001
4657.375,4657.296,-3.731,-19.958,44.095,34.287,8.71,47.733,2.781,699.181,725.018,12.818,0,100,0
4657.5,4657.421,-3.731,-19.959,44.132,35.036,8.706,47.837,2.775,661.145,689.089,13.248,0,100,0
4657.625,4657.546,-3.731,-19.96,43.818,35.49,8.705,48.039,2.771,633.377,661.127,13.51,0,100,0
4657.75,4657.671,-3.731,-19.96,44.797,36.694,8.708,48.194,2.772,617.918,644.615,14.214,0,100,0
4657.875,4657.796,-3.731,-19.961,47.045,38.353,8.711,48.375,2.774,602.368,628.832,15.2,0,100,0
4658,4657.921,-3.731,-19.962,49.515,39.526,8.712,48.618,2.775,576.348,604.683,15.91,0,100,0
4658.125,4658.046,-3.731,-19.962,51.139,39.876,8.709,49.234,2.765,538.701,569.532,16.124,0,100,0
4658.25,4658.171,-3.731,-19.963,52.496,39.86,8.71,49.556,2.752,496.784,527.865,16.114,0,100,0
4658.375,4658.296,-3.731,-19.963,54.819,40.436,8.715,49.883,2.738,456.809,484.423,16.468,0,100,0
4658.5,4658.421,-3.731,-19.964,58.338,42.667,8.721,50.023,2.729,422.848,444.21,17.862,1,100,0
4658.625,4658.546,-3.731,-19.965,61.425,45.489,8.726,49.761,2.729,402.504,416.144,19.682,0,100,0
4658.75,4658.671,-3.731,-19.965,61.429,46.007,8.728,49.65,2.736,412.722,416.383,20.023,0,100,0
4658.875,4658.796,-3.731,-19.966,57.402,43.262,8.729,48.806,2.743,467.455,456.965,18.241,0,100,0
4659,4658.921,-3.731,-19.966,50.652,38.452,8.73,47.57,2.751,582.332,546.437,15.26,0,100,0
4659.125,4659.046,-3.731,-19.967,43.322,33.091,8.731,46.529,2.764,819.878,722.467,12.14,0,100,0
4659.25,4659.171,-3.731,-19.968,36.905,28.275,8.73,45.619,2.78,1207.621,999.509,9.508,1,76.088,0.001
4659.375,4659.296,-3.732,-19.968,31.928,24.514,8.723,44.815,2.797,1684.813,1334.824,7.56,1,86.284,0
4659.5,4659.421,-3.732,-19.969,28.947,22.12,8.716,44.131,2.805,2055.519,1592.897,6.366,1,98.775,0
4659.625,4659.546,-3.732,-19.969,27.502,20.934,8.711,44.187,2.803,2211.247,1699.261,5.787,1,98.72,0
4659.75,4659.671,-3.732,-19.97,27.369,20.816,8.71,44.43,2.797,2147.261,1650.53,5.73,1,91.391,0
4659.875,4659.796,-3.732,-19.971,28.763,21.909,8.71,44.921,2.792,1954.61,1509.746,6.262,1,89.296,0
4660,4659.921,-3.732,-19.971,31.389,24.262,8.71,45.428,2.794,1720.143,1338.327,7.432,1,100,0
4660.125,4660.046,-3.732,-19.972,34.305,27.046,8.708,45.473,2.798,1491.536,1169.287,8.862,0,100,0
4660.25,4660.171,-3.732,-19.972,36.315,28.978,8.707,45.914,2.797,1315.613,1034.782,9.883,0,100,0
4660.375,4660.296,-3.732,-19.973,37.259,29.917,8.707,46.241,2.795,1212.845,950.719,10.388,0,100,0
4660.5,4660.421,-3.732,-19.974,37.525,30.306,8.708,46.387,2.794,1190.032,925.874,10.599,0,100,0
4660.625,4660.546,-3.732,-19.974,37.581,30.496,8.708,46.446,2.799,1225.533,948.207,10.703,0,100,0
4660.75,4660.671,-3.732,-19.975,37.453,30.445,8.708,46.426,2.807,1297.342,1001.35,10.675,0,100,0
4660.875,4660.796,-3.732,-19.975,37.186,30.251,8.708,46.349,2.814,1390.624,1071.04,10.569,0,100,0
4661,4660.921,-3.732,-19.976,36.766,29.985,8.708,46.253,2.819,1489.213,1141.672,10.425,0,100,0
4661.125,4661.046,-3.732,-19.977,36.061,29.465,8.708,46.129,2.825,1583.207,1204.088,10.144,0,100,0
4661.25,4661.171,-3.732,-19.977,34.942,28.557,8.708,45.893,2.831,1679.378,1260.763,9.658,0,100,0
4661.375,4661.296,-3.732,-19.978,33.104,26.901,8.708,45.627,2.834,1800.175,1329.73,8.786,0,100,0
4661.5,4661.421,-3.732,-19.978,30.677,24.5,8.708,45.613,2.832,1929.302,1405.815,7.553,0,100,0
4661.625,4661.546,-3.732,-19.979,29.227,22.931,8.708,45.435,2.827,1983.147,1438.25,6.766,0,100,0
4661.75,4661.671,-3.733,-19.98,29.828,23.311,8.709,45.455,2.823,1901.898,1384.122,6.955,0,100,0
4661.875,4661.796,-3.733,-19.98,32.183,25.391,8.709,45.633,2.82,1687.84,1238.329,8.006,0,100,0
4662,4661.921,-3.733,-19.981,34.411,27.481,8.711,45.788,2.818,1439.175,1063.93,9.089,0,100,0
4662.125,4662.046,-3.733,-19.981,35.44,28.588,8.713,46.001,2.813,1247.24,927.801,9.675,0,100,0
4662.25,4662.171,-3.733,-19.982,35.786,29.09,8.717,45.948,2.809,1172.771,877.414,9.943,0,100,0
4662.375,4662.296,-3.733,-19.982,36.69,29.943,8.721,45.849,2.806,1233.298,929.71,10.402,0,100,0
4662.5,4662.421,-3.733,-19.983,38.165,31.094,8.724,45.718,2.802,1420.535,1085.27,11.03,0,100,0
4662.625,4662.546,-3.733,-19.984,39.384,31.891,8.728,45.493,2.796,1706.262,1341.475,11.47,0,100,0
4662.75,4662.671,-3.733,-19.984,39.39,31.742,8.735,45.377,2.796,1966.522,1616.895,11.387,0,100,0
4662.875,4662.796,-3.733,-19.985,37.67,30.284,8.744,45.192,2.802,2066.796,1795.691,10.587,0,100,0
4663,4662.921,-3.733,-19.985,34.573,27.792,8.752,45.036,2.81,1867.125,1727.078,9.253,0,100,0
4663.125,4663.046,-3.733,-19.986,32.705,26.331,8.752,45.348,2.808,1446.372,1424.84,8.49,0,100,0
4663.25,4663.171,-3.733,-19.987,34.722,28.193,8.748,46.412,2.795,946.643,991.073,9.465,1,89.076,0.001
4663.375,4663.296,-3.734,-19.987,42.162,34.871,8.747,47.709,2.774,543.918,595.401,13.153,1,100,0
4663.5,4663.421,-3.734,-19.988,52.215,43.752,8.753,51.063,2.752,293.391,328.903,18.554,0,100,0
4663.625,4663.546,-3.734,-19.988,62.665,52.401,8.765,53.009,2.735,174.082,193.512,24.417,0,100,0
4663.75,4663.671,-3.734,-19.989,71.954,58.944,8.776,53.827,2.725,125.065,136.823,29.289,0,100,0
4663.875,4663.796,-3.734,-19.989,78.933,63.248,8.783,54.248,2.725,102.355,110.874,32.716,0,100,0
4664,4663.921,-3.734,-19.99,81.39,64.498,8.783,53.858,2.731,95.719,103.046,33.746,0,100,0
4664.125,4664.046,-3.734,-19.991,78.064,61.274,8.775,53.079,2.741,102.974,109.842,31.121,0,100,0
4664.25,4664.171,-3.734,-19.991,70.554,54.298,8.762,51.932,2.749,125.933,131.536,25.79,0,100,0
4664.375,4664.296,-3.734,-19.992,61.665,46.909,8.751,50.082,2.755,169.222,172.195,20.622,0,100,0
4664.5,4664.421,-3.734,-19.992,54.027,41.478,8.745,48.595,2.758,224.955,225.898,17.114,0,100,0
4664.625,4664.546,-3.734,-19.993,49.734,38.696,8.748,48.152,2.759,274.35,275.347,15.407,0,100,0
4664.75,4664.671,-3.734,-19.993,50.803,39.919,8.759,48.607,2.757,294.312,296.801,16.15,0,100,0
4664.875,4664.796,-3.735,-19.994,55.271,44.14,8.769,49.515,2.755,283.105,285.995,18.804,0,100,0
4665,4664.921,-3.735,-19.995,59.221,48.194,8.773,50.362,2.758,252.549,253.809,21.487,0,100,0
4665.125,4665.046,-3.735,-19.995,59.471,49.233,8.768,50.823,2.769,219.855,218.276,22.197,0,100,0
4665.25,4665.171,-3.735,-19.996,57.913,48.608,8.763,51.202,2.783,195.163,190.881,21.769,0,100,0
4665.375,4665.296,-3.735,-19.996,57.137,48.335,8.764,51.51,2.792,179.42,172.797,21.583,0,100,0
4665.5,4665.421,-3.735,-19.997,57.692,49.049,8.766,51.539,2.79,169.643,160.824,22.07,0,100,0
4665.625,4665.546,-3.735,-19.997,58.022,49.406,8.765,51.488,2.779,164.857,153.9,22.316,0,100,0
4665.75,4665.671,-3.735,-19.998,57.229,48.47,8.761,51.154,2.769,168.589,155.538,21.675,0,100,0
4665.875,4665.796,-3.735,-19.999,55.59,46.284,8.751,50.385,2.766,185.253,169.568,20.206,0,100,0
4666,4665.921,-3.735,-19.999,53.653,43.611,8.739,49.692,2.768,213.322,194.324,18.464,0,100,0
4666.125,4666.046,-3.736,-20,52.371,41.589,8.728,49.563,2.773,242.764,220.98,17.184,0,100,0
4666.25,4666.171,-3.736,-20,53.103,41.53,8.725,50.111,2.778,255.44,232.765,17.147,0,100,0
4666.375,4666.296,-3.736,-20.001,56.284,43.741,8.732,50.799,2.785,244.871,222.705,18.547,0,100,0
4666.5,4666.421,-3.736,-20.001,60.789,47.295,8.744,50.948,2.792,218.866,196.967,20.881,0,100,0
4666.625,4666.546,-3.736,-20.002,63.031,49.202,8.755,50.994,2.795,199.964,176.428,22.175,0,100,0
4666.75,4666.671,-3.736,-20.002,60.658,47.818,8.765,50.249,2.798,203.104,174.408,21.233,0,100,0
4666.875,4666.796,-3.736,-20.003,53.08,43.081,8.773,49.289,2.801,256.424,212.607,18.125,0,100,0
4667,4666.921,-3.736,-20.004,43.924,36.848,8.777,48.272,2.805,390.624,316.2,15.772,0,100,0
4667.125,4667.046,-3.736,-20.004,36.365,30.883,8.779,47.171,2.807,610.92,496.414,12.307,0,100,0
4667.25,4667.171,-3.737,-20.005,32.351,27.366,8.781,46.424,2.803,810.089,674.876,10.38,0,100,0
4667.375,4667.296,-3.737,-20.005,31.441,26.562,8.783,46.865,2.791,853.893,733.587,9.951,0,100,0
4667.5,4667.421,-3.737,-20.006,32.124,26.933,8.784,47.797,2.783,704.439,625.353,10.148,1,100,0
4667.625,4667.546,-3.737,-20.006,35.728,30.257,8.783,49.008,2.771,480.276,436.861,11.958,1,100,0
4667.75,4667.671,-3.737,-20.007,42.768,36.691,8.778,49.586,2.762,315.696,288.001,15.678,0,100,0
4667.875,4667.796,-3.737,-20.007,51.202,44.716,8.766,49.402,2.762,248.289,221.468,20.748,0,100,0
4668,4667.921,-3.737,-20.008,55.645,49.064,8.752,49.286,2.771,245.672,214.698,23.711,0,100,0
4668.125,4668.046,-3.737,-20.009,53.438,47.144,8.741,48.71,2.781,274.58,240.006,22.383,0,100,0
4668.25,4668.171,-3.737,-20.009,46.436,40.714,8.735,48.699,2.785,303.302,272.619,18.157,0,100,0
4668.375,4668.296,-3.738,-20.01,41.96,36.675,8.733,49.284,2.776,294.625,276.537,15.668,0,100,0
4668.5,4668.421,-3.738,-20.01,44.725,39.408,8.737,50.477,2.755,241.83,238.381,17.339,0,100,0
4668.625,4668.546,-3.738,-20.011,55.67,49.367,8.744,54.64,2.732,170.258,174.129,23.924,0,100,0
4668.75,4668.671,-3.738,-20.011,69.901,61.577,8.75,56.364,2.715,116.391,120.452,33.176,0,100,0
4668.875,4668.796,-3.738,-20.012,83.445,72.939,8.75,57.313,2.71,90.202,91.858,43.124,0,100,0
4669,4668.921,-3.738,-20.012,92.625,81.183,8.746,56.637,2.715,86.625,86.081,51.262,0,100,0
4669.125,4669.046,-3.738,-20.013,95.34,83.95,8.74,54.795,2.727,98.977,96.062,54.183,0,100,0
4669.25,4669.171,-3.738,-20.013,89.901,79.957,8.735,53.134,2.74,124.848,120.245,49.999,0,100,0
4669.375,4669.296,-3.739,-20.014,77.866,69.498,8.734,52.596,2.75,152.812,149.021,39.964,0,100,0
4669.5,4669.421,-3.739,-20.014,65.928,58.458,8.738,52.01,2.751,168.685,167.848,30.679,0,100,0
4669.625,4669.546,-3.739,-20.015,61.01,53.322,8.748,52.125,2.743,167.111,169.321,26.771,0,100,0
