Depth,GR,KTH,CAL,AC,CNL,DEN,RT,RXO,SH,POR,SW,PERM
4715,38.014,23.035,8.666,47.166,6.316,2.808,956.905,723.774,7.247,0.453,99.99,0
4715.125,37.351,23.408,8.665,47.25,6.294,2.799,951.494,720.303,7.433,0.457,99.99,0
4715.25,36.996,24.805,8.66,47.452,6.389,2.781,906.002,695.842,8.138,0.395,99.99,0
4715.375,37.813,26.803,8.654,47.452,6.528,2.766,831.493,658.187,9.167,0.102,99.99,0
4715.5,38.328,27.886,8.652,47.709,6.553,2.762,798.827,642.957,9.735,0.116,99.99,0
4715.625,38.449,29.279,8.647,47.885,6.495,2.759,758.382,623.695,10.477,0.025,99.99,0
4715.75,37.146,29.377,8.647,47.913,6.46,2.765,703.549,584.597,10.53,0.03,99.99,0
4715.875,36.516,29.316,8.649,47.858,6.502,2.772,646.556,542.211,10.497,0.01,99.99,0
4716,37,30.261,8.655,47.858,6.69,2.79,477.077,415.389,11.008,0.01,99.99,0
4716.125,38.674,31.837,8.659,47.867,6.822,2.801,386.763,345.958,11.874,0.01,99.99,0
4716.25,44.669,37.401,8.665,48.037,7.195,2.825,250.017,234.158,15.068,0.01,99.99,0
4716.375,51.306,43.833,8.668,48.377,7.716,2.846,184.226,174.802,19.042,0.01,99.99,0
4716.5,53.72,46.189,8.668,48.838,7.965,2.853,169.532,161.514,20.578,0.01,99.99,0
4716.625,55.769,48.374,8.671,49.389,8.172,2.861,162.356,155.681,22.042,0.01,99.99,0
4716.75,56.917,49.459,8.677,49.389,7.8,2.86,165.745,160.375,22.784,0.01,99.99,0
4716.875,58.298,50.693,8.677,49.993,7.483,2.857,164.844,161.171,23.64,0.01,99.99,0
4717,63.094,54.936,8.671,50.541,6.982,2.848,156.24,157.781,26.684,0.01,99.99,0
4717.125,67.733,59.024,8.677,50.896,6.995,2.839,149.789,156.537,29.771,0.01,99.99,0
4717.25,68.232,59.524,8.697,50.976,7.18,2.836,151.755,161.262,30.16,0.01,99.99,0
4717.375,63.125,55.264,8.759,50.976,7.515,2.835,178.54,196.622,26.926,0.01,99.99,0
4717.5,58.158,50.742,8.78,50.782,7.495,2.836,214.941,236.74,23.675,0.01,99.99,0
4717.625,48.21,41.132,8.766,50.351,7.012,2.838,359.706,374.722,17.335,0.01,99.99,0
4717.75,43.922,36.77,8.705,49.74,6.306,2.839,558.199,546.9,14.694,0.094,99.99,0
4717.875,44.481,37.221,8.68,49.049,6.013,2.837,637.25,614.203,14.961,0.01,99.99,0
4718,48.457,40.587,8.655,48.434,5.653,2.832,696.832,672.607,16.997,0.01,99.99,0
4718.125,51.313,42.909,8.647,48.434,5.563,2.825,675.946,675.53,18.451,0.01,99.99,0
4718.25,51.264,42.805,8.646,47.989,5.6,2.822,680.599,690.614,18.385,0.01,99.99,0
4718.375,48.524,40.35,8.649,47.669,5.788,2.815,762.955,775.777,16.851,0.01,99.99,0
4718.5,44.436,36.59,8.656,47.403,6.006,2.805,861.961,860.86,14.588,0.01,99.99,0
4718.625,42.4,34.75,8.662,47.236,6.088,2.799,865.901,859.721,13.519,0.01,99.99,0
4718.75,39.14,31.727,8.678,47.236,6.211,2.785,731.332,727.886,11.813,0.01,99.99,0
4718.875,39.259,31.804,8.688,47.333,6.337,2.772,499.961,497.441,11.856,0.01,99.99,0
4719,41.225,33.559,8.685,47.79,6.391,2.768,391.379,392.145,12.839,0.01,99.99,0
4719.125,48.435,39.731,8.668,48.522,6.426,2.764,254.789,251.715,16.471,0.01,99.99,0
4719.25,53.09,43.464,8.658,49.344,6.408,2.764,222.358,214.478,18.805,0.01,99.99,0
4719.375,63.539,51.697,8.646,50.126,6.34,2.767,192.67,178.807,24.346,0.01,99.99,0
4719.5,75.159,61.767,8.642,50.126,6.305,2.768,184.571,168.192,31.931,0.01,99.99,0
4719.625,80.597,66.763,8.642,50.816,6.342,2.768,187.063,169.432,36.056,0.01,99.99,0
4719.75,87.027,72.731,8.647,51.37,6.589,2.766,206.573,186.029,41.327,0.01,99.99,0
4719.875,83.64,68.71,8.665,51.718,6.91,2.763,250.096,224.498,37.734,0.01,99.99,0
4720,78.384,62.202,8.676,51.841,6.991,2.761,282.705,253.654,32.28,0.01,99.99,0
4720.125,64.325,45.545,8.69,51.841,6.96,2.752,371.25,329.69,20.153,0.01,99.99,0
4720.25,51.617,32.77,8.688,51.854,6.908,2.735,452.386,393.726,12.394,1.569,75.825,0.001
4720.375,47.467,29.541,8.682,51.983,6.931,2.724,459.894,398.84,10.618,2.072,52.737,0.002
4720.5,44.633,27.352,8.665,52.451,7.087,2.7,378.476,334.262,9.454,2.548,45.191,0.004
4720.625,48.944,29.402,8.651,53.304,7.45,2.678,236.8,219.31,10.544,2.667,55.397,0.004
4720.75,53.415,32.385,8.647,54.373,7.744,2.668,183.061,172.314,12.179,2.733,62.013,0.005
4720.875,64.255,42.68,8.647,54.373,8.462,2.651,138.785,126.524,18.306,1.366,99.99,0.001
4721,68.656,48.323,8.647,55.39,8.739,2.644,137.918,123.166,22.008,0.846,99.99,0.001
4721.125,71.386,54.25,8.645,56.13,8.788,2.635,151.547,133.803,26.181,0.01,99.99,0
4721.25,68.31,53.606,8.642,56.476,8.324,2.636,169.651,148.749,25.713,0.01,99.99,0
4721.375,67.432,53.599,8.642,56.382,8.069,2.641,174.995,153.174,25.708,0.01,99.99,0
4721.5,70.749,57.177,8.641,55.84,7.759,2.661,172.996,152.039,28.357,0.01,99.99,0
4721.625,78.396,62.543,8.639,55.84,7.776,2.689,163.79,146.891,32.555,0.01,99.99,0
4721.75,81.198,64.17,8.637,54.875,7.848,2.705,166.45,151.023,33.884,0.01,99.99,0
4721.875,79.424,63.069,8.64,53.563,7.886,2.74,209.304,190.175,32.982,0.01,99.99,0
4722,66.472,54.935,8.652,52.032,7.62,2.778,301.751,269.178,26.684,0.01,99.99,0
4722.125,57.891,48.85,8.659,50.487,7.424,2.797,350.685,311.857,22.367,0.01,99.99,0
4722.25,43.516,37.732,8.673,50.487,7.093,2.827,413.861,373.149,15.265,0.448,99.99,0
4722.375,40.002,34.799,8.679,49.232,6.96,2.834,424.365,387.944,13.547,0.075,99.99,0
4722.5,42.187,36.77,8.682,48.591,6.572,2.828,430.807,406.635,14.694,0.01,99.99,0
4722.625,53.33,46.91,8.665,48.719,5.835,2.794,477.428,468.849,21.057,0.01,99.99,0
4722.75,59.79,52.903,8.652,49.442,5.378,2.77,540.352,544.166,25.206,0.01,99.99,0
4722.875,69.323,61.711,8.637,50.342,4.584,2.723,814.992,828.632,31.886,0.01,99.99,0
4723,71.506,63.526,8.651,50.342,4.286,2.693,1303.66,1224.399,33.355,0.01,99.99,0
4723.125,70.021,61.896,8.677,51.046,4.349,2.687,1518.283,1377.136,32.034,0.01,99.99,0
4723.25,63.133,53.727,8.78,51.438,4.751,2.691,1600.11,1402.458,25.801,0.01,99.99,0
4723.375,54.486,42.905,8.897,51.614,5.188,2.705,1204.898,1075.942,18.449,0.01,99.99,0
4723.5,51.381,39.11,8.917,51.689,5.306,2.712,956.115,881.569,16.093,0.01,99.99,0
4723.625,51.143,38.564,8.842,51.689,5.279,2.717,565.013,601.125,15.763,0.01,99.99,0
4723.75,59.362,47.099,8.711,51.737,4.949,2.708,437.287,449.463,21.183,0.01,99.99,0
4723.875,64.968,53.104,8.669,51.88,4.725,2.7,395.139,396.268,25.351,0.01,99.99,0
4724,74.154,63.319,8.639,52.269,4.349,2.68,332.424,322.019,33.185,0.01,99.99,0
4724.125,77.031,66.634,8.637,52.932,4.253,2.671,310.473,295.986,35.946,0.01,99.99,0
4724.25,80.242,70.421,8.635,53.68,4.241,2.658,277.747,258.229,39.241,0.01,99.99,0
4724.375,81.68,71.994,8.637,53.68,4.326,2.65,252.386,231.905,40.655,0.01,99.99,0
4724.5,81.842,72.125,8.639,54.213,4.385,2.647,242.202,221.837,40.774,0.01,99.99,0
4724.625,81.56,71.624,8.645,54.336,4.647,2.645,227.727,208.021,40.32,0.01,99.99,0
4724.75,80.501,69.969,8.654,54.048,5.165,2.648,224.58,206.718,38.84,0.01,99.99,0
4724.875,78.96,67.85,8.663,53.467,5.459,2.654,231.613,214.512,36.988,0.01,99.99,0
4725,72.035,59.206,8.688,53.467,5.858,2.675,274.543,259.183,29.912,0.01,99.99,0
4725.125,61.068,46.18,8.702,52.723,5.69,2.701,379.366,371.576,20.572,0.01,99.99,0
4725.25,55.616,39.937,8.697,51.972,5.389,2.712,472.873,467.447,16.597,0.01,99.99,0
4725.375,48.324,31.992,8.671,51.393,4.608,2.722,747.658,725.034,11.96,0.202,99.99,0
4725.5,47.418,31.029,8.656,51.149,4.222,2.719,885.146,847.218,11.428,0.031,99.99,0
4725.625,51.284,34.858,8.639,51.319,3.594,2.698,990.451,942.278,13.581,0.01,99.99,0
4725.75,58.978,43.804,8.643,51.319,3.222,2.668,809.609,789.739,19.023,0.01,99.99,0
4725.875,62.431,48.377,8.65,51.833,3.144,2.654,673.988,668.456,22.044,0.01,99.99,0
4726,66.522,54.354,8.661,52.481,3.198,2.632,477.313,472.424,26.257,0.01,99.99,0
4726.125,67.243,56.101,8.664,53.015,3.368,2.618,418.52,393.501,27.548,0.01,99.99,0
4726.25,66.912,56.199,8.662,53.297,3.391,2.615,413.738,381.719,27.622,0.01,99.99,0
4726.375,65.931,56.007,8.655,53.297,3.215,2.613,409.543,370.171,27.478,0.01,99.99,0
4726.5,66.083,56.547,8.648,53.343,2.933,2.616,388.31,348.162,27.882,0.01,99.99,0
4726.625,67.124,57.467,8.648,53.314,2.871,2.619,369.84,331.053,28.577,0.01,99.99,0
4726.75,70.434,59.907,8.66,53.383,3.038,2.627,326.16,291.181,30.459,0.01,99.99,0
4726.875,72.013,60.636,8.705,53.568,3.487,2.634,288.576,256.877,31.032,0.01,99.99,0
4727,71.431,59.796,8.735,53.77,3.701,2.637,277.022,246.632,30.372,0.01,99.99,0
4727.125,68.67,56.499,8.782,53.77,3.891,2.638,278.556,246.223,27.846,0.01,99.99,0
4727.25,66.961,54.554,8.813,53.861,3.877,2.636,290.592,254.257,26.404,0.01,99.99,0
4727.375,62.209,49.999,8.943,53.795,3.863,2.629,312.811,268.848,23.157,0.01,99.99,0
4727.5,55.187,44.157,9.131,53.636,3.994,2.622,303.033,259.803,19.25,0.01,99.99,0
4727.625,51.841,41.404,9.205,53.512,4.055,2.62,287.722,246.6,17.504,0.01,99.99,0
4727.75,48.617,38.774,9.264,53.544,4.079,2.621,255.347,216.075,15.89,0.01,99.99,0
4727.875,49.951,39.81,9.243,53.544,4.056,2.626,227.664,189.422,16.519,0.01,99.99,0
4728,51.168,40.694,9.225,53.781,4.048,2.629,213.835,178.035,17.063,0.01,99.99,0
4728.125,53.46,41.57,9.213,54.186,3.961,2.633,193.508,162.598,17.608,0.01,99.99,0
4728.25,56.982,41.354,9.279,54.632,3.828,2.635,192.183,161.833,17.473,0.01,99.99,0
4728.375,59.354,41.308,9.344,54.993,3.809,2.636,197.077,167.126,17.444,0.01,99.99,0
4728.5,62.788,41.025,9.481,54.993,3.8,2.639,222.284,193.473,17.268,0.01,99.99,0
4728.625,62.626,39.938,9.515,55.176,3.719,2.64,248.677,218.036,16.598,0.01,99.99,0
4728.75,58.429,35.146,9.485,55.152,3.308,2.639,326.539,286.414,13.747,0.022,99.99,0
4728.875,53.619,30.646,9.39,54.983,2.826,2.634,386.003,341.745,11.218,0.357,99.99,0
4729,52.572,29.799,9.348,54.782,2.68,2.63,386.409,347.102,10.758,0.301,99.99,0
4729.125,53.334,30.874,9.264,54.648,2.63,2.621,324.635,305.248,11.343,0.01,99.99,0
4729.25,57.35,36.28,9.105,54.648,2.803,2.613,233.476,229.314,14.407,0.01,99.99,0
4729.375,61.018,41.315,8.999,54.594,2.928,2.609,197.552,195.526,17.448,0.01,99.99,0
4729.5,71.865,54.623,8.803,54.548,3.192,2.605,156.669,151.609,26.454,0.01,99.99,0
4729.625,83.846,63.941,8.683,54.483,3.409,2.606,142.737,133.204,33.695,0.01,99.99,0
4729.75,88.596,65.184,8.654,54.439,3.488,2.608,140.225,129.222,34.725,0.01,99.99,0
4729.875,94.358,64.043,8.635,54.439,3.602,2.613,140.923,127.517,33.779,0.01,99.99,0
4730,96.021,62.727,8.635,54.442,3.676,2.617,149.613,133.139,32.704,0.01,99.99,0
4730.125,95.773,61.989,8.637,54.456,3.693,2.616,157.181,138.61,32.109,0.01,99.99,0
4730.25,94.022,60.034,8.642,54.455,3.658,2.611,179.311,155.348,30.558,0.01,99.99,0
4730.375,92.743,59.343,8.646,54.485,3.597,2.607,193.815,166.695,30.019,0.01,99.99,0
4730.5,89.466,59.521,8.657,54.612,3.394,2.598,225.219,191.851,30.157,0.01,99.99,0
4730.625,86.277,60.865,8.668,54.612,3.164,2.594,243.054,207.07,31.213,0.01,99.99,0
4730.75,85.495,61.814,8.671,54.829,3.114,2.596,239.822,205.37,31.969,0.01,99.99,0
4730.875,86.18,65.243,8.669,55.063,3.302,2.609,206.617,180.883,34.774,0.01,99.99,0
4731,89.646,72.732,8.663,55.269,3.844,2.629,157.847,142.222,41.328,0.01,99.99,0
4731.125,92.447,77.917,8.661,55.46,4.156,2.641,137.057,124.727,46.232,0.01,99.99,0
4731.25,100.116,87.954,8.66,55.46,4.687,2.661,110.025,101.109,56.658,0.01,99.99,0
4731.375,108.06,92.454,8.662,55.638,5.031,2.672,99.158,92.275,61.765,0.01,99.99,0
4731.5,110.795,92.174,8.663,55.752,5.122,2.674,98.892,92.536,61.439,0.01,99.99,0
4731.625,112.467,88.521,8.665,55.754,5.081,2.671,109.664,102.589,57.286,0.01,99.99,0
4731.75,110.483,81.691,8.662,55.646,4.788,2.659,137.053,128.665,50.002,0.01,99.99,0
4731.875,108.994,77.277,8.658,55.485,4.595,2.65,159.102,150.402,45.609,0.01,99.99,0
4732,104.913,68.791,8.648,55.485,4.158,2.629,229.106,217.055,37.804,0.01,99.99,0
4732.125,101.889,66.174,8.645,55.327,3.944,2.619,276.68,260.834,35.557,0.01,99.99,0
4732.25,94.813,66.263,8.651,55.215,3.674,2.601,374.987,351.624,35.632,0.01,99.99,0
4732.375,89.492,70.516,8.675,55.187,3.764,2.587,433.925,413.073,39.326,0.01,99.99,0
4732.5,88.243,72.521,8.687,55.248,3.929,2.582,439.573,424.766,41.135,0.01,99.99,0
4732.625,87.949,75.499,8.697,55.347,4.277,2.576,412.86,413.091,43.906,0.01,99.99,0
4732.75,88.595,77.63,8.693,55.347,4.401,2.575,362.701,373.353,45.952,0.01,99.99,0
4732.875,88.639,77.971,8.7,55.401,4.412,2.575,337.259,350.74,46.284,0.01,99.99,0
4733,86.216,74.534,8.747,55.391,4.554,2.576,299.155,314.218,42.997,0.01,99.99,0
4733.125,78.924,64.188,8.833,55.418,4.96,2.573,287.994,300.199,33.898,0.01,99.99,0
4733.25,73.794,57.289,8.886,55.642,5.21,2.571,291.483,300.802,28.442,0.01,99.99,0
4733.375,62.382,42.362,8.988,55.642,5.575,2.569,303.457,303.609,18.105,0.01,99.99,0
4733.5,56.935,35.753,9.017,56.137,5.642,2.571,303.38,298.005,14.099,1.208,99.99,0.001
4733.625,49.841,28.085,9,56.802,5.63,2.584,269.702,257.471,9.84,2.699,50.734,0.005
4733.75,52.958,28.158,8.909,57.43,5.701,2.607,191.048,182.02,9.879,3.1,51.582,0.007
4733.875,59.015,29.056,8.867,57.847,5.873,2.62,147.082,141.6,10.358,3.297,55.186,0.009
4734,76.726,34.563,8.817,58,6.584,2.643,81.493,79.779,13.411,3.028,85.521,0.007
4734.125,94.569,47.814,8.774,58,7.752,2.659,55.889,52.671,21.663,1.474,99.99,0.001
4734.25,101.048,54.488,8.745,57.938,8.411,2.664,52.479,48.799,26.356,0.538,99.99,0
4734.375,105.824,60.059,8.688,57.743,9.178,2.666,57.903,53.939,30.578,0.01,99.99,0
4734.5,99.501,60.236,8.661,57.468,8.514,2.661,83.322,75.865,30.717,0.01,99.99,0
4734.625,93.674,60.697,8.66,57.123,7.814,2.655,103.044,92.427,31.08,0.01,99.99,0
4734.75,81.682,62.295,8.666,57.123,6.406,2.645,147.248,129.978,32.355,0.01,99.99,0
4734.875,73.622,62.177,8.67,56.696,5.46,2.637,182.97,162.164,32.26,0.01,99.99,0
4735,71.352,61.643,8.67,56.2,5.176,2.636,193.913,173.335,31.832,0.01,99.99,0
4735.125,69.451,61.177,8.67,55.701,4.897,2.635,200.499,184.778,31.46,0.01,99.99,0
4735.25,69.514,61.409,8.668,55.299,4.874,2.635,197.385,186.064,31.645,0.01,99.99,0
4735.375,71.074,62.743,8.662,55.063,4.982,2.635,185.271,185.131,32.717,0.01,99.99,0
4735.5,73.253,64.128,8.657,55.063,5.096,2.634,176.94,186.433,33.849,0.01,99.99,0
4735.625,73.575,63.906,8.656,54.972,5.072,2.633,177.945,187.39,33.666,0.01,99.99,0
4735.75,71.584,60.476,8.656,54.924,4.866,2.636,217.214,196.115,30.905,0.01,99.99,0
4735.875,68.239,55.363,8.658,54.816,4.597,2.641,254.873,222.766,27,0.01,99.99,0
4736,67.076,53.49,8.66,54.604,4.482,2.643,273.927,238.976,25.629,0.01,99.99,0
4736.125,66.303,51.975,8.663,54.604,4.308,2.647,302.724,266.989,24.543,0.01,99.99,0
4736.25,66.611,52.068,8.663,54.333,4.23,2.645,311.348,281.9,24.609,0.01,99.99,0
4736.375,66.966,52.238,8.664,54.104,4.249,2.641,307.178,282.726,24.73,0.01,99.99,0
4736.5,68.366,52.854,8.663,54.02,4.336,2.631,285.254,271.532,25.171,0.01,99.99,0
4736.625,69.371,53.337,8.661,54.158,4.357,2.625,269.814,260.345,25.519,0.01,99.99,0
4736.75,71.611,54.575,8.649,54.553,4.4,2.614,231.462,226.899,26.419,0.01,99.99,0
4736.875,73.218,55.344,8.636,54.553,4.737,2.611,178.772,177.52,26.986,0.01,99.99,0
4737,73.531,55.364,8.631,55.19,5.103,2.614,148.248,148.993,27,0.01,99.99,0
4737.125,74.931,56.253,8.626,55.992,6.233,2.627,92.299,96.423,27.662,0.01,99.99,0
4737.25,81.089,61.98,8.621,56.842,7.672,2.646,58.944,63.599,32.102,0.01,99.99,0
4737.375,86.41,66.799,8.619,57.616,8.424,2.655,51.173,55.347,36.087,0.01,99.99,0
4737.5,98.545,76.863,8.621,57.616,9.751,2.667,46.032,49.691,45.209,0.01,99.99,0
4737.625,105.447,81.924,8.628,58.226,10.244,2.666,49.843,53.264,50.241,0.01,99.99,0
4737.75,105.167,81.714,8.632,58.633,10.005,2.661,54.205,57.352,50.026,0.01,99.99,0
4737.875,98.424,76.849,8.639,58.854,8.844,2.645,63.345,66.162,45.196,0.01,99.99,0
4738,89.573,70.83,8.643,58.925,7.723,2.63,66.946,70.184,39.606,0.01,99.99,0
4738.125,86.758,69.045,8.642,58.851,7.434,2.625,66.19,69.771,38.026,0.01,99.99,0
4738.25,86.466,69.514,8.636,58.851,7.504,2.623,62.536,66.488,38.438,0.01,99.99,0
4738.375,88.997,71.84,8.631,58.652,7.81,2.624,60.959,64.868,40.516,0.01,99.99,0
4738.5,96.216,77.901,8.622,58.406,8.596,2.627,60.407,64.036,46.216,0.01,99.99,0
4738.625,99.451,79.773,8.619,58.23,8.978,2.626,65.214,67.944,48.064,0.01,99.99,0
4738.75,98.23,78.154,8.62,58.181,8.912,2.623,69.325,71.219,46.463,0.01,99.99,0
4738.875,93.402,73.005,8.623,58.204,8.556,2.617,76.747,76.729,41.579,0.01,99.99,0
4739,91.733,70.827,8.623,58.204,8.379,2.614,77.78,76.809,39.603,0.01,99.99,0
4739.125,92.553,71.242,8.622,58.195,8.431,2.615,76.054,75.05,39.976,0.01,99.99,0
4739.25,94.916,73.127,8.619,58.096,8.708,2.622,72.69,71.555,41.691,0.01,99.99,0
4739.375,96.944,75.301,8.62,57.917,8.911,2.633,74.398,72.321,43.719,0.01,99.99,0
4739.5,97.888,76.261,8.621,57.681,8.907,2.638,78.051,75.33,44.632,0.01,99.99,0
4739.625,98.969,76.775,8.624,57.681,8.711,2.646,92.183,87.758,45.125,0.01,99.99,0
4739.75,98.857,76.122,8.625,57.424,8.549,2.648,102.477,96.744,44.499,0.01,99.99,0
4739.875,97.665,73.555,8.626,57.198,8.147,2.65,124.361,115.248,42.086,0.01,99.99,0
4740,95.523,69.746,8.626,57.044,7.676,2.647,136.695,125.275,38.643,0.01,99.99,0
4740.125,93.944,67.23,8.625,56.962,7.467,2.644,136.625,125.148,36.455,0.01,99.99,0
4740.25,89.79,62.13,8.624,56.932,7.174,2.638,125.801,116.126,32.222,0.01,99.99,0
4740.375,87.61,59.62,8.624,56.932,7.122,2.632,107.923,100.981,30.234,0.01,99.99,0
4740.5,87.524,59.441,8.624,56.959,7.284,2.63,98.845,93.144,30.095,0.01,99.99,0
4740.625,88.032,59.936,8.622,57.082,8.073,2.627,83.827,79.765,30.481,0.01,99.99,0
4740.75,89.45,61.558,8.618,57.335,9.026,2.627,74.073,70.74,31.764,0.01,99.99,0
4740.875,90.934,62.853,8.616,57.689,9.319,2.628,70.743,67.724,32.806,0.01,99.99,0
4741,94.546,65.16,8.616,57.689,9.514,2.631,67.087,64.506,34.705,0.01,99.99,0
4741.125,96.547,65.109,8.617,58.063,9.722,2.634,68.483,65.375,34.662,0.01,99.99,0
4741.25,96.739,64.279,8.615,58.357,9.871,2.635,70.769,67.134,33.974,0.01,99.99,0
4741.375,96.858,62.446,8.607,58.508,9.926,2.635,76.387,71.895,32.477,0.01,99.99,0
4741.5,97.087,61.667,8.603,58.52,9.757,2.634,79.033,74.261,31.851,0.01,99.99,0
4741.625,96.683,59.138,8.597,58.455,9.205,2.63,82.68,77.545,29.86,0.037,99.99,0
4741.75,93.438,54.152,8.595,58.455,8.778,2.624,82.873,78.005,26.11,0.807,99.99,0.001
4741.875,91.272,51.775,8.593,58.406,8.678,2.621,82.005,77.613,24.402,1.188,99.99,0.001
4742,88.68,50.292,8.59,58.428,8.679,2.616,80.998,77.899,23.361,1.458,99.99,0.001
4742.125,90.622,55.024,8.588,58.486,8.843,2.616,83.384,81.875,26.749,0.638,99.99,0
4742.25,92.684,58.887,8.587,58.485,8.932,2.618,86.003,85.264,29.665,0.01,99.99,0
4742.375,95.549,65.783,8.581,58.485,9.022,2.624,93.59,92.765,35.227,0.01,99.99,0
4742.5,93.688,68.949,8.573,58.39,9.102,2.63,100.049,96.776,37.942,0.01,99.99,0
4742.625,91.172,69.356,8.571,58.295,9.292,2.632,99.953,95.642,38.299,0.01,99.99,0
4742.75,85.756,68.021,8.575,58.338,10.273,2.631,90.658,85.583,37.135,0.01,99.99,0
4742.875,83.665,65.765,8.583,58.592,11.829,2.627,74.034,69.269,35.212,0.026,99.99,0
4743,84.638,65.169,8.585,59.02,12.507,2.625,65.636,61.092,34.712,0.685,99.99,0
4743.125,89.679,63.483,8.581,59.02,12.974,2.621,51.166,47.209,33.319,1.163,99.99,0.001
4743.25,92.95,62.166,8.577,59.552,12.838,2.62,45.122,41.619,32.251,1.721,99.99,0.001
4743.375,99.503,59.815,8.569,60.13,12.646,2.618,35.553,33.049,30.387,2.338,99.99,0.003
4743.5,104.042,59.211,8.568,60.685,12.739,2.619,30.568,28.303,29.916,2.732,99.99,0.005
4743.625,105.389,59.907,8.568,61.145,12.716,2.622,29.812,27.332,30.459,2.757,99.99,0.005
4743.75,107.43,63.556,8.568,61.463,12.432,2.635,30.58,27.387,33.379,1.979,99.99,0.002
4743.875,110.708,70.817,8.561,61.463,12.094,2.652,32.942,28.901,39.595,0.165,99.99,0
4744,112.761,74.976,8.557,61.625,11.932,2.659,34.438,29.933,43.412,0.01,99.99,0
4744.125,115.257,80.598,8.553,61.633,11.577,2.668,37.685,32.488,48.892,0.01,99.99,0
4744.25,114.761,81.927,8.557,61.506,11.269,2.668,41.68,36.453,50.244,0.01,99.99,0
4744.375,114.14,81.778,8.561,61.298,11.235,2.664,44.839,39.482,50.091,0.01,99.99,0
4744.5,111.238,80.417,8.568,61.298,11.31,2.648,54.608,47.773,48.71,0.01,99.99,0
4744.625,107.693,79.694,8.571,61.095,11.35,2.636,60.142,52.179,47.985,0.01,99.99,0
4744.75,97.293,77.599,8.578,60.966,11.278,2.604,67.181,57.871,45.922,0.01,99.99,0
4744.875,91.348,74.852,8.588,60.93,10.841,2.57,65.146,56.753,43.295,0.01,99.99,0
4745,92.464,74.555,8.591,61.003,10.574,2.558,61.766,54.316,43.017,0.01,99.99,0
4745.125,98.802,75.854,8.596,61.215,10.395,2.545,55.561,50.087,44.243,0.01,99.99,0
4745.25,100.542,74.383,8.607,61.215,10.935,2.545,58.487,54.361,42.856,0.01,99.99,0
4745.375,97.895,70.691,8.613,61.574,11.253,2.545,67.024,62.359,39.482,0.01,99.99,0
4745.5,87.534,60.165,8.622,62.004,11.312,2.544,99.998,89.738,30.661,1.896,99.99,0.002
4745.625,76.399,52.888,8.623,62.359,10.691,2.542,136.866,118.268,25.195,3.182,60.095,0.008
4745.75,72.786,51.181,8.622,62.555,10.335,2.545,147.062,125.881,23.982,3.413,52.816,0.01
4745.875,74.038,52.838,8.618,62.555,9.886,2.564,142.017,121.533,25.159,2.949,64.851,0.006
4746,84.537,60.925,8.615,62.636,10.038,2.599,114.255,98.934,31.26,1.579,99.99,0.001
4746.125,88.474,63.743,8.615,62.708,10.31,2.618,98.151,85.513,33.532,1.228,99.99,0.001
4746.25,88.564,63.466,8.618,62.826,11.061,2.645,67.99,60.217,33.306,1.863,99.99,0.002
4746.375,87.085,62.346,8.621,62.919,11.513,2.65,55.013,49.303,32.396,2.408,99.99,0.003
4746.5,91.025,65.945,8.629,62.92,12.539,2.643,35.548,32.421,35.363,2.093,99.99,0.002
4746.625,100.862,75.333,8.627,62.92,13.653,2.622,25.396,22.735,43.749,0.276,99.99,0
4746.75,105.78,79.805,8.621,62.819,14.212,2.611,22.788,20.085,48.096,0.01,99.99,0
4746.875,112.997,86.311,8.605,62.659,15.397,2.594,19.982,17.509,54.862,0.01,99.99,0
4747,116.243,90.545,8.598,62.549,16.43,2.588,20.032,17.522,59.564,0.01,99.99,0
4747.125,116.938,92.25,8.598,62.547,16.58,2.588,21.288,18.398,61.528,0.01,99.99,0
4747.25,117.746,94.594,8.599,62.547,15.708,2.59,25.903,21.884,64.295,0.01,99.99,0
4747.375,117.809,96.614,8.6,62.583,13.908,2.591,34.143,28.849,66.745,0.01,99.99,0
4747.5,116.972,97.439,8.6,62.441,12.945,2.589,40.639,34.352,67.763,0.01,99.99,0
4747.625,112.547,97.709,8.603,61.997,11.35,2.583,58.013,48.822,68.098,0.01,99.99,0
4747.75,109.021,96.738,8.605,61.353,10.783,2.579,66.628,56.109,66.897,0.01,99.99,0
4747.875,101.08,92.565,8.611,60.762,10.111,2.575,75.725,65.036,61.895,0.01,99.99,0
4748,95.227,88.137,8.616,60.762,10.046,2.579,70.716,63.478,56.86,0.01,99.99,0
4748.125,93.677,86.759,8.618,60.384,10.25,2.584,65.338,60.196,55.348,0.01,99.99,0
4748.25,92.92,85.923,8.624,60.108,11.035,2.596,55.988,54.139,54.443,0.01,99.99,0
4748.375,93.03,85.694,8.634,59.813,11.94,2.604,53.437,53.751,54.197,0.01,99.99,0
4748.5,92.486,84.881,8.638,59.585,12.261,2.604,55.473,56.617,53.328,0.01,99.99,0
4748.625,89.814,81.296,8.637,59.585,12.379,2.594,67.125,68.407,49.599,0.01,99.99,0
4748.75,86.233,76.502,8.627,59.634,11.884,2.578,86.277,83.976,44.862,0.01,99.99,0
4748.875,84.803,74.406,8.624,60.017,11.536,2.571,93.429,89.646,42.877,0.01,99.99,0
4749,83.703,71.911,8.627,60.501,10.862,2.565,94.036,88.959,40.58,0.01,99.99,0
